feature,region,channel,feature_class,metric,stat,mean_importance,std_importance,ci_lo,ci_hi,cv,rank,median_rank,rank_q025,rank_q975,top20_pct,top50_pct,spearman_rho,spearman_p_value,direction
tdlu_H_original_firstorder_MeanAbsoluteDeviation_std,tdlu,H,firstorder,MeanAbsoluteDeviation,std,0.003534,0.001553,0.003438,0.003631,0.439,41,61.0,11.0,281.1,12.0,42.1,-0.2183,0.0,higher feature -> lower survival_target
vessels_H_original_firstorder_MeanAbsoluteDeviation_std,vessels,H,firstorder,MeanAbsoluteDeviation,std,0.003525,0.001928,0.003406,0.003645,0.547,42,66.0,8.0,348.0,15.8,40.6,-0.1797,5e-06,higher feature -> lower survival_target
adipose_E_original_firstorder_Entropy_std,adipose,E,firstorder,Entropy,std,0.003506,0.001449,0.003416,0.003596,0.413,43,60.0,10.0,200.1,10.3,41.0,-0.1154,0.003566,higher feature -> lower survival_target
dcis_E_original_firstorder_10Percentile_std,dcis,E,firstorder,10Percentile,std,0.003428,0.001503,0.003335,0.003522,0.438,44,61.0,10.0,239.0,9.7,40.1,0.0811,0.040934,higher feature -> higher survival_target
adipose_E_original_firstorder_InterquartileRange_mean,adipose,E,firstorder,InterquartileRange,mean,0.003424,0.001138,0.003353,0.003494,0.332,45,60.0,15.0,180.0,6.5,38.1,-0.1499,0.000148,higher feature -> lower survival_target
stroma_H_original_firstorder_Mean_std,stroma,H,firstorder,Mean,std,0.003346,0.001506,0.003252,0.003439,0.45,46,66.0,11.0,261.0,9.9,36.5,-0.2044,0.0,higher feature -> lower survival_target
adipose_H_original_firstorder_Entropy_mean,adipose,H,firstorder,Entropy,mean,0.003327,0.001201,0.003252,0.003401,0.361,47,65.0,15.0,197.0,5.4,36.5,0.1925,1e-06,higher feature -> higher survival_target
muscle_E_original_firstorder_RobustMeanAbsoluteDeviation_std,muscle,E,firstorder,RobustMeanAbsoluteDeviation,std,0.003316,0.001641,0.003214,0.003418,0.495,48,72.0,10.0,338.0,10.5,36.4,-0.1791,6e-06,higher feature -> lower survival_target
adipose_E_original_firstorder_Uniformity_mean,adipose,E,firstorder,Uniformity,mean,0.003313,0.001259,0.003235,0.003391,0.38,49,65.0,14.0,215.0,7.4,36.1,-0.0438,0.269805,higher feature -> lower survival_target
tils_E_original_firstorder_Mean_mean,tils,E,firstorder,Mean,mean,0.003297,0.001,0.003235,0.003359,0.303,50,60.0,19.0,189.0,3.6,36.8,0.1281,0.001203,higher feature -> higher survival_target
tils_E_original_firstorder_Uniformity_mean,tils,E,firstorder,Uniformity,mean,0.003263,0.001151,0.003192,0.003334,0.353,51,62.0,16.0,220.0,5.8,36.2,-0.1535,0.000102,higher feature -> lower survival_target
tils_E_original_firstorder_RobustMeanAbsoluteDeviation_std,tils,E,firstorder,RobustMeanAbsoluteDeviation,std,0.003247,0.001529,0.003153,0.003342,0.471,52,73.0,11.0,279.0,9.7,35.0,-0.1433,0.000288,higher feature -> lower survival_target
adipose_H_original_firstorder_InterquartileRange_mean,adipose,H,firstorder,InterquartileRange,mean,0.003226,0.001117,0.003156,0.003295,0.346,53,65.0,16.0,202.0,5.1,32.8,0.1862,2e-06,higher feature -> higher survival_target
tils_H_original_firstorder_Energy_std,tils,H,firstorder,Energy,std,0.003204,0.001296,0.003124,0.003285,0.405,54,71.5,14.0,233.1,6.1,32.3,-0.1967,1e-06,higher feature -> lower survival_target
tils_H_original_firstorder_TotalEnergy_std,tils,H,firstorder,TotalEnergy,std,0.003195,0.001284,0.003115,0.003274,0.402,55,72.0,16.0,233.0,5.9,31.3,-0.1967,1e-06,higher feature -> lower survival_target
muscle_E_original_firstorder_TotalEnergy_std,muscle,E,firstorder,TotalEnergy,std,0.003192,0.001385,0.003106,0.003278,0.434,56,72.0,13.0,286.0,7.7,33.2,-0.1732,1.1e-05,higher feature -> lower survival_target
stroma_H_original_firstorder_Energy_std,stroma,H,firstorder,Energy,std,0.003191,0.00114,0.003121,0.003262,0.357,57,69.0,17.0,216.0,4.3,31.8,-0.1855,2e-06,higher feature -> lower survival_target
tumor_H_original_firstorder_Variance_std,tumor,H,firstorder,Variance,std,0.003191,0.001362,0.003106,0.003275,0.427,58,73.0,12.0,239.0,6.2,31.5,-0.1073,0.00675,higher feature -> lower survival_target
muscle_E_original_firstorder_Energy_std,muscle,E,firstorder,Energy,std,0.00319,0.001381,0.003104,0.003275,0.433,59,72.0,12.0,281.2,7.2,32.6,-0.1732,1.1e-05,higher feature -> lower survival_target
stroma_H_original_firstorder_TotalEnergy_std,stroma,H,firstorder,TotalEnergy,std,0.003182,0.001128,0.003112,0.003252,0.355,60,68.0,17.0,221.0,4.7,31.6,-0.1855,2e-06,higher feature -> lower survival_target
dcis_E_original_firstorder_Mean_mean,dcis,E,firstorder,Mean,mean,0.003159,0.001442,0.00307,0.003249,0.457,61,76.0,11.0,291.1,9.0,31.8,0.0671,0.090689,higher feature -> higher survival_target
stroma_E_original_firstorder_RobustMeanAbsoluteDeviation_mean,stroma,E,firstorder,RobustMeanAbsoluteDeviation,mean,0.003159,0.001088,0.003091,0.003226,0.345,62,68.0,17.0,225.0,4.7,32.7,0.0866,0.02897,higher feature -> higher survival_target
tils_E_original_firstorder_10Percentile_mean,tils,E,firstorder,10Percentile,mean,0.003156,0.001087,0.003089,0.003223,0.344,63,70.0,17.0,215.0,4.2,31.4,0.091,0.021736,higher feature -> higher survival_target
stroma_E_original_firstorder_Variance_mean,stroma,E,firstorder,Variance,mean,0.003139,0.001012,0.003076,0.003202,0.322,64,69.0,20.0,209.1,3.0,33.5,0.0806,0.042167,higher feature -> higher survival_target
muscle_E_original_firstorder_10Percentile_std,muscle,E,firstorder,10Percentile,std,0.003137,0.001586,0.003039,0.003236,0.506,65,82.0,10.0,326.0,9.4,32.2,-0.1624,3.9e-05,higher feature -> lower survival_target
vessels_E_original_firstorder_MeanAbsoluteDeviation_std,vessels,E,firstorder,MeanAbsoluteDeviation,std,0.003136,0.001395,0.003049,0.003222,0.445,66,76.5,11.0,281.0,8.9,30.5,-0.1817,4e-06,higher feature -> lower survival_target
stroma_E_original_firstorder_InterquartileRange_mean,stroma,E,firstorder,InterquartileRange,mean,0.003126,0.001097,0.003058,0.003194,0.351,67,71.5,17.0,215.0,4.2,30.5,0.0841,0.034049,higher feature -> higher survival_target
stroma_E_original_firstorder_MeanAbsoluteDeviation_mean,stroma,E,firstorder,MeanAbsoluteDeviation,mean,0.003122,0.001011,0.00306,0.003185,0.324,68,70.0,20.0,195.0,2.6,32.9,0.0868,0.028626,higher feature -> higher survival_target
adipose_E_original_firstorder_Energy_std,adipose,E,firstorder,Energy,std,0.003114,0.001248,0.003036,0.003191,0.401,69,76.0,16.0,280.0,5.1,31.4,-0.1838,3e-06,higher feature -> lower survival_target
adipose_E_original_firstorder_TotalEnergy_std,adipose,E,firstorder,TotalEnergy,std,0.003103,0.001249,0.003026,0.003181,0.403,70,77.0,15.0,281.1,5.5,31.1,-0.1838,3e-06,higher feature -> lower survival_target
adipose_E_original_firstorder_Mean_std,adipose,E,firstorder,Mean,std,0.003094,0.001353,0.00301,0.003178,0.437,71,80.0,13.0,278.0,6.4,29.6,-0.1922,1e-06,higher feature -> lower survival_target
adipose_H_original_firstorder_Mean_mean,adipose,H,firstorder,Mean,mean,0.003084,0.001154,0.003013,0.003156,0.374,72,74.0,16.0,229.0,4.5,27.0,0.1675,2.2e-05,higher feature -> higher survival_target
adipose_E_original_firstorder_MeanAbsoluteDeviation_mean,adipose,E,firstorder,MeanAbsoluteDeviation,mean,0.003033,0.001085,0.002966,0.003101,0.358,73,77.0,18.0,231.0,4.3,25.4,-0.1611,4.5e-05,higher feature -> lower survival_target
tils_E_original_firstorder_InterquartileRange_std,tils,E,firstorder,InterquartileRange,std,0.003032,0.001468,0.002941,0.003123,0.484,74,87.5,14.0,325.1,7.1,30.0,-0.1417,0.000336,higher feature -> lower survival_target
tdlu_H_original_firstorder_RobustMeanAbsoluteDeviation_std,tdlu,H,firstorder,RobustMeanAbsoluteDeviation,std,0.002984,0.001325,0.002902,0.003066,0.444,75,85.0,15.0,313.1,4.7,27.0,-0.2115,0.0,higher feature -> lower survival_target
tils_H_original_firstorder_Skewness_mean,tils,H,firstorder,Skewness,mean,0.002913,0.001314,0.002831,0.002994,0.451,76,89.0,14.0,317.0,6.2,26.0,-0.06,0.130762,higher feature -> lower survival_target
muscle_E_original_firstorder_InterquartileRange_std,muscle,E,firstorder,InterquartileRange,std,0.002901,0.001487,0.002808,0.002993,0.513,77,94.5,13.0,396.0,6.5,26.0,-0.1749,9e-06,higher feature -> lower survival_target
dcis_H_original_firstorder_Entropy_mean,dcis,H,firstorder,Entropy,mean,0.002893,0.001445,0.002803,0.002983,0.5,78,95.5,12.0,324.0,6.5,24.5,0.0001,0.997035,higher feature -> higher survival_target
adipose_E_original_firstorder_Median_mean,adipose,E,firstorder,Median,mean,0.002883,0.000936,0.002825,0.002941,0.325,79,79.0,21.0,258.0,2.1,23.6,-0.0026,0.948566,higher feature -> lower survival_target
dcis_E_original_firstorder_RobustMeanAbsoluteDeviation_std,dcis,E,firstorder,RobustMeanAbsoluteDeviation,std,0.00285,0.001214,0.002774,0.002925,0.426,80,92.0,16.0,304.0,4.5,23.2,-0.1647,3e-05,higher feature -> lower survival_target
dcis_H_original_firstorder_Variance_std,dcis,H,firstorder,Variance,std,0.002772,0.001143,0.002701,0.002843,0.412,81,92.0,19.0,301.0,3.5,20.6,-0.0264,0.506764,higher feature -> lower survival_target
dcis_H_original_firstorder_RobustMeanAbsoluteDeviation_std,dcis,H,firstorder,RobustMeanAbsoluteDeviation,std,0.002733,0.001144,0.002662,0.002804,0.419,82,100.0,18.0,302.0,3.3,20.4,-0.0639,0.107315,higher feature -> lower survival_target
adipose_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,adipose,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.002727,0.000897,0.002671,0.002783,0.329,83,89.0,25.0,258.0,1.3,17.6,0.1751,9e-06,higher feature -> higher survival_target
dcis_E_original_firstorder_InterquartileRange_std,dcis,E,firstorder,InterquartileRange,std,0.002714,0.001155,0.002642,0.002785,0.426,84,98.0,19.0,318.0,3.1,19.5,-0.1574,6.7e-05,higher feature -> lower survival_target
tumor_H_original_firstorder_MeanAbsoluteDeviation_std,tumor,H,firstorder,MeanAbsoluteDeviation,std,0.002705,0.001298,0.002625,0.002786,0.48,85,104.0,17.0,338.1,3.7,20.1,-0.134,0.000701,higher feature -> lower survival_target
stroma_H_original_firstorder_Median_std,stroma,H,firstorder,Median,std,0.002703,0.001212,0.002628,0.002778,0.449,86,103.0,18.0,350.1,3.4,20.5,-0.1732,1.1e-05,higher feature -> lower survival_target
dcis_E_original_firstorder_Variance_std,dcis,E,firstorder,Variance,std,0.0027,0.00115,0.002628,0.002771,0.426,87,101.0,19.0,331.0,3.3,19.7,-0.1567,7.2e-05,higher feature -> lower survival_target
tumor_H_original_firstorder_RobustMeanAbsoluteDeviation_std,tumor,H,firstorder,RobustMeanAbsoluteDeviation,std,0.002638,0.001251,0.00256,0.002715,0.474,88,112.5,16.0,338.0,4.0,17.8,-0.1006,0.011172,higher feature -> lower survival_target
tils_E_original_firstorder_RootMeanSquared_mean,tils,E,firstorder,RootMeanSquared,mean,0.002636,0.000785,0.002587,0.002684,0.298,89,94.0,30.0,285.0,0.4,12.6,0.1072,0.006801,higher feature -> higher survival_target
muscle_E_original_firstorder_Mean_std,muscle,E,firstorder,Mean,std,0.002578,0.001112,0.002509,0.002647,0.431,90,112.0,20.0,357.0,3.0,16.1,-0.1779,6e-06,higher feature -> lower survival_target
tils_E_original_firstorder_Entropy_mean,tils,E,firstorder,Entropy,mean,0.00256,0.00086,0.002506,0.002613,0.336,91,103.0,29.0,341.1,0.4,14.3,0.1341,0.000701,higher feature -> higher survival_target
dcis_H_original_firstorder_90Percentile_mean,dcis,H,firstorder,90Percentile,mean,0.002559,0.000916,0.002502,0.002616,0.358,92,103.5,26.0,308.1,1.1,14.2,-0.0544,0.170455,higher feature -> lower survival_target
tdlu_H_original_firstorder_InterquartileRange_std,tdlu,H,firstorder,InterquartileRange,std,0.002539,0.001109,0.002471,0.002608,0.437,93,116.0,23.0,359.0,1.7,16.2,-0.2032,0.0,higher feature -> lower survival_target
dcis_E_original_firstorder_MeanAbsoluteDeviation_std,dcis,E,firstorder,MeanAbsoluteDeviation,std,0.002535,0.000995,0.002473,0.002596,0.393,94,111.0,24.0,332.0,1.9,13.9,-0.1636,3.4e-05,higher feature -> lower survival_target
tils_E_original_firstorder_TotalEnergy_mean,tils,E,firstorder,TotalEnergy,mean,0.00253,0.000699,0.002487,0.002573,0.276,95,100.0,37.0,280.0,0.4,8.4,0.0937,0.018072,higher feature -> higher survival_target
dcis_H_original_firstorder_Skewness_std,dcis,H,firstorder,Skewness,std,0.00253,0.001021,0.002467,0.002593,0.404,96,112.0,22.0,310.1,2.0,13.9,-0.1171,0.003101,higher feature -> lower survival_target
muscle_E_original_firstorder_MeanAbsoluteDeviation_std,muscle,E,firstorder,MeanAbsoluteDeviation,std,0.002529,0.001198,0.002455,0.002603,0.474,97,120.0,17.0,378.0,3.6,16.4,-0.1628,3.7e-05,higher feature -> lower survival_target
tils_E_original_firstorder_Energy_mean,tils,E,firstorder,Energy,mean,0.002528,0.000701,0.002485,0.002572,0.277,98,99.5,35.0,266.3,0.3,8.5,0.0937,0.018072,higher feature -> higher survival_target
stroma_H_original_firstorder_RobustMeanAbsoluteDeviation_std,stroma,H,firstorder,RobustMeanAbsoluteDeviation,std,0.002505,0.001088,0.002437,0.002572,0.435,99,118.0,22.0,368.0,2.3,14.9,-0.1869,2e-06,higher feature -> lower survival_target
adipose_E_original_firstorder_10Percentile_mean,adipose,E,firstorder,10Percentile,mean,0.002503,0.000749,0.002456,0.002549,0.299,100,104.0,32.0,283.0,0.7,10.5,0.0233,0.557674,higher feature -> higher survival_target
vessels_H_original_firstorder_RobustMeanAbsoluteDeviation_std,vessels,H,firstorder,RobustMeanAbsoluteDeviation,std,0.002495,0.001086,0.002428,0.002563,0.435,101,116.0,22.0,385.0,2.0,15.9,-0.1598,5.2e-05,higher feature -> lower survival_target
muscle_E_original_firstorder_Variance_std,muscle,E,firstorder,Variance,std,0.00245,0.001108,0.002381,0.002519,0.452,102,124.0,19.0,387.0,2.9,13.5,-0.1715,1.4e-05,higher feature -> lower survival_target
tils_E_original_firstorder_Variance_std,tils,E,firstorder,Variance,std,0.002442,0.00104,0.002378,0.002507,0.426,103,125.0,25.0,374.1,1.3,14.8,-0.108,0.006424,higher feature -> lower survival_target
tumor_H_original_firstorder_Variance_mean,tumor,H,firstorder,Variance,mean,0.002425,0.000875,0.002371,0.00248,0.361,104,118.0,25.0,329.0,1.5,10.7,-0.1002,0.011456,higher feature -> lower survival_target
vessels_H_original_firstorder_Variance_std,vessels,H,firstorder,Variance,std,0.002413,0.001161,0.002341,0.002484,0.481,105,132.0,20.0,411.0,2.7,14.3,-0.1535,0.000102,higher feature -> lower survival_target
tumor_H_original_firstorder_RootMeanSquared_std,tumor,H,firstorder,RootMeanSquared,std,0.002407,0.000919,0.00235,0.002464,0.382,106,121.0,27.0,336.0,1.1,11.1,-0.0491,0.215827,higher feature -> lower survival_target
adipose_H_original_firstorder_10Percentile_mean,adipose,H,firstorder,10Percentile,mean,0.002388,0.000891,0.002333,0.002444,0.373,107,122.0,28.0,339.0,1.2,11.0,0.0799,0.043957,higher feature -> higher survival_target
vessels_H_original_firstorder_Skewness_std,vessels,H,firstorder,Skewness,std,0.002383,0.001001,0.002321,0.002445,0.42,108,129.5,24.0,327.0,2.3,10.3,-0.1363,0.000569,higher feature -> lower survival_target
tumor_H_original_firstorder_TotalEnergy_std,tumor,H,firstorder,TotalEnergy,std,0.002382,0.000887,0.002327,0.002437,0.372,109,124.0,29.0,321.0,1.2,10.9,-0.0043,0.913897,higher feature -> lower survival_target
dcis_H_original_firstorder_Uniformity_mean,dcis,H,firstorder,Uniformity,mean,0.002381,0.001146,0.00231,0.002452,0.481,110,136.5,20.0,371.0,2.7,12.9,-0.0686,0.083782,higher feature -> lower survival_target
tumor_H_original_firstorder_Energy_std,tumor,H,firstorder,Energy,std,0.00238,0.000876,0.002325,0.002434,0.368,111,122.0,28.0,315.2,1.1,10.7,-0.0043,0.913897,higher feature -> lower survival_target
adipose_H_original_firstorder_90Percentile_mean,adipose,H,firstorder,90Percentile,mean,0.002373,0.000765,0.002325,0.00242,0.322,112,119.0,34.0,317.0,0.5,8.1,0.1714,1.4e-05,higher feature -> higher survival_target
tumor_H_original_firstorder_Kurtosis_std,tumor,H,firstorder,Kurtosis,std,0.002365,0.000969,0.002305,0.002425,0.41,113,132.0,25.0,364.1,1.8,11.3,-0.125,0.001584,higher feature -> lower survival_target
vessels_E_original_firstorder_90Percentile_std,vessels,E,firstorder,90Percentile,std,0.002321,0.000999,0.002259,0.002382,0.43,114,142.0,25.0,366.0,1.4,12.0,-0.1571,7e-05,higher feature -> lower survival_target
vessels_H_original_firstorder_90Percentile_std,vessels,H,firstorder,90Percentile,std,0.002276,0.001122,0.002206,0.002346,0.493,115,155.0,23.0,421.0,2.3,12.5,-0.1534,0.000103,higher feature -> lower survival_target
tils_E_original_firstorder_Skewness_mean,tils,E,firstorder,Skewness,mean,0.002274,0.000723,0.002229,0.002319,0.318,116,128.0,38.0,345.0,0.3,5.7,-0.1213,0.002178,higher feature -> lower survival_target
tumor_H_original_firstorder_90Percentile_std,tumor,H,firstorder,90Percentile,std,0.002243,0.000941,0.002185,0.002301,0.419,117,144.0,30.0,358.0,1.1,8.4,-0.1074,0.006723,higher feature -> lower survival_target
tils_H_original_firstorder_Kurtosis_mean,tils,H,firstorder,Kurtosis,mean,0.002236,0.000792,0.002187,0.002285,0.354,118,136.0,33.0,338.0,0.6,8.1,-0.0485,0.221736,higher feature -> lower survival_target
tumor_H_original_firstorder_InterquartileRange_std,tumor,H,firstorder,InterquartileRange,std,0.002226,0.001097,0.002158,0.002294,0.493,119,158.0,21.0,411.0,2.5,10.6,-0.1116,0.004832,higher feature -> lower survival_target
tils_H_original_firstorder_Median_std,tils,H,firstorder,Median,std,0.002222,0.000822,0.002171,0.002273,0.37,120,143.0,34.0,332.0,1.0,6.8,-0.1374,0.000512,higher feature -> lower survival_target
muscle_H_original_firstorder_Skewness_mean,muscle,H,firstorder,Skewness,mean,0.002214,0.00072,0.002169,0.002259,0.325,121,135.0,37.0,329.0,0.4,5.5,-0.1399,0.000403,higher feature -> lower survival_target
