feature,region,channel,feature_class,metric,stat,mean_importance,std_importance,ci_lo,ci_hi,cv,rank,median_rank,rank_q025,rank_q975,top20_pct,top50_pct,spearman_rho,spearman_p_value,direction
stroma_H_original_firstorder_Kurtosis_mean,stroma,H,firstorder,Kurtosis,mean,0.002672,0.000894,0.002616,0.002727,0.334,74,91.0,23.0,268.0,1.5,20.0,0.0968,0.014591,higher feature -> higher survival_target
tumor_H_original_firstorder_Variance_mean,tumor,H,firstorder,Variance,mean,0.002647,0.001054,0.002582,0.002713,0.398,75,99.0,20.0,294.1,2.7,17.8,-0.1468,0.000204,higher feature -> lower survival_target
stroma_H_original_firstorder_MeanAbsoluteDeviation_mean,stroma,H,firstorder,MeanAbsoluteDeviation,mean,0.002612,0.000965,0.002552,0.002672,0.369,76,100.0,21.0,295.0,2.5,18.1,-0.1516,0.000124,higher feature -> lower survival_target
stroma_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,stroma,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.002583,0.000847,0.002531,0.002636,0.328,77,96.0,25.0,278.0,0.8,15.4,-0.1352,0.000629,higher feature -> lower survival_target
dcis_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,dcis,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.002565,0.000912,0.002509,0.002622,0.355,78,101.0,25.0,288.0,1.4,16.3,-0.112,0.004694,higher feature -> lower survival_target
tils_E_original_firstorder_Mean_mean,tils,E,firstorder,Mean,mean,0.002553,0.000854,0.002501,0.002606,0.335,79,98.0,26.0,311.0,1.3,14.1,0.0963,0.01515,higher feature -> higher survival_target
stroma_H_original_firstorder_InterquartileRange_mean,stroma,H,firstorder,InterquartileRange,mean,0.00254,0.000785,0.002491,0.002588,0.309,80,98.0,28.0,279.1,0.7,14.5,-0.133,0.000775,higher feature -> lower survival_target
dcis_H_original_firstorder_InterquartileRange_mean,dcis,H,firstorder,InterquartileRange,mean,0.002537,0.00084,0.002485,0.002589,0.331,81,104.0,26.0,269.1,1.5,14.1,-0.0994,0.01212,higher feature -> lower survival_target
stroma_E_original_firstorder_MeanAbsoluteDeviation_mean,stroma,E,firstorder,MeanAbsoluteDeviation,mean,0.002509,0.000977,0.002449,0.00257,0.389,82,109.0,23.0,317.1,1.8,16.8,0.0725,0.067761,higher feature -> higher survival_target
tils_E_original_firstorder_10Percentile_mean,tils,E,firstorder,10Percentile,mean,0.002499,0.0009,0.002443,0.002555,0.36,83,105.0,24.0,314.0,1.5,13.9,0.0704,0.075937,higher feature -> higher survival_target
dcis_E_original_firstorder_10Percentile_std,dcis,E,firstorder,10Percentile,std,0.002498,0.000864,0.002445,0.002552,0.346,84,104.0,24.0,300.0,1.4,13.3,0.0632,0.111036,higher feature -> higher survival_target
stroma_E_original_firstorder_Mean_std,stroma,E,firstorder,Mean,std,0.002492,0.001228,0.002416,0.002569,0.493,85,120.5,19.0,398.0,3.3,18.8,-0.1835,3e-06,higher feature -> lower survival_target
dcis_E_original_firstorder_Variance_std,dcis,E,firstorder,Variance,std,0.002484,0.001001,0.002422,0.002546,0.403,86,110.0,22.0,350.0,2.1,15.1,-0.1769,7e-06,higher feature -> lower survival_target
stroma_H_original_firstorder_90Percentile_mean,stroma,H,firstorder,90Percentile,mean,0.002459,0.000816,0.002409,0.00251,0.332,87,107.0,29.0,307.0,0.5,12.7,-0.1475,0.000189,higher feature -> lower survival_target
stroma_H_original_firstorder_RootMeanSquared_mean,stroma,H,firstorder,RootMeanSquared,mean,0.002459,0.00076,0.002412,0.002506,0.309,88,108.0,31.0,294.0,0.2,11.3,-0.153,0.000107,higher feature -> lower survival_target
tumor_H_original_firstorder_MeanAbsoluteDeviation_mean,tumor,H,firstorder,MeanAbsoluteDeviation,mean,0.00244,0.000952,0.002381,0.002499,0.39,89,115.0,23.0,319.2,2.2,12.6,-0.1214,0.002158,higher feature -> lower survival_target
dcis_H_original_firstorder_Variance_std,dcis,H,firstorder,Variance,std,0.002437,0.001038,0.002373,0.002502,0.426,90,122.0,23.0,356.0,1.7,14.2,-0.0631,0.111817,higher feature -> lower survival_target
stroma_H_original_firstorder_Energy_mean,stroma,H,firstorder,Energy,mean,0.002434,0.000759,0.002387,0.002482,0.312,91,109.5,34.0,299.0,0.3,11.0,-0.1608,4.6e-05,higher feature -> lower survival_target
stroma_E_original_firstorder_RobustMeanAbsoluteDeviation_mean,stroma,E,firstorder,RobustMeanAbsoluteDeviation,mean,0.002432,0.000969,0.002372,0.002492,0.398,92,116.0,22.0,334.0,1.9,15.0,0.0682,0.08576,higher feature -> higher survival_target
stroma_H_original_firstorder_TotalEnergy_mean,stroma,H,firstorder,TotalEnergy,mean,0.00243,0.000759,0.002383,0.002477,0.313,93,108.0,33.0,300.2,0.2,10.6,-0.1608,4.6e-05,higher feature -> lower survival_target
stroma_E_original_firstorder_InterquartileRange_mean,stroma,E,firstorder,InterquartileRange,mean,0.002403,0.000936,0.002345,0.002461,0.39,94,120.5,26.0,337.0,1.7,13.7,0.0644,0.104857,higher feature -> higher survival_target
tils_E_original_firstorder_RobustMeanAbsoluteDeviation_std,tils,E,firstorder,RobustMeanAbsoluteDeviation,std,0.002393,0.000888,0.002338,0.002448,0.371,95,121.5,25.0,316.0,1.6,11.9,-0.1516,0.000124,higher feature -> lower survival_target
stroma_H_original_firstorder_Mean_mean,stroma,H,firstorder,Mean,mean,0.002391,0.000786,0.002343,0.00244,0.328,96,115.0,32.0,308.0,0.8,9.3,-0.131,0.00093,higher feature -> lower survival_target
stroma_H_original_firstorder_Variance_mean,stroma,H,firstorder,Variance,mean,0.002387,0.000944,0.002329,0.002446,0.395,97,121.0,26.0,360.0,1.8,12.5,-0.1719,1.3e-05,higher feature -> lower survival_target
tdlu_H_original_firstorder_Mean_std,tdlu,H,firstorder,Mean,std,0.002375,0.00119,0.002301,0.002448,0.501,98,140.5,16.0,384.0,3.9,15.4,-0.1915,1e-06,higher feature -> lower survival_target
tdlu_H_original_firstorder_RootMeanSquared_std,tdlu,H,firstorder,RootMeanSquared,std,0.002365,0.001119,0.002296,0.002434,0.473,99,137.5,20.0,399.1,2.7,15.1,-0.2031,0.0,higher feature -> lower survival_target
tumor_E_original_firstorder_10Percentile_mean,tumor,E,firstorder,10Percentile,mean,0.002356,0.000743,0.00231,0.002402,0.315,100,117.0,34.0,311.1,0.4,9.9,0.0309,0.436533,higher feature -> higher survival_target
tils_E_original_firstorder_Variance_std,tils,E,firstorder,Variance,std,0.00235,0.000957,0.002291,0.00241,0.407,101,128.0,23.0,367.1,2.0,11.3,-0.1205,0.002325,higher feature -> lower survival_target
adipose_E_original_firstorder_Variance_mean,adipose,E,firstorder,Variance,mean,0.002349,0.000874,0.002295,0.002404,0.372,102,124.5,26.0,330.2,1.3,12.3,-0.1822,4e-06,higher feature -> lower survival_target
tils_E_original_firstorder_InterquartileRange_std,tils,E,firstorder,InterquartileRange,std,0.002343,0.000923,0.002286,0.0024,0.394,103,127.5,26.0,334.0,1.7,10.9,-0.1468,0.000204,higher feature -> lower survival_target
stroma_E_original_firstorder_Variance_mean,stroma,E,firstorder,Variance,mean,0.002341,0.000816,0.00229,0.002391,0.349,104,124.0,30.0,322.0,0.8,10.4,0.0642,0.105544,higher feature -> higher survival_target
muscle_E_original_firstorder_90Percentile_std,muscle,E,firstorder,90Percentile,std,0.002335,0.000961,0.002275,0.002394,0.411,105,137.0,25.0,347.1,1.6,12.3,-0.1789,6e-06,higher feature -> lower survival_target
vessels_H_original_firstorder_RobustMeanAbsoluteDeviation_std,vessels,H,firstorder,RobustMeanAbsoluteDeviation,std,0.002325,0.00118,0.002252,0.002399,0.508,106,141.5,21.0,424.0,2.5,14.5,-0.1982,0.0,higher feature -> lower survival_target
adipose_E_original_firstorder_Skewness_mean,adipose,E,firstorder,Skewness,mean,0.00232,0.000747,0.002274,0.002367,0.322,107,118.0,33.0,345.0,0.3,9.7,-0.0472,0.23422,higher feature -> lower survival_target
dcis_E_original_firstorder_InterquartileRange_std,dcis,E,firstorder,InterquartileRange,std,0.002314,0.000868,0.00226,0.002368,0.375,108,129.0,30.0,356.0,0.9,11.2,-0.1627,3.7e-05,higher feature -> lower survival_target
vessels_E_original_firstorder_90Percentile_std,vessels,E,firstorder,90Percentile,std,0.002313,0.000909,0.002257,0.00237,0.393,109,131.5,30.0,336.0,0.9,9.4,-0.177,7e-06,higher feature -> lower survival_target
tumor_H_original_firstorder_10Percentile_std,tumor,H,firstorder,10Percentile,std,0.002291,0.000759,0.002244,0.002338,0.331,110,128.0,33.0,327.1,0.6,8.9,-0.0177,0.656317,higher feature -> lower survival_target
vessels_H_original_firstorder_InterquartileRange_std,vessels,H,firstorder,InterquartileRange,std,0.002283,0.001119,0.002214,0.002353,0.49,111,145.0,22.0,422.0,2.2,14.0,-0.1952,1e-06,higher feature -> lower survival_target
vessels_H_original_firstorder_Variance_std,vessels,H,firstorder,Variance,std,0.002276,0.001032,0.002212,0.00234,0.453,112,141.0,26.0,412.0,1.1,13.1,-0.196,1e-06,higher feature -> lower survival_target
adipose_E_original_firstorder_10Percentile_mean,adipose,E,firstorder,10Percentile,mean,0.00227,0.000667,0.002228,0.002311,0.294,113,119.0,39.0,325.0,0.3,6.6,-0.0036,0.926852,higher feature -> lower survival_target
tils_E_original_firstorder_RootMeanSquared_mean,tils,E,firstorder,RootMeanSquared,mean,0.002259,0.00076,0.002212,0.002306,0.337,114,129.0,32.0,353.0,0.7,7.7,0.0809,0.041352,higher feature -> higher survival_target
tdlu_H_original_firstorder_TotalEnergy_std,tdlu,H,firstorder,TotalEnergy,std,0.002257,0.001157,0.002185,0.002328,0.513,115,151.0,21.0,404.0,2.4,11.3,-0.1336,0.000733,higher feature -> lower survival_target
tdlu_H_original_firstorder_Energy_std,tdlu,H,firstorder,Energy,std,0.002256,0.001147,0.002185,0.002327,0.508,116,150.5,21.0,402.0,2.4,11.3,-0.1336,0.000733,higher feature -> lower survival_target
tumor_H_original_firstorder_RobustMeanAbsoluteDeviation_std,tumor,H,firstorder,RobustMeanAbsoluteDeviation,std,0.00225,0.001,0.002188,0.002312,0.445,117,145.5,25.0,398.0,1.4,12.5,-0.1311,0.000922,higher feature -> lower survival_target
stroma_H_original_firstorder_Entropy_mean,stroma,H,firstorder,Entropy,mean,0.002243,0.000656,0.002203,0.002284,0.293,118,124.0,42.0,322.0,0.3,4.3,-0.1266,0.001376,higher feature -> lower survival_target
tumor_H_original_firstorder_Variance_std,tumor,H,firstorder,Variance,std,0.00224,0.000914,0.002184,0.002297,0.408,119,142.5,28.0,363.1,1.4,9.8,-0.1423,0.000318,higher feature -> lower survival_target
dcis_H_original_firstorder_90Percentile_mean,dcis,H,firstorder,90Percentile,mean,0.002238,0.000909,0.002182,0.002295,0.406,120,140.5,29.0,383.0,0.5,9.9,-0.1408,0.000367,higher feature -> lower survival_target
muscle_E_original_firstorder_10Percentile_std,muscle,E,firstorder,10Percentile,std,0.002234,0.00087,0.002181,0.002288,0.389,121,141.0,29.0,368.0,1.0,9.5,-0.172,1.3e-05,higher feature -> lower survival_target
stroma_H_original_firstorder_Skewness_mean,stroma,H,firstorder,Skewness,mean,0.002217,0.000599,0.00218,0.002254,0.27,122,129.5,44.0,306.0,0.1,5.1,0.0953,0.016215,higher feature -> higher survival_target
adipose_H_original_firstorder_Skewness_std,adipose,H,firstorder,Skewness,std,0.002209,0.00076,0.002162,0.002256,0.344,123,139.0,35.0,350.0,0.5,8.2,-0.1643,3.1e-05,higher feature -> lower survival_target
tils_E_original_firstorder_Uniformity_mean,tils,E,firstorder,Uniformity,mean,0.002187,0.000708,0.002143,0.002231,0.324,124,136.0,38.0,376.0,0.0,7.7,-0.1145,0.003825,higher feature -> lower survival_target
vessels_E_original_firstorder_InterquartileRange_std,vessels,E,firstorder,InterquartileRange,std,0.002187,0.000712,0.002142,0.002231,0.326,125,141.0,36.0,331.0,0.6,6.8,-0.1775,7e-06,higher feature -> lower survival_target
tumor_H_original_firstorder_Median_std,tumor,H,firstorder,Median,std,0.002182,0.000673,0.00214,0.002224,0.308,126,136.0,38.0,330.0,0.2,6.0,-0.0265,0.504874,higher feature -> lower survival_target
tumor_H_original_firstorder_10Percentile_mean,tumor,H,firstorder,10Percentile,mean,0.002179,0.000866,0.002126,0.002233,0.397,127,152.0,30.0,388.0,0.8,9.8,-0.0196,0.622575,higher feature -> lower survival_target
stroma_H_original_firstorder_Uniformity_mean,stroma,H,firstorder,Uniformity,mean,0.002172,0.000583,0.002136,0.002208,0.268,128,128.0,47.0,325.0,0.0,4.5,0.1105,0.005256,higher feature -> higher survival_target
stroma_E_original_firstorder_90Percentile_std,stroma,E,firstorder,90Percentile,std,0.002161,0.000783,0.002113,0.00221,0.362,129,149.5,34.0,381.1,0.0,8.5,-0.1694,1.7e-05,higher feature -> lower survival_target
tils_E_original_firstorder_MeanAbsoluteDeviation_std,tils,E,firstorder,MeanAbsoluteDeviation,std,0.002161,0.000817,0.00211,0.002212,0.378,130,150.0,31.0,362.0,0.9,7.5,-0.1471,0.000197,higher feature -> lower survival_target
vessels_E_original_firstorder_RootMeanSquared_std,vessels,E,firstorder,RootMeanSquared,std,0.00216,0.000644,0.00212,0.002199,0.298,131,141.0,37.0,319.0,0.1,5.9,-0.1578,6.4e-05,higher feature -> lower survival_target
stroma_H_original_firstorder_Median_mean,stroma,H,firstorder,Median,mean,0.002156,0.000603,0.002118,0.002193,0.28,132,136.0,46.0,334.1,0.1,3.7,-0.1082,0.006317,higher feature -> lower survival_target
tumor_H_original_firstorder_InterquartileRange_std,tumor,H,firstorder,InterquartileRange,std,0.002145,0.001085,0.002077,0.002212,0.506,133,175.0,23.0,426.0,2.1,11.4,-0.1414,0.000347,higher feature -> lower survival_target
adipose_H_original_firstorder_InterquartileRange_mean,adipose,H,firstorder,InterquartileRange,mean,0.002139,0.000575,0.002103,0.002174,0.269,134,135.0,47.0,336.1,0.1,3.6,0.123,0.00188,higher feature -> higher survival_target
tils_E_original_firstorder_TotalEnergy_mean,tils,E,firstorder,TotalEnergy,mean,0.002131,0.000617,0.002092,0.002169,0.289,135,140.0,44.0,349.0,0.0,4.3,0.0694,0.080268,higher feature -> higher survival_target
tils_E_original_firstorder_Energy_mean,tils,E,firstorder,Energy,mean,0.002127,0.000618,0.002089,0.002166,0.291,136,142.0,44.0,364.0,0.0,4.6,0.0694,0.080268,higher feature -> higher survival_target
dcis_E_original_firstorder_Skewness_mean,dcis,E,firstorder,Skewness,mean,0.002102,0.00084,0.00205,0.002154,0.4,137,157.0,32.0,392.1,0.9,7.2,-0.0502,0.20624,higher feature -> lower survival_target
tils_H_original_firstorder_Skewness_std,tils,H,firstorder,Skewness,std,0.0021,0.00069,0.002057,0.002143,0.329,138,152.0,37.0,352.0,0.3,5.5,-0.1179,0.002908,higher feature -> lower survival_target
tumor_H_original_firstorder_Mean_std,tumor,H,firstorder,Mean,std,0.00209,0.000944,0.002031,0.002148,0.452,139,170.0,26.0,398.1,1.3,7.8,-0.0623,0.11636,higher feature -> lower survival_target
dcis_H_original_firstorder_MeanAbsoluteDeviation_std,dcis,H,firstorder,MeanAbsoluteDeviation,std,0.002083,0.000823,0.002032,0.002134,0.395,140,165.0,33.0,384.2,1.0,6.1,-0.0761,0.055136,higher feature -> lower survival_target
muscle_H_original_firstorder_Skewness_mean,muscle,H,firstorder,Skewness,mean,0.002079,0.000561,0.002044,0.002113,0.27,141,149.0,50.0,333.1,0.1,3.0,-0.1131,0.004304,higher feature -> lower survival_target
vessels_H_original_firstorder_10Percentile_std,vessels,H,firstorder,10Percentile,std,0.00206,0.000662,0.002019,0.002101,0.321,142,155.0,39.0,368.0,0.3,4.6,-0.0151,0.703281,higher feature -> lower survival_target
tils_H_original_firstorder_Median_std,tils,H,firstorder,Median,std,0.002051,0.000716,0.002007,0.002095,0.349,143,163.5,37.0,369.0,0.3,5.3,-0.165,2.9e-05,higher feature -> lower survival_target
tdlu_E_original_firstorder_TotalEnergy_std,tdlu,E,firstorder,TotalEnergy,std,0.002049,0.000697,0.002006,0.002092,0.34,144,162.0,39.0,373.1,0.2,5.6,-0.1597,5.2e-05,higher feature -> lower survival_target
tdlu_E_original_firstorder_Energy_std,tdlu,E,firstorder,Energy,std,0.002044,0.000698,0.002,0.002087,0.342,145,162.5,41.0,371.0,0.1,5.4,-0.1597,5.2e-05,higher feature -> lower survival_target
tils_E_original_firstorder_Entropy_std,tils,E,firstorder,Entropy,std,0.002037,0.000675,0.001996,0.002079,0.331,146,165.0,39.0,359.0,0.2,4.3,-0.1134,0.004182,higher feature -> lower survival_target
muscle_E_original_firstorder_Skewness_std,muscle,E,firstorder,Skewness,std,0.002037,0.000787,0.001988,0.002086,0.386,147,171.0,31.0,382.0,0.8,5.8,-0.0263,0.508624,higher feature -> lower survival_target
tumor_H_original_firstorder_RootMeanSquared_std,tumor,H,firstorder,RootMeanSquared,std,0.002012,0.000879,0.001958,0.002067,0.437,148,183.0,32.0,391.0,1.3,6.8,-0.0799,0.043933,higher feature -> lower survival_target
dcis_E_original_firstorder_TotalEnergy_mean,dcis,E,firstorder,TotalEnergy,mean,0.00201,0.00069,0.001967,0.002053,0.343,149,166.0,40.0,414.0,0.5,4.3,0.0537,0.17583,higher feature -> higher survival_target
dcis_E_original_firstorder_Energy_mean,dcis,E,firstorder,Energy,mean,0.002009,0.000683,0.001967,0.002051,0.34,150,164.5,41.0,407.0,0.1,4.6,0.0537,0.17583,higher feature -> higher survival_target
muscle_H_original_firstorder_10Percentile_mean,muscle,H,firstorder,10Percentile,mean,0.002004,0.000495,0.001973,0.002035,0.247,151,156.0,56.0,332.0,0.1,1.7,0.0435,0.273265,higher feature -> higher survival_target
adipose_E_original_firstorder_Entropy_mean,adipose,E,firstorder,Entropy,mean,0.002001,0.000578,0.001965,0.002036,0.289,152,155.0,50.0,388.0,0.0,2.7,-0.0109,0.784506,higher feature -> lower survival_target
adipose_H_original_firstorder_Uniformity_mean,adipose,H,firstorder,Uniformity,mean,0.001997,0.000608,0.00196,0.002035,0.305,153,161.5,46.0,381.1,0.2,3.1,-0.1409,0.000366,higher feature -> lower survival_target
tils_H_original_firstorder_10Percentile_std,tils,H,firstorder,10Percentile,std,0.001979,0.00064,0.00194,0.002019,0.323,154,169.0,42.0,372.0,0.2,4.2,-0.0675,0.089133,higher feature -> lower survival_target
tumor_H_original_firstorder_Entropy_std,tumor,H,firstorder,Entropy,std,0.001979,0.000727,0.001934,0.002024,0.367,155,181.0,37.0,384.0,0.3,5.8,-0.1459,0.000224,higher feature -> lower survival_target
tdlu_H_original_firstorder_Kurtosis_mean,tdlu,H,firstorder,Kurtosis,mean,0.001977,0.000504,0.001946,0.002008,0.255,156,157.0,56.0,339.0,0.1,1.6,-0.0504,0.204455,higher feature -> lower survival_target
tdlu_E_original_firstorder_MeanAbsoluteDeviation_std,tdlu,E,firstorder,MeanAbsoluteDeviation,std,0.001976,0.000576,0.00194,0.002011,0.291,157,169.0,50.0,367.0,0.1,2.9,-0.1381,0.000477,higher feature -> lower survival_target
dcis_H_original_firstorder_90Percentile_std,dcis,H,firstorder,90Percentile,std,0.001969,0.000792,0.00192,0.002018,0.403,158,183.0,37.0,419.0,0.6,4.7,-0.0973,0.014116,higher feature -> lower survival_target
tumor_H_original_firstorder_MeanAbsoluteDeviation_std,tumor,H,firstorder,MeanAbsoluteDeviation,std,0.001962,0.000809,0.001912,0.002012,0.413,159,191.0,37.0,425.0,0.5,6.3,-0.1551,8.6e-05,higher feature -> lower survival_target
dcis_E_original_firstorder_Entropy_std,dcis,E,firstorder,Entropy,std,0.001956,0.000949,0.001898,0.002015,0.485,160,196.0,30.0,415.0,2.0,6.5,-0.1168,0.003174,higher feature -> lower survival_target
vessels_E_original_firstorder_Variance_std,vessels,E,firstorder,Variance,std,0.001956,0.000693,0.001913,0.001999,0.354,161,186.0,40.0,372.1,0.3,4.0,-0.1639,3.3e-05,higher feature -> lower survival_target
muscle_H_original_firstorder_10Percentile_std,muscle,H,firstorder,10Percentile,std,0.001955,0.000604,0.001917,0.001992,0.309,162,171.0,44.0,348.1,0.1,3.2,-0.0049,0.901618,higher feature -> lower survival_target
dcis_E_original_firstorder_RootMeanSquared_mean,dcis,E,firstorder,RootMeanSquared,mean,0.00195,0.000733,0.001905,0.001996,0.376,163,184.0,39.0,436.0,0.4,4.7,0.0702,0.076773,higher feature -> higher survival_target
adipose_H_original_firstorder_Mean_mean,adipose,H,firstorder,Mean,mean,0.001947,0.000503,0.001916,0.001978,0.258,164,164.0,56.0,374.0,0.0,1.3,0.1071,0.006843,higher feature -> higher survival_target
adipose_H_original_firstorder_10Percentile_mean,adipose,H,firstorder,10Percentile,mean,0.00194,0.000568,0.001905,0.001975,0.293,165,173.0,50.0,365.0,0.1,2.6,0.0153,0.700818,higher feature -> higher survival_target
tils_H_original_firstorder_MeanAbsoluteDeviation_mean,tils,H,firstorder,MeanAbsoluteDeviation,mean,0.001936,0.000716,0.001891,0.00198,0.37,166,182.5,41.0,405.0,0.6,4.0,-0.1114,0.004918,higher feature -> lower survival_target
adipose_E_original_firstorder_RobustMeanAbsoluteDeviation_mean,adipose,E,firstorder,RobustMeanAbsoluteDeviation,mean,0.001915,0.000605,0.001877,0.001952,0.316,167,179.0,46.0,381.1,0.2,3.0,-0.1538,9.8e-05,higher feature -> lower survival_target
dcis_H_original_firstorder_Entropy_mean,dcis,H,firstorder,Entropy,mean,0.001912,0.000639,0.001873,0.001952,0.334,168,189.0,45.0,398.0,0.1,3.4,-0.0607,0.126346,higher feature -> lower survival_target
tils_H_original_firstorder_Skewness_mean,tils,H,firstorder,Skewness,mean,0.001907,0.000558,0.001872,0.001942,0.293,169,180.0,53.0,380.0,0.1,2.0,-0.0398,0.316401,higher feature -> lower survival_target
tils_E_original_firstorder_Skewness_mean,tils,E,firstorder,Skewness,mean,0.001905,0.000636,0.001866,0.001945,0.334,170,181.0,47.0,419.0,0.1,3.6,-0.076,0.055465,higher feature -> lower survival_target
tils_H_original_firstorder_Kurtosis_mean,tils,H,firstorder,Kurtosis,mean,0.001901,0.000552,0.001866,0.001935,0.291,171,180.0,56.0,376.1,0.0,1.8,-0.0313,0.430148,higher feature -> lower survival_target
dcis_E_original_firstorder_90Percentile_std,dcis,E,firstorder,90Percentile,std,0.001894,0.000724,0.001849,0.001939,0.382,172,197.5,43.0,418.0,0.4,4.0,-0.1633,3.5e-05,higher feature -> lower survival_target
vessels_E_original_firstorder_Uniformity_mean,vessels,E,firstorder,Uniformity,mean,0.001893,0.00064,0.001853,0.001933,0.338,173,188.0,47.0,410.0,0.1,3.0,-0.0678,0.087782,higher feature -> lower survival_target
muscle_H_original_firstorder_InterquartileRange_std,muscle,H,firstorder,InterquartileRange,std,0.001883,0.000735,0.001838,0.001929,0.39,174,200.0,42.0,403.1,0.7,4.0,-0.1234,0.001823,higher feature -> lower survival_target
dcis_E_original_firstorder_Uniformity_mean,dcis,E,firstorder,Uniformity,mean,0.001883,0.000749,0.001836,0.001929,0.398,175,195.5,40.0,449.0,0.1,4.3,-0.1118,0.004765,higher feature -> lower survival_target
tumor_E_original_firstorder_Median_mean,tumor,E,firstorder,Median,mean,0.001882,0.000534,0.001849,0.001915,0.284,176,180.0,55.0,395.0,0.0,1.5,0.0414,0.296652,higher feature -> higher survival_target
stroma_H_original_firstorder_10Percentile_std,stroma,H,firstorder,10Percentile,std,0.001878,0.000635,0.001838,0.001917,0.338,177,193.0,45.0,403.1,0.0,3.6,-0.1382,0.000475,higher feature -> lower survival_target
tdlu_H_original_firstorder_10Percentile_std,tdlu,H,firstorder,10Percentile,std,0.001875,0.00056,0.00184,0.00191,0.299,178,188.0,55.0,388.0,0.1,2.2,-0.0534,0.17848,higher feature -> lower survival_target
dcis_H_original_firstorder_Uniformity_mean,dcis,H,firstorder,Uniformity,mean,0.001874,0.000628,0.001835,0.001913,0.335,179,195.0,46.0,396.0,0.2,3.4,-0.0165,0.677504,higher feature -> lower survival_target
tils_E_original_firstorder_Median_std,tils,E,firstorder,Median,std,0.001847,0.000532,0.001814,0.00188,0.288,180,191.0,57.0,388.0,0.0,1.2,-0.037,0.351131,higher feature -> lower survival_target
vessels_H_original_firstorder_10Percentile_mean,vessels,H,firstorder,10Percentile,mean,0.001847,0.000666,0.001806,0.001888,0.361,181,201.5,48.0,409.0,0.3,3.3,-0.0022,0.954861,higher feature -> lower survival_target
muscle_E_original_firstorder_Entropy_std,muscle,E,firstorder,Entropy,std,0.001846,0.000598,0.001809,0.001883,0.324,182,199.0,52.0,400.1,0.1,2.5,-0.1162,0.003352,higher feature -> lower survival_target
adipose_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,adipose,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.001845,0.000469,0.001816,0.001874,0.254,183,177.0,66.0,390.1,0.0,0.8,0.1116,0.004839,higher feature -> higher survival_target
tumor_H_original_firstorder_TotalEnergy_std,tumor,H,firstorder,TotalEnergy,std,0.001844,0.000562,0.001809,0.001879,0.305,184,193.5,56.0,387.0,0.2,1.4,-0.0412,0.300025,higher feature -> lower survival_target
tumor_H_original_firstorder_Energy_std,tumor,H,firstorder,Energy,std,0.001843,0.000554,0.001809,0.001878,0.301,185,194.0,57.0,385.0,0.1,1.9,-0.0412,0.300025,higher feature -> lower survival_target
adipose_H_original_firstorder_Mean_std,adipose,H,firstorder,Mean,std,0.001841,0.000482,0.001811,0.00187,0.262,186,189.0,61.0,377.0,0.0,0.9,-0.0559,0.158925,higher feature -> lower survival_target
adipose_H_original_firstorder_Entropy_mean,adipose,H,firstorder,Entropy,mean,0.001831,0.000478,0.001801,0.001861,0.261,187,187.0,71.0,392.0,0.0,0.6,0.1317,0.000868,higher feature -> higher survival_target
tdlu_E_original_firstorder_Entropy_std,tdlu,E,firstorder,Entropy,std,0.001814,0.000603,0.001776,0.001851,0.333,188,209.0,46.0,403.0,0.0,3.2,-0.133,0.000774,higher feature -> lower survival_target
dcis_E_original_firstorder_Entropy_mean,dcis,E,firstorder,Entropy,mean,0.001813,0.000686,0.00177,0.001855,0.378,189,204.5,44.0,450.0,0.0,3.9,0.0892,0.024443,higher feature -> higher survival_target
dcis_H_original_firstorder_RootMeanSquared_mean,dcis,H,firstorder,RootMeanSquared,mean,0.001807,0.000652,0.001767,0.001848,0.361,190,218.0,47.0,431.0,0.1,3.3,-0.1201,0.002406,higher feature -> lower survival_target
adipose_E_original_firstorder_MeanAbsoluteDeviation_mean,adipose,E,firstorder,MeanAbsoluteDeviation,mean,0.001798,0.000616,0.00176,0.001837,0.342,191,207.5,43.0,405.0,0.1,3.1,-0.1558,7.9e-05,higher feature -> lower survival_target
tils_E_original_firstorder_Energy_std,tils,E,firstorder,Energy,std,0.001794,0.000529,0.001762,0.001827,0.295,192,197.0,64.0,416.0,0.1,1.5,-0.0248,0.532135,higher feature -> lower survival_target
vessels_E_original_firstorder_Mean_std,vessels,E,firstorder,Mean,std,0.00179,0.000451,0.001763,0.001818,0.252,193,199.0,69.0,369.0,0.0,1.0,-0.1252,0.001551,higher feature -> lower survival_target
tils_E_original_firstorder_TotalEnergy_std,tils,E,firstorder,TotalEnergy,std,0.001789,0.000528,0.001756,0.001822,0.295,194,199.0,62.0,422.0,0.0,1.6,-0.0248,0.532135,higher feature -> lower survival_target
adipose_E_original_firstorder_InterquartileRange_mean,adipose,E,firstorder,InterquartileRange,mean,0.001787,0.000494,0.001756,0.001817,0.276,195,202.0,65.0,397.0,0.0,1.2,-0.139,0.000438,higher feature -> lower survival_target
tumor_H_original_firstorder_Skewness_std,tumor,H,firstorder,Skewness,std,0.001784,0.000497,0.001753,0.001815,0.279,196,207.0,60.0,391.1,0.0,1.1,-0.097,0.014374,higher feature -> lower survival_target
