feature,region,channel,feature_class,metric,stat,mean_importance,std_importance,ci_lo,ci_hi,cv,rank,median_rank,rank_q025,rank_q975,top20_pct,top50_pct,spearman_rho,spearman_p_value,direction
immune_H_original_firstorder_Kurtosis_mean,immune,H,firstorder,Kurtosis,mean,0.003656,0.002252,0.003516,0.003795,0.616,34,69.0,11.0,341.0,11.3,39.2,-0.317,1e-06,higher feature -> lower survival_target
muscularis_E_original_firstorder_Median_std,muscularis,E,firstorder,Median,std,0.003643,0.002053,0.003515,0.00377,0.564,35,62.0,11.0,280.1,9.1,40.0,-0.2193,0.000878,higher feature -> lower survival_target
muscularis_H_original_firstorder_10Percentile_std,muscularis,H,firstorder,10Percentile,std,0.003617,0.002211,0.00348,0.003754,0.611,36,67.0,9.0,301.0,10.4,38.9,0.2822,1.6e-05,higher feature -> higher survival_target
vessels_H_original_firstorder_Kurtosis_mean,vessels,H,firstorder,Kurtosis,mean,0.003559,0.002131,0.003427,0.003691,0.599,37,66.5,13.0,383.0,9.4,40.2,-0.2997,4e-06,higher feature -> lower survival_target
adipose_H_original_firstorder_Median_std,adipose,H,firstorder,Median,std,0.003549,0.0021,0.003419,0.003679,0.592,38,68.5,12.0,363.0,11.6,38.4,0.3114,2e-06,higher feature -> higher survival_target
adipose_H_original_firstorder_10Percentile_mean,adipose,H,firstorder,10Percentile,mean,0.003483,0.002088,0.003353,0.003612,0.6,39,70.0,13.0,352.1,9.5,37.6,0.3169,1e-06,higher feature -> higher survival_target
immune_H_original_firstorder_Skewness_mean,immune,H,firstorder,Skewness,mean,0.003429,0.002086,0.0033,0.003558,0.608,40,78.0,11.0,331.0,10.1,36.1,-0.3056,3e-06,higher feature -> lower survival_target
muscularis_H_original_firstorder_Entropy_mean,muscularis,H,firstorder,Entropy,mean,0.003427,0.001899,0.003309,0.003544,0.554,41,70.0,14.0,346.1,7.1,36.3,0.3226,1e-06,higher feature -> higher survival_target
muscularis_H_original_firstorder_Mean_mean,muscularis,H,firstorder,Mean,mean,0.00337,0.002093,0.003241,0.0035,0.621,42,76.0,11.0,401.0,7.7,36.6,0.3144,1e-06,higher feature -> higher survival_target
vessels_H_original_firstorder_Skewness_std,vessels,H,firstorder,Skewness,std,0.003338,0.002133,0.003206,0.00347,0.639,43,86.0,11.0,363.0,9.4,32.5,-0.2471,0.000169,higher feature -> lower survival_target
necrosis_E_original_firstorder_RobustMeanAbsoluteDeviation_std,necrosis,E,firstorder,RobustMeanAbsoluteDeviation,std,0.003303,0.001366,0.003219,0.003388,0.413,44,69.0,16.0,239.1,4.9,33.9,-0.0979,0.141575,higher feature -> lower survival_target
lamina_H_original_firstorder_10Percentile_std,lamina,H,firstorder,10Percentile,std,0.003289,0.002359,0.003143,0.003436,0.717,45,96.0,9.0,352.0,10.5,29.3,0.2166,0.001023,higher feature -> higher survival_target
muscularis_H_original_firstorder_Kurtosis_std,muscularis,H,firstorder,Kurtosis,std,0.003253,0.002106,0.003122,0.003384,0.647,46,88.5,8.0,341.1,8.6,29.8,-0.1973,0.002827,higher feature -> lower survival_target
lamina_H_original_firstorder_Mean_mean,lamina,H,firstorder,Mean,mean,0.003238,0.001933,0.003118,0.003358,0.597,47,82.5,15.0,369.0,6.3,31.0,0.2984,5e-06,higher feature -> higher survival_target
muscularis_H_original_firstorder_Median_std,muscularis,H,firstorder,Median,std,0.003188,0.002118,0.003057,0.003319,0.664,48,95.0,11.0,371.0,7.5,30.3,0.2808,1.8e-05,higher feature -> higher survival_target
lamina_H_original_firstorder_Entropy_mean,lamina,H,firstorder,Entropy,mean,0.003185,0.001711,0.003079,0.003291,0.537,49,83.0,15.0,327.0,5.9,30.7,0.295,6e-06,higher feature -> higher survival_target
immune_H_original_firstorder_90Percentile_mean,immune,H,firstorder,90Percentile,mean,0.003175,0.001957,0.003053,0.003296,0.616,50,87.0,12.0,387.0,7.4,30.9,0.3002,4e-06,higher feature -> higher survival_target
necrosis_E_original_firstorder_MeanAbsoluteDeviation_std,necrosis,E,firstorder,MeanAbsoluteDeviation,std,0.003138,0.001241,0.003061,0.003215,0.395,51,72.5,22.0,262.1,1.9,30.8,-0.1156,0.082147,higher feature -> lower survival_target
urothelium_E_original_firstorder_Skewness_std,urothelium,E,firstorder,Skewness,std,0.003091,0.001499,0.002998,0.003184,0.485,52,82.0,18.0,285.0,4.3,29.1,-0.1591,0.016422,higher feature -> lower survival_target
adipose_H_original_firstorder_InterquartileRange_std,adipose,H,firstorder,InterquartileRange,std,0.003064,0.001955,0.002943,0.003185,0.638,53,94.5,12.0,381.0,7.3,28.9,0.2822,1.6e-05,higher feature -> higher survival_target
immune_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,immune,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.003033,0.001923,0.002913,0.003152,0.634,54,99.5,14.0,401.1,6.2,28.3,0.3056,3e-06,higher feature -> higher survival_target
immune_H_original_firstorder_InterquartileRange_mean,immune,H,firstorder,InterquartileRange,mean,0.003028,0.001982,0.002906,0.003151,0.654,55,102.0,13.0,405.0,7.3,27.3,0.3068,2e-06,higher feature -> higher survival_target
immune_H_original_firstorder_Skewness_std,immune,H,firstorder,Skewness,std,0.003008,0.001986,0.002885,0.003131,0.66,56,107.0,13.0,389.0,6.5,26.3,-0.2729,3.1e-05,higher feature -> lower survival_target
lamina_H_original_firstorder_Uniformity_mean,lamina,H,firstorder,Uniformity,mean,0.00299,0.00165,0.002888,0.003093,0.552,57,94.0,18.0,348.0,4.3,25.7,-0.3006,4e-06,higher feature -> lower survival_target
vessels_H_original_firstorder_Kurtosis_std,vessels,H,firstorder,Kurtosis,std,0.002989,0.001914,0.00287,0.003107,0.64,58,105.5,11.0,359.1,7.0,25.6,-0.1974,0.002822,higher feature -> lower survival_target
vessels_H_original_firstorder_Uniformity_mean,vessels,H,firstorder,Uniformity,mean,0.002983,0.001887,0.002866,0.0031,0.633,59,99.0,15.0,418.1,5.6,26.7,-0.307,2e-06,higher feature -> lower survival_target
immune_H_original_firstorder_Median_std,immune,H,firstorder,Median,std,0.00295,0.002106,0.002819,0.00308,0.714,60,107.0,10.0,381.0,6.8,24.4,0.2254,0.000624,higher feature -> higher survival_target
urothelium_E_original_firstorder_Kurtosis_mean,urothelium,E,firstorder,Kurtosis,mean,0.002934,0.001455,0.002844,0.003025,0.496,61,90.0,17.0,314.1,4.3,25.3,-0.1531,0.021022,higher feature -> lower survival_target
vessels_E_original_firstorder_Entropy_std,vessels,E,firstorder,Entropy,std,0.002918,0.001712,0.002812,0.003024,0.587,62,97.5,16.0,347.1,4.0,24.2,-0.1376,0.038279,higher feature -> lower survival_target
lamina_E_original_firstorder_MeanAbsoluteDeviation_std,lamina,E,firstorder,MeanAbsoluteDeviation,std,0.002895,0.00175,0.002787,0.003004,0.604,63,103.0,16.0,358.0,4.3,22.8,-0.2322,0.00042,higher feature -> lower survival_target
necrosis_E_original_firstorder_Entropy_std,necrosis,E,firstorder,Entropy,std,0.002856,0.001088,0.002789,0.002924,0.381,64,86.5,24.0,266.0,1.2,22.2,-0.0351,0.599148,higher feature -> lower survival_target
muscularis_H_original_firstorder_Skewness_std,muscularis,H,firstorder,Skewness,std,0.002831,0.001804,0.002719,0.002942,0.637,65,112.0,14.0,349.2,4.8,21.7,-0.2618,6.5e-05,higher feature -> lower survival_target
muscularis_H_original_firstorder_MeanAbsoluteDeviation_mean,muscularis,H,firstorder,MeanAbsoluteDeviation,mean,0.002828,0.001587,0.00273,0.002927,0.561,66,101.5,18.0,375.0,4.0,23.7,0.2826,1.5e-05,higher feature -> higher survival_target
necrosis_H_original_firstorder_90Percentile_std,necrosis,H,firstorder,90Percentile,std,0.002822,0.00144,0.002732,0.002911,0.51,67,99.0,17.0,309.0,3.6,21.7,-0.0563,0.398206,higher feature -> lower survival_target
vessels_E_original_firstorder_RobustMeanAbsoluteDeviation_std,vessels,E,firstorder,RobustMeanAbsoluteDeviation,std,0.002809,0.001668,0.002706,0.002913,0.594,68,105.0,16.0,371.0,3.7,21.8,-0.1806,0.006374,higher feature -> lower survival_target
immune_H_original_firstorder_RootMeanSquared_mean,immune,H,firstorder,RootMeanSquared,mean,0.002788,0.001781,0.002677,0.002898,0.639,69,121.0,16.0,417.0,4.4,24.1,0.2905,9e-06,higher feature -> higher survival_target
necrosis_E_original_firstorder_90Percentile_std,necrosis,E,firstorder,90Percentile,std,0.002725,0.000987,0.002664,0.002786,0.362,70,94.0,28.0,255.0,0.8,17.5,-0.0344,0.606153,higher feature -> lower survival_target
muscularis_H_original_firstorder_InterquartileRange_mean,muscularis,H,firstorder,InterquartileRange,mean,0.002721,0.001512,0.002627,0.002814,0.556,71,111.0,20.0,403.0,2.7,22.1,0.3132,1e-06,higher feature -> higher survival_target
immune_H_original_firstorder_Median_mean,immune,H,firstorder,Median,mean,0.002703,0.001699,0.002598,0.002808,0.629,72,118.5,19.0,409.0,3.3,19.9,0.3019,4e-06,higher feature -> higher survival_target
muscularis_H_original_firstorder_Kurtosis_mean,muscularis,H,firstorder,Kurtosis,mean,0.00269,0.001599,0.002591,0.002789,0.594,73,113.0,19.0,394.0,3.4,20.9,-0.2792,2e-05,higher feature -> lower survival_target
muscularis_H_original_firstorder_Mean_std,muscularis,H,firstorder,Mean,std,0.002684,0.001531,0.002589,0.002778,0.571,74,117.0,16.0,369.0,4.2,19.2,0.2223,0.000744,higher feature -> higher survival_target
vessels_H_original_firstorder_Skewness_mean,vessels,H,firstorder,Skewness,mean,0.002665,0.001682,0.00256,0.002769,0.631,75,123.5,18.0,441.0,3.7,21.9,-0.2997,4e-06,higher feature -> lower survival_target
vessels_H_original_firstorder_MeanAbsoluteDeviation_mean,vessels,H,firstorder,MeanAbsoluteDeviation,mean,0.002658,0.001757,0.002549,0.002767,0.661,76,129.0,14.0,419.0,4.8,20.6,0.2788,2e-05,higher feature -> higher survival_target
lamina_H_original_firstorder_InterquartileRange_mean,lamina,H,firstorder,InterquartileRange,mean,0.002656,0.001409,0.002569,0.002744,0.531,77,114.0,20.0,367.0,2.9,18.9,0.264,5.7e-05,higher feature -> higher survival_target
vessels_H_original_firstorder_InterquartileRange_mean,vessels,H,firstorder,InterquartileRange,mean,0.002639,0.001582,0.002541,0.002737,0.599,78,123.5,19.0,423.0,3.5,22.1,0.2976,5e-06,higher feature -> higher survival_target
lamina_E_original_firstorder_Variance_std,lamina,E,firstorder,Variance,std,0.002632,0.001375,0.002547,0.002717,0.523,79,113.0,21.0,367.0,2.1,17.7,-0.2164,0.00103,higher feature -> lower survival_target
lamina_E_original_firstorder_10Percentile_mean,lamina,E,firstorder,10Percentile,mean,0.002629,0.00139,0.002543,0.002715,0.529,80,110.5,20.0,370.0,2.8,18.3,0.1414,0.033172,higher feature -> higher survival_target
immune_H_original_firstorder_Kurtosis_std,immune,H,firstorder,Kurtosis,std,0.002628,0.001778,0.002518,0.002738,0.676,81,145.5,17.0,407.0,4.2,21.0,-0.2446,0.000198,higher feature -> lower survival_target
muscularis_H_original_firstorder_RootMeanSquared_mean,muscularis,H,firstorder,RootMeanSquared,mean,0.002605,0.001615,0.002505,0.002705,0.62,82,129.0,18.0,424.0,3.6,18.7,0.3029,3e-06,higher feature -> higher survival_target
tumor_H_original_firstorder_Kurtosis_std,tumor,H,firstorder,Kurtosis,std,0.002575,0.001493,0.002483,0.002668,0.58,83,127.0,18.0,368.0,3.3,18.8,-0.1696,0.010475,higher feature -> lower survival_target
urothelium_E_original_firstorder_Median_std,urothelium,E,firstorder,Median,std,0.002568,0.00139,0.002482,0.002654,0.542,84,120.0,19.0,363.0,3.1,17.5,-0.1841,0.005391,higher feature -> lower survival_target
adipose_H_original_firstorder_Mean_std,adipose,H,firstorder,Mean,std,0.002552,0.00152,0.002458,0.002646,0.595,85,139.0,18.0,393.0,3.0,20.2,0.2813,1.7e-05,higher feature -> higher survival_target
lamina_H_original_firstorder_Kurtosis_std,lamina,H,firstorder,Kurtosis,std,0.002543,0.001533,0.002448,0.002638,0.603,86,132.0,19.0,371.0,3.2,16.3,-0.2166,0.001023,higher feature -> lower survival_target
lamina_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,lamina,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.002538,0.001371,0.002453,0.002623,0.54,87,122.0,21.0,368.0,2.5,16.5,0.2515,0.000128,higher feature -> higher survival_target
vessels_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,vessels,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.002508,0.001659,0.002405,0.002611,0.661,88,144.0,19.0,416.1,3.5,17.5,0.2949,6e-06,higher feature -> higher survival_target
lamina_H_original_firstorder_InterquartileRange_std,lamina,H,firstorder,InterquartileRange,std,0.002505,0.001048,0.00244,0.00257,0.418,89,117.0,26.0,336.0,1.1,14.0,-0.0453,0.49745,higher feature -> lower survival_target
urothelium_E_original_firstorder_Entropy_std,urothelium,E,firstorder,Entropy,std,0.002492,0.001276,0.002413,0.002571,0.512,90,125.0,23.0,385.0,1.7,16.0,-0.1364,0.040007,higher feature -> lower survival_target
tumor_E_original_firstorder_RobustMeanAbsoluteDeviation_std,tumor,E,firstorder,RobustMeanAbsoluteDeviation,std,0.002482,0.001,0.00242,0.002544,0.403,91,115.0,29.0,320.2,0.9,12.5,-0.0468,0.482942,higher feature -> lower survival_target
necrosis_H_original_firstorder_MeanAbsoluteDeviation_std,necrosis,H,firstorder,MeanAbsoluteDeviation,std,0.00246,0.00117,0.002388,0.002533,0.475,92,126.5,22.0,343.0,2.4,14.7,-0.092,0.16698,higher feature -> lower survival_target
muscularis_H_original_firstorder_90Percentile_mean,muscularis,H,firstorder,90Percentile,mean,0.002432,0.00128,0.002353,0.002511,0.526,93,133.0,26.0,392.0,1.3,14.3,0.297,5e-06,higher feature -> higher survival_target
necrosis_E_original_firstorder_Median_mean,necrosis,E,firstorder,Median,mean,0.002422,0.001272,0.002343,0.002501,0.525,94,132.5,20.0,378.0,2.6,14.2,0.1539,0.020365,higher feature -> higher survival_target
lamina_H_original_firstorder_RobustMeanAbsoluteDeviation_std,lamina,H,firstorder,RobustMeanAbsoluteDeviation,std,0.002421,0.000978,0.00236,0.002481,0.404,95,121.0,30.0,337.0,0.8,11.6,-0.0451,0.49911,higher feature -> lower survival_target
tumor_H_original_firstorder_RobustMeanAbsoluteDeviation_std,tumor,H,firstorder,RobustMeanAbsoluteDeviation,std,0.002408,0.001018,0.002345,0.002471,0.423,96,126.5,29.0,350.1,0.5,13.7,-0.046,0.490272,higher feature -> lower survival_target
tumor_E_original_firstorder_InterquartileRange_std,tumor,E,firstorder,InterquartileRange,std,0.002407,0.000938,0.002349,0.002465,0.389,97,118.0,31.0,350.1,0.5,11.0,-0.0358,0.591971,higher feature -> lower survival_target
muscularis_H_original_firstorder_Energy_mean,muscularis,H,firstorder,Energy,mean,0.002384,0.001421,0.002296,0.002472,0.596,98,153.0,22.0,425.0,2.2,14.2,0.2972,5e-06,higher feature -> higher survival_target
muscularis_H_original_firstorder_TotalEnergy_mean,muscularis,H,firstorder,TotalEnergy,mean,0.002384,0.001408,0.002296,0.002471,0.591,99,150.0,23.0,423.0,2.0,14.6,0.2972,5e-06,higher feature -> higher survival_target
vessels_H_original_firstorder_Entropy_mean,vessels,H,firstorder,Entropy,mean,0.00237,0.00146,0.00228,0.002461,0.616,100,148.0,21.0,441.0,2.2,14.4,0.2974,5e-06,higher feature -> higher survival_target
vessels_E_original_firstorder_InterquartileRange_std,vessels,E,firstorder,InterquartileRange,std,0.002369,0.001316,0.002288,0.002451,0.555,101,139.0,24.0,390.0,1.8,12.5,-0.1591,0.016412,higher feature -> lower survival_target
muscularis_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,muscularis,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.002364,0.001228,0.002288,0.00244,0.519,102,141.0,27.0,409.0,1.1,13.6,0.3039,3e-06,higher feature -> higher survival_target
urothelium_E_original_firstorder_TotalEnergy_std,urothelium,E,firstorder,TotalEnergy,std,0.002338,0.001289,0.002258,0.002417,0.551,103,143.0,22.0,405.0,2.3,13.8,-0.2012,0.002321,higher feature -> lower survival_target
urothelium_E_original_firstorder_Energy_std,urothelium,E,firstorder,Energy,std,0.002334,0.001292,0.002254,0.002414,0.553,104,144.5,22.0,403.0,2.1,13.5,-0.2012,0.002321,higher feature -> lower survival_target
necrosis_E_original_firstorder_Variance_std,necrosis,E,firstorder,Variance,std,0.002331,0.000941,0.002272,0.002389,0.404,105,130.5,30.0,340.0,0.7,9.3,-0.0272,0.683166,higher feature -> lower survival_target
vessels_E_original_firstorder_Skewness_std,vessels,E,firstorder,Skewness,std,0.002327,0.001301,0.002246,0.002408,0.559,106,146.5,23.0,401.0,2.0,12.3,-0.1386,0.036949,higher feature -> lower survival_target
muscularis_E_original_firstorder_Mean_std,muscularis,E,firstorder,Mean,std,0.002318,0.001134,0.002248,0.002388,0.489,107,143.5,25.0,383.0,1.0,11.2,-0.1571,0.017848,higher feature -> lower survival_target
muscularis_H_original_firstorder_Skewness_mean,muscularis,H,firstorder,Skewness,mean,0.002308,0.001333,0.002225,0.00239,0.578,108,154.0,24.0,429.0,1.8,13.7,-0.2966,5e-06,higher feature -> lower survival_target
tumor_H_original_firstorder_MeanAbsoluteDeviation_std,tumor,H,firstorder,MeanAbsoluteDeviation,std,0.002294,0.000987,0.002233,0.002355,0.43,109,131.0,32.0,360.0,1.0,8.4,-0.0734,0.270626,higher feature -> lower survival_target
tumor_H_original_firstorder_InterquartileRange_std,tumor,H,firstorder,InterquartileRange,std,0.002291,0.001022,0.002227,0.002354,0.446,110,140.5,31.0,367.1,0.8,10.3,-0.0376,0.573245,higher feature -> lower survival_target
immune_H_original_firstorder_TotalEnergy_mean,immune,H,firstorder,TotalEnergy,mean,0.002288,0.001387,0.002202,0.002374,0.606,111,170.5,25.0,436.0,1.6,15.3,0.2776,2.2e-05,higher feature -> higher survival_target
immune_H_original_firstorder_Energy_mean,immune,H,firstorder,Energy,mean,0.002286,0.001413,0.002198,0.002373,0.618,112,172.0,24.0,437.0,1.7,15.1,0.2776,2.2e-05,higher feature -> higher survival_target
vessels_E_original_firstorder_MeanAbsoluteDeviation_std,vessels,E,firstorder,MeanAbsoluteDeviation,std,0.002271,0.001237,0.002194,0.002347,0.545,113,150.5,28.0,408.1,1.4,11.2,-0.1856,0.005015,higher feature -> lower survival_target
necrosis_E_original_firstorder_RootMeanSquared_std,necrosis,E,firstorder,RootMeanSquared,std,0.002269,0.000808,0.002219,0.002319,0.356,114,130.0,36.0,325.1,0.2,7.4,-0.0015,0.981494,higher feature -> lower survival_target
vessels_H_original_firstorder_Mean_mean,vessels,H,firstorder,Mean,mean,0.002264,0.001639,0.002162,0.002365,0.724,115,182.0,19.0,445.0,3.3,12.7,0.2511,0.000131,higher feature -> higher survival_target
muscularis_H_original_firstorder_10Percentile_mean,muscularis,H,firstorder,10Percentile,mean,0.002249,0.001174,0.002176,0.002322,0.522,116,161.0,26.0,389.0,0.9,11.8,0.2576,8.6e-05,higher feature -> higher survival_target
tumor_E_original_firstorder_MeanAbsoluteDeviation_std,tumor,E,firstorder,MeanAbsoluteDeviation,std,0.002239,0.000832,0.002187,0.00229,0.371,117,133.5,37.0,356.0,0.2,6.5,-0.0199,0.765591,higher feature -> lower survival_target
vessels_E_original_firstorder_90Percentile_std,vessels,E,firstorder,90Percentile,std,0.002236,0.00109,0.002168,0.002303,0.487,118,146.0,28.0,386.0,0.9,8.1,-0.1646,0.013002,higher feature -> lower survival_target
necrosis_E_original_firstorder_10Percentile_mean,necrosis,E,firstorder,10Percentile,mean,0.002224,0.001105,0.002156,0.002293,0.497,119,155.0,27.0,393.0,0.9,11.3,0.1402,0.034805,higher feature -> higher survival_target
lamina_H_original_firstorder_MeanAbsoluteDeviation_std,lamina,H,firstorder,MeanAbsoluteDeviation,std,0.002223,0.000937,0.002165,0.002281,0.421,120,143.0,32.0,362.1,0.5,8.5,-0.0745,0.263706,higher feature -> lower survival_target
