feature,region,channel,feature_class,metric,stat,mean_importance,std_importance,ci_lo,ci_hi,cv,rank,median_rank,rank_q025,rank_q975,top20_pct,top50_pct,spearman_rho,spearman_p_value,direction
necrosis_E_original_firstorder_RobustMeanAbsoluteDeviation_mean,necrosis,E,firstorder,RobustMeanAbsoluteDeviation,mean,0.002348,0.001299,0.002267,0.002428,0.553,122,148.0,26.0,388.1,1.5,10.1,0.1499,0.023887,higher feature -> higher survival_target
necrosis_E_original_firstorder_Variance_mean,necrosis,E,firstorder,Variance,mean,0.002347,0.001146,0.002276,0.002418,0.488,123,140.5,32.0,376.0,0.9,8.5,0.1422,0.032227,higher feature -> higher survival_target
tumor_E_original_firstorder_90Percentile_mean,tumor,E,firstorder,90Percentile,mean,0.002346,0.001444,0.002257,0.002436,0.615,124,157.0,21.0,416.0,2.3,11.5,0.1643,0.013186,higher feature -> higher survival_target
necrosis_H_original_firstorder_Energy_std,necrosis,H,firstorder,Energy,std,0.002346,0.000896,0.002291,0.002402,0.382,125,127.0,40.0,309.0,0.4,6.0,0.1459,0.028005,higher feature -> higher survival_target
vessels_H_original_firstorder_Variance_mean,vessels,H,firstorder,Variance,mean,0.002338,0.001486,0.002246,0.00243,0.636,126,163.0,19.0,406.0,3.1,12.1,0.2771,2.3e-05,higher feature -> higher survival_target
lamina_H_original_firstorder_InterquartileRange_mean,lamina,H,firstorder,InterquartileRange,mean,0.002335,0.001182,0.002261,0.002408,0.506,127,141.0,26.0,367.0,1.1,9.4,0.2638,5.7e-05,higher feature -> higher survival_target
urothelium_E_original_firstorder_Median_std,urothelium,E,firstorder,Median,std,0.002332,0.00142,0.002244,0.00242,0.609,128,154.0,23.0,395.1,1.9,11.5,-0.17,0.0103,higher feature -> lower survival_target
necrosis_E_original_firstorder_10Percentile_mean,necrosis,E,firstorder,10Percentile,mean,0.002332,0.001317,0.00225,0.002413,0.565,129,148.5,26.0,395.0,1.6,11.3,0.1383,0.03738,higher feature -> higher survival_target
necrosis_E_original_firstorder_MeanAbsoluteDeviation_mean,necrosis,E,firstorder,MeanAbsoluteDeviation,mean,0.002318,0.001172,0.002245,0.00239,0.506,130,148.5,30.0,383.0,0.6,8.4,0.1486,0.025206,higher feature -> higher survival_target
necrosis_E_original_firstorder_RobustMeanAbsoluteDeviation_std,necrosis,E,firstorder,RobustMeanAbsoluteDeviation,std,0.002315,0.00111,0.002246,0.002384,0.479,131,141.0,31.0,358.1,0.9,8.5,-0.0898,0.177785,higher feature -> lower survival_target
muscularis_H_original_firstorder_10Percentile_mean,muscularis,H,firstorder,10Percentile,mean,0.002302,0.00129,0.002222,0.002381,0.56,132,156.0,27.0,375.0,1.3,9.9,0.219,0.000893,higher feature -> higher survival_target
necrosis_H_original_firstorder_InterquartileRange_std,necrosis,H,firstorder,InterquartileRange,std,0.002285,0.000778,0.002237,0.002333,0.34,133,129.0,44.0,300.1,0.4,3.7,-0.0208,0.755372,higher feature -> lower survival_target
lamina_E_original_firstorder_MeanAbsoluteDeviation_std,lamina,E,firstorder,MeanAbsoluteDeviation,std,0.002269,0.001349,0.002185,0.002353,0.594,134,153.0,28.0,413.0,1.6,9.1,-0.2148,0.00113,higher feature -> lower survival_target
adipose_H_original_firstorder_10Percentile_mean,adipose,H,firstorder,10Percentile,mean,0.002241,0.001148,0.00217,0.002313,0.512,135,152.0,30.0,391.0,0.7,8.9,0.2685,4.2e-05,higher feature -> higher survival_target
tumor_E_original_firstorder_RobustMeanAbsoluteDeviation_mean,tumor,E,firstorder,RobustMeanAbsoluteDeviation,mean,0.002238,0.001443,0.002149,0.002328,0.645,136,172.0,22.0,428.0,2.2,11.3,0.1551,0.019368,higher feature -> higher survival_target
tumor_H_original_firstorder_10Percentile_std,tumor,H,firstorder,10Percentile,std,0.002231,0.001495,0.002138,0.002323,0.67,137,175.0,21.0,408.0,2.5,10.6,0.1427,0.03168,higher feature -> higher survival_target
lamina_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,lamina,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.002215,0.001202,0.002141,0.00229,0.543,138,157.0,31.0,386.0,1.3,8.8,0.2684,4.2e-05,higher feature -> higher survival_target
tumor_E_original_firstorder_MeanAbsoluteDeviation_std,tumor,E,firstorder,MeanAbsoluteDeviation,std,0.002206,0.000817,0.002155,0.002256,0.371,139,142.0,39.0,337.0,0.2,4.9,-0.015,0.822189,higher feature -> lower survival_target
necrosis_E_original_firstorder_Variance_std,necrosis,E,firstorder,Variance,std,0.002202,0.001012,0.002139,0.002264,0.46,140,154.0,32.0,362.0,0.6,7.9,-0.0049,0.940925,higher feature -> lower survival_target
tumor_E_original_firstorder_InterquartileRange_mean,tumor,E,firstorder,InterquartileRange,mean,0.002198,0.001399,0.002111,0.002285,0.637,141,179.0,23.0,438.0,2.1,10.7,0.1559,0.018782,higher feature -> higher survival_target
necrosis_H_original_firstorder_Median_std,necrosis,H,firstorder,Median,std,0.002196,0.000819,0.002145,0.002247,0.373,142,137.5,46.0,317.0,0.0,3.7,0.1492,0.024522,higher feature -> higher survival_target
immune_H_original_firstorder_MeanAbsoluteDeviation_mean,immune,H,firstorder,MeanAbsoluteDeviation,mean,0.002194,0.001423,0.002105,0.002282,0.649,143,176.0,25.0,416.0,1.3,9.7,0.2821,1.6e-05,higher feature -> higher survival_target
lamina_E_original_firstorder_10Percentile_mean,lamina,E,firstorder,10Percentile,mean,0.00218,0.001097,0.002112,0.002248,0.503,144,159.0,33.0,402.0,0.7,7.7,0.1209,0.06911,higher feature -> higher survival_target
tumor_E_original_firstorder_Variance_mean,tumor,E,firstorder,Variance,mean,0.002158,0.001385,0.002072,0.002244,0.642,145,189.0,24.0,429.0,1.8,9.4,0.1614,0.014915,higher feature -> higher survival_target
necrosis_E_original_firstorder_Entropy_std,necrosis,E,firstorder,Entropy,std,0.002153,0.000795,0.002104,0.002202,0.369,146,145.0,46.0,365.0,0.0,4.2,-0.0743,0.264927,higher feature -> lower survival_target
tumor_E_original_firstorder_MeanAbsoluteDeviation_mean,tumor,E,firstorder,MeanAbsoluteDeviation,mean,0.002151,0.001273,0.002072,0.00223,0.592,147,174.0,26.0,421.0,1.3,7.9,0.164,0.013334,higher feature -> higher survival_target
adipose_H_original_firstorder_Median_std,adipose,H,firstorder,Median,std,0.002125,0.001416,0.002038,0.002213,0.666,148,188.0,23.0,424.1,2.2,8.6,0.2822,1.6e-05,higher feature -> higher survival_target
vessels_H_original_firstorder_Skewness_mean,vessels,H,firstorder,Skewness,mean,0.002121,0.001294,0.002041,0.002202,0.61,149,171.0,29.0,453.0,1.3,10.2,-0.2921,8e-06,higher feature -> lower survival_target
tumor_H_original_firstorder_RobustMeanAbsoluteDeviation_std,tumor,H,firstorder,RobustMeanAbsoluteDeviation,std,0.002121,0.000924,0.002064,0.002178,0.436,150,155.0,39.0,375.0,0.1,5.1,-0.0585,0.38022,higher feature -> lower survival_target
vessels_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,vessels,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.00211,0.001213,0.002035,0.002185,0.575,151,180.0,28.0,426.1,1.0,8.6,0.2931,7e-06,higher feature -> higher survival_target
lamina_H_original_firstorder_TotalEnergy_mean,lamina,H,firstorder,TotalEnergy,mean,0.002102,0.001171,0.00203,0.002175,0.557,152,172.0,33.0,419.0,0.8,7.6,0.2711,3.5e-05,higher feature -> higher survival_target
lamina_H_original_firstorder_Energy_mean,lamina,H,firstorder,Energy,mean,0.002095,0.001165,0.002023,0.002167,0.556,153,175.0,33.0,416.0,0.3,7.2,0.2711,3.5e-05,higher feature -> higher survival_target
vessels_H_original_firstorder_RootMeanSquared_mean,vessels,H,firstorder,RootMeanSquared,mean,0.002076,0.001266,0.001997,0.002154,0.61,154,180.0,31.0,420.0,1.3,7.6,0.2712,3.4e-05,higher feature -> higher survival_target
adipose_H_original_firstorder_InterquartileRange_std,adipose,H,firstorder,InterquartileRange,std,0.002069,0.001407,0.001982,0.002156,0.68,155,193.5,24.0,427.0,1.6,7.9,0.2527,0.000119,higher feature -> higher survival_target
tumor_E_original_firstorder_RobustMeanAbsoluteDeviation_std,tumor,E,firstorder,RobustMeanAbsoluteDeviation,std,0.002061,0.000721,0.002016,0.002106,0.35,156,153.0,49.0,352.0,0.0,3.1,-0.0051,0.938638,higher feature -> lower survival_target
lamina_E_original_firstorder_Variance_std,lamina,E,firstorder,Variance,std,0.002059,0.001165,0.001987,0.002131,0.566,157,182.0,29.0,424.0,1.2,7.4,-0.1787,0.006951,higher feature -> lower survival_target
tumor_E_original_firstorder_Entropy_mean,tumor,E,firstorder,Entropy,mean,0.002054,0.001144,0.001983,0.002125,0.557,158,184.0,34.0,428.1,1.0,6.5,0.1748,0.008287,higher feature -> higher survival_target
immune_H_original_firstorder_Mean_std,immune,H,firstorder,Mean,std,0.002048,0.000819,0.001998,0.002099,0.4,159,161.5,44.0,363.0,0.0,3.5,0.1494,0.024347,higher feature -> higher survival_target
tumor_H_original_firstorder_InterquartileRange_std,tumor,H,firstorder,InterquartileRange,std,0.002035,0.000878,0.001981,0.002089,0.431,160,165.0,43.0,380.0,0.3,4.3,-0.052,0.435512,higher feature -> lower survival_target
adipose_H_original_firstorder_Mean_std,adipose,H,firstorder,Mean,std,0.002031,0.001289,0.001951,0.002111,0.634,161,194.5,26.0,420.0,1.3,8.2,0.2758,2.5e-05,higher feature -> higher survival_target
lamina_H_original_firstorder_90Percentile_mean,lamina,H,firstorder,90Percentile,mean,0.00202,0.001067,0.001954,0.002086,0.528,162,183.5,35.0,422.0,0.4,5.8,0.2828,1.5e-05,higher feature -> higher survival_target
urothelium_E_original_firstorder_InterquartileRange_std,urothelium,E,firstorder,InterquartileRange,std,0.002005,0.001011,0.001942,0.002067,0.504,163,183.5,34.0,401.0,0.6,5.3,-0.0921,0.166719,higher feature -> lower survival_target
lamina_H_original_firstorder_Variance_std,lamina,H,firstorder,Variance,std,0.002004,0.000695,0.001961,0.002048,0.347,164,162.0,51.0,356.0,0.0,2.2,0.0261,0.695457,higher feature -> higher survival_target
urothelium_E_original_firstorder_TotalEnergy_std,urothelium,E,firstorder,TotalEnergy,std,0.001999,0.001287,0.001919,0.002078,0.644,165,204.0,27.0,435.0,1.4,8.1,-0.1706,0.010044,higher feature -> lower survival_target
lamina_H_original_firstorder_RootMeanSquared_std,lamina,H,firstorder,RootMeanSquared,std,0.001998,0.000833,0.001947,0.00205,0.417,166,173.0,44.0,388.0,0.0,3.9,-0.0526,0.430649,higher feature -> lower survival_target
lamina_H_original_firstorder_10Percentile_std,lamina,H,firstorder,10Percentile,std,0.001997,0.001184,0.001924,0.00207,0.593,167,199.0,28.0,422.0,0.7,7.0,0.1773,0.007398,higher feature -> higher survival_target
urothelium_E_original_firstorder_Energy_std,urothelium,E,firstorder,Energy,std,0.001991,0.001286,0.001911,0.002071,0.646,168,203.5,27.0,435.0,1.7,7.4,-0.1706,0.010044,higher feature -> lower survival_target
urothelium_H_original_firstorder_10Percentile_mean,urothelium,H,firstorder,10Percentile,mean,0.001957,0.000771,0.001909,0.002005,0.394,169,174.0,49.0,370.0,0.1,2.6,-0.0203,0.7611,higher feature -> lower survival_target
tumor_E_original_firstorder_InterquartileRange_std,tumor,E,firstorder,InterquartileRange,std,0.001948,0.000696,0.001905,0.001991,0.357,170,171.0,54.0,384.0,0.0,1.5,-0.0037,0.955979,higher feature -> lower survival_target
immune_H_original_firstorder_Variance_std,immune,H,firstorder,Variance,std,0.001939,0.000783,0.00189,0.001987,0.404,171,175.5,50.0,382.1,0.1,2.6,0.108,0.104509,higher feature -> higher survival_target
necrosis_H_original_firstorder_Variance_std,necrosis,H,firstorder,Variance,std,0.001936,0.000639,0.001896,0.001976,0.33,172,169.0,60.0,347.0,0.0,1.7,0.0428,0.521547,higher feature -> higher survival_target
lamina_H_original_firstorder_Kurtosis_mean,lamina,H,firstorder,Kurtosis,mean,0.001927,0.001066,0.001861,0.001993,0.553,173,201.0,33.0,428.0,0.5,6.6,-0.2591,7.8e-05,higher feature -> lower survival_target
tumor_E_original_firstorder_Uniformity_mean,tumor,E,firstorder,Uniformity,mean,0.001918,0.001088,0.001851,0.001986,0.567,174,204.0,37.9,439.0,0.7,4.4,-0.1797,0.006625,higher feature -> lower survival_target
lamina_H_original_firstorder_10Percentile_mean,lamina,H,firstorder,10Percentile,mean,0.001916,0.001001,0.001854,0.001978,0.522,175,196.0,37.0,413.0,0.7,4.7,0.18,0.006537,higher feature -> higher survival_target
urothelium_E_original_firstorder_Variance_std,urothelium,E,firstorder,Variance,std,0.001904,0.000739,0.001858,0.001949,0.388,176,185.0,50.0,366.0,0.2,2.7,-0.0791,0.235203,higher feature -> lower survival_target
vessels_H_original_firstorder_90Percentile_mean,vessels,H,firstorder,90Percentile,mean,0.001903,0.001081,0.001836,0.00197,0.568,177,206.5,34.0,443.0,0.4,5.4,0.2873,1.1e-05,higher feature -> higher survival_target
lamina_H_original_firstorder_MeanAbsoluteDeviation_mean,lamina,H,firstorder,MeanAbsoluteDeviation,mean,0.00189,0.001119,0.00182,0.001959,0.592,178,210.0,36.0,422.0,1.0,5.1,0.2594,7.7e-05,higher feature -> higher survival_target
tumor_H_original_firstorder_Variance_std,tumor,H,firstorder,Variance,std,0.001889,0.000661,0.001848,0.00193,0.35,179,180.0,53.0,360.1,0.0,1.8,0.0276,0.6795,higher feature -> higher survival_target
tumor_H_original_firstorder_Skewness_mean,tumor,H,firstorder,Skewness,mean,0.001886,0.000759,0.001839,0.001933,0.402,180,184.0,54.0,391.0,0.2,2.4,-0.0792,0.234704,higher feature -> lower survival_target
urothelium_H_original_firstorder_RobustMeanAbsoluteDeviation_std,urothelium,H,firstorder,RobustMeanAbsoluteDeviation,std,0.001883,0.00071,0.001839,0.001927,0.377,181,183.0,58.0,398.0,0.0,1.7,-0.0446,0.504114,higher feature -> lower survival_target
necrosis_E_original_firstorder_Skewness_mean,necrosis,E,firstorder,Skewness,mean,0.001873,0.000898,0.001818,0.001929,0.48,182,199.0,45.0,427.0,0.0,3.2,-0.137,0.039163,higher feature -> lower survival_target
necrosis_H_original_firstorder_InterquartileRange_mean,necrosis,H,firstorder,InterquartileRange,mean,0.001867,0.000737,0.001821,0.001912,0.395,183,184.0,51.0,379.0,0.1,2.5,0.1648,0.012912,higher feature -> higher survival_target
urothelium_H_original_firstorder_Variance_std,urothelium,H,firstorder,Variance,std,0.00185,0.000739,0.001804,0.001896,0.4,184,185.5,55.0,414.0,0.2,1.6,-0.0304,0.648281,higher feature -> lower survival_target
tumor_H_original_firstorder_Variance_mean,tumor,H,firstorder,Variance,mean,0.001841,0.00112,0.001771,0.00191,0.608,185,213.0,32.0,415.0,1.4,4.8,0.2001,0.002454,higher feature -> higher survival_target
vessels_E_original_firstorder_Skewness_std,vessels,E,firstorder,Skewness,std,0.00184,0.000954,0.001781,0.001899,0.519,186,210.5,44.0,417.0,0.6,3.6,-0.1306,0.049308,higher feature -> lower survival_target
necrosis_H_original_firstorder_Skewness_mean,necrosis,H,firstorder,Skewness,mean,0.001829,0.00079,0.00178,0.001878,0.432,187,197.0,52.0,397.0,0.5,2.4,-0.0781,0.241451,higher feature -> lower survival_target
vessels_H_original_firstorder_Mean_mean,vessels,H,firstorder,Mean,mean,0.001827,0.001018,0.001764,0.00189,0.557,188,217.0,37.0,447.0,0.3,4.4,0.2672,4.6e-05,higher feature -> higher survival_target
vessels_E_original_firstorder_Entropy_std,vessels,E,firstorder,Entropy,std,0.00182,0.000868,0.001766,0.001874,0.477,189,202.0,48.0,402.0,0.5,3.0,-0.1217,0.067212,higher feature -> lower survival_target
adipose_E_original_firstorder_Median_mean,adipose,E,firstorder,Median,mean,0.001814,0.000933,0.001756,0.001872,0.514,190,217.5,37.0,426.0,0.2,4.8,0.1075,0.106258,higher feature -> higher survival_target
lamina_E_original_firstorder_10Percentile_std,lamina,E,firstorder,10Percentile,std,0.001812,0.000846,0.00176,0.001865,0.467,191,206.0,45.0,428.0,0.2,3.8,0.0057,0.931707,higher feature -> higher survival_target
lamina_H_original_firstorder_Mean_std,lamina,H,firstorder,Mean,std,0.001811,0.000691,0.001769,0.001854,0.381,192,198.0,55.0,395.0,0.0,1.7,0.0219,0.742684,higher feature -> higher survival_target
adipose_H_original_firstorder_90Percentile_std,adipose,H,firstorder,90Percentile,std,0.001804,0.000935,0.001746,0.001861,0.518,193,214.0,45.0,426.0,0.7,3.6,0.192,0.003689,higher feature -> higher survival_target
lamina_E_original_firstorder_Entropy_std,lamina,E,firstorder,Entropy,std,0.00179,0.000906,0.001734,0.001846,0.506,194,216.0,46.0,423.0,0.3,3.2,-0.1378,0.038083,higher feature -> lower survival_target
adipose_H_original_firstorder_RobustMeanAbsoluteDeviation_std,adipose,H,firstorder,RobustMeanAbsoluteDeviation,std,0.001781,0.00116,0.001709,0.001853,0.651,195,228.0,37.0,434.0,1.0,4.4,0.2345,0.000366,higher feature -> higher survival_target
urothelium_H_original_firstorder_InterquartileRange_std,urothelium,H,firstorder,InterquartileRange,std,0.00178,0.000659,0.001739,0.001821,0.37,196,196.0,67.0,402.0,0.0,1.1,-0.0343,0.606728,higher feature -> lower survival_target
tumor_E_original_firstorder_Variance_std,tumor,E,firstorder,Variance,std,0.001779,0.000825,0.001728,0.00183,0.464,197,209.0,48.0,408.0,0.4,2.7,0.1074,0.106441,higher feature -> higher survival_target
tumor_H_original_firstorder_90Percentile_std,tumor,H,firstorder,90Percentile,std,0.001774,0.000592,0.001738,0.001811,0.334,198,194.0,67.0,381.0,0.0,1.0,-0.01,0.880316,higher feature -> lower survival_target
necrosis_E_original_firstorder_90Percentile_std,necrosis,E,firstorder,90Percentile,std,0.001774,0.000656,0.001734,0.001815,0.37,199,199.0,60.0,389.0,0.0,1.4,-0.0589,0.377302,higher feature -> lower survival_target
vessels_E_original_firstorder_MeanAbsoluteDeviation_std,vessels,E,firstorder,MeanAbsoluteDeviation,std,0.001763,0.000906,0.001707,0.00182,0.514,200,220.5,50.0,421.0,0.5,2.8,-0.1456,0.028332,higher feature -> lower survival_target
tumor_E_original_firstorder_Energy_std,tumor,E,firstorder,Energy,std,0.00176,0.000884,0.001705,0.001815,0.502,201,220.5,46.0,443.0,0.3,3.4,0.083,0.212641,higher feature -> higher survival_target
tumor_E_original_firstorder_TotalEnergy_std,tumor,E,firstorder,TotalEnergy,std,0.001757,0.000881,0.001702,0.001811,0.502,202,221.0,49.0,438.0,0.3,3.2,0.083,0.212641,higher feature -> higher survival_target
lamina_H_original_firstorder_Variance_mean,lamina,H,firstorder,Variance,mean,0.001752,0.001122,0.001683,0.001822,0.64,203,237.0,35.0,437.0,1.3,4.4,0.2425,0.000225,higher feature -> higher survival_target
immune_E_original_firstorder_Kurtosis_std,immune,E,firstorder,Kurtosis,std,0.001752,0.000945,0.001694,0.001811,0.539,204,222.0,46.0,430.0,0.5,3.5,-0.0198,0.766933,higher feature -> lower survival_target
tumor_E_original_firstorder_10Percentile_mean,tumor,E,firstorder,10Percentile,mean,0.001732,0.000823,0.001681,0.001783,0.475,205,223.0,50.0,429.0,0.2,2.6,0.1189,0.073758,higher feature -> higher survival_target
muscularis_E_original_firstorder_RobustMeanAbsoluteDeviation_mean,muscularis,E,firstorder,RobustMeanAbsoluteDeviation,mean,0.00173,0.000739,0.001684,0.001775,0.427,206,211.0,53.9,409.1,0.2,2.4,-0.0957,0.150845,higher feature -> lower survival_target
tumor_E_original_firstorder_Mean_std,tumor,E,firstorder,Mean,std,0.001729,0.000713,0.001685,0.001773,0.412,207,215.5,59.0,412.1,0.0,1.8,0.0406,0.542555,higher feature -> higher survival_target
urothelium_H_original_firstorder_Median_mean,urothelium,H,firstorder,Median,mean,0.001713,0.000647,0.001673,0.001753,0.378,208,210.0,69.0,395.0,0.1,1.2,0.057,0.392808,higher feature -> higher survival_target
muscularis_H_original_firstorder_10Percentile_std,muscularis,H,firstorder,10Percentile,std,0.001696,0.000942,0.001638,0.001754,0.555,209,245.5,42.0,423.0,0.3,3.4,0.2221,0.00075,higher feature -> higher survival_target
immune_H_original_firstorder_90Percentile_std,immune,H,firstorder,90Percentile,std,0.001694,0.000558,0.00166,0.001729,0.329,210,210.5,77.0,380.0,0.0,0.4,0.0391,0.557455,higher feature -> higher survival_target
tumor_H_original_firstorder_RootMeanSquared_mean,tumor,H,firstorder,RootMeanSquared,mean,0.001684,0.000917,0.001627,0.00174,0.544,211,248.0,45.0,438.0,0.2,3.6,0.2202,0.000838,higher feature -> higher survival_target
necrosis_E_original_firstorder_Mean_std,necrosis,E,firstorder,Mean,std,0.001681,0.000715,0.001637,0.001726,0.425,212,226.0,59.9,422.0,0.1,1.8,0.0519,0.436591,higher feature -> higher survival_target
immune_H_original_firstorder_RobustMeanAbsoluteDeviation_std,immune,H,firstorder,RobustMeanAbsoluteDeviation,std,0.00168,0.000639,0.001641,0.00172,0.381,213,218.0,69.0,406.0,0.0,1.1,0.0862,0.195417,higher feature -> higher survival_target
tumor_E_original_firstorder_Median_std,tumor,E,firstorder,Median,std,0.001671,0.000676,0.001629,0.001713,0.405,214,223.5,66.0,412.0,0.1,1.1,0.0415,0.533908,higher feature -> higher survival_target
urothelium_H_original_firstorder_Skewness_std,urothelium,H,firstorder,Skewness,std,0.001669,0.001123,0.0016,0.001739,0.673,215,252.0,45.0,421.0,1.1,3.1,-0.1787,0.006937,higher feature -> lower survival_target
lamina_H_original_firstorder_TotalEnergy_std,lamina,H,firstorder,TotalEnergy,std,0.001669,0.0006,0.001632,0.001706,0.36,216,215.0,69.0,420.1,0.1,0.9,0.1181,0.075747,higher feature -> higher survival_target
lamina_H_original_firstorder_Energy_std,lamina,H,firstorder,Energy,std,0.001665,0.0006,0.001628,0.001702,0.361,217,212.0,73.0,410.0,0.1,1.1,0.1181,0.075747,higher feature -> higher survival_target
vessels_E_original_firstorder_RobustMeanAbsoluteDeviation_std,vessels,E,firstorder,RobustMeanAbsoluteDeviation,std,0.001664,0.000829,0.001612,0.001715,0.498,218,236.0,49.0,436.0,0.2,2.6,-0.137,0.039212,higher feature -> lower survival_target
vessels_E_original_firstorder_90Percentile_std,vessels,E,firstorder,90Percentile,std,0.001663,0.000758,0.001616,0.00171,0.456,219,232.0,52.0,429.0,0.2,2.5,-0.1215,0.067568,higher feature -> lower survival_target
adipose_E_original_firstorder_MeanAbsoluteDeviation_std,adipose,E,firstorder,MeanAbsoluteDeviation,std,0.001662,0.000802,0.001612,0.001712,0.483,220,240.0,53.0,439.0,0.4,2.1,-0.1509,0.022993,higher feature -> lower survival_target
muscularis_E_original_firstorder_Mean_std,muscularis,E,firstorder,Mean,std,0.001659,0.0008,0.00161,0.001709,0.482,221,234.0,55.0,411.0,0.3,2.2,-0.1441,0.02996,higher feature -> lower survival_target
necrosis_H_original_firstorder_10Percentile_mean,necrosis,H,firstorder,10Percentile,mean,0.001658,0.00061,0.00162,0.001696,0.368,222,218.0,66.0,402.0,0.2,0.8,0.0509,0.445486,higher feature -> higher survival_target
necrosis_E_original_firstorder_Kurtosis_mean,necrosis,E,firstorder,Kurtosis,mean,0.001657,0.0006,0.00162,0.001695,0.362,223,218.0,74.0,402.1,0.1,0.8,-0.1396,0.035531,higher feature -> lower survival_target
vessels_E_original_firstorder_InterquartileRange_std,vessels,E,firstorder,InterquartileRange,std,0.001639,0.000732,0.001593,0.001684,0.447,224,234.0,61.0,434.0,0.1,1.9,-0.1213,0.06805,higher feature -> lower survival_target
tumor_H_original_firstorder_Energy_mean,tumor,H,firstorder,Energy,mean,0.001634,0.000886,0.001579,0.001689,0.542,225,259.0,47.0,437.0,0.3,3.3,0.2064,0.001771,higher feature -> higher survival_target
necrosis_H_original_firstorder_Kurtosis_mean,necrosis,H,firstorder,Kurtosis,mean,0.001634,0.000713,0.00159,0.001678,0.436,226,237.0,60.0,422.0,0.2,1.5,-0.1092,0.100724,higher feature -> lower survival_target
necrosis_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,necrosis,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.001632,0.000624,0.001594,0.001671,0.382,227,224.0,71.0,415.1,0.0,0.9,0.1501,0.023705,higher feature -> higher survival_target
tumor_H_original_firstorder_TotalEnergy_mean,tumor,H,firstorder,TotalEnergy,mean,0.001632,0.000874,0.001577,0.001686,0.535,228,256.0,48.0,435.0,0.2,2.8,0.2064,0.001771,higher feature -> higher survival_target
urothelium_H_original_firstorder_TotalEnergy_mean,urothelium,H,firstorder,TotalEnergy,mean,0.001631,0.000596,0.001594,0.001668,0.366,229,223.5,71.0,426.0,0.0,0.5,0.0294,0.659613,higher feature -> higher survival_target
tumor_H_original_firstorder_Median_mean,tumor,H,firstorder,Median,mean,0.001631,0.000796,0.001581,0.00168,0.488,230,242.5,52.0,432.0,0.2,2.5,0.1984,0.00268,higher feature -> higher survival_target
urothelium_H_original_firstorder_Energy_mean,urothelium,H,firstorder,Energy,mean,0.00163,0.000591,0.001594,0.001667,0.363,231,222.0,70.0,433.0,0.0,0.3,0.0294,0.659613,higher feature -> higher survival_target
immune_H_original_firstorder_RootMeanSquared_std,immune,H,firstorder,RootMeanSquared,std,0.00163,0.000564,0.001595,0.001664,0.346,232,219.0,77.0,416.0,0.0,0.4,0.0582,0.382868,higher feature -> higher survival_target
muscularis_E_original_firstorder_InterquartileRange_mean,muscularis,E,firstorder,InterquartileRange,mean,0.001627,0.00068,0.001585,0.001669,0.418,233,229.0,67.0,423.0,0.2,1.6,-0.085,0.201957,higher feature -> lower survival_target
tumor_E_original_firstorder_10Percentile_std,tumor,E,firstorder,10Percentile,std,0.001626,0.000779,0.001578,0.001675,0.479,234,241.0,56.0,438.0,0.1,2.1,0.0916,0.168802,higher feature -> higher survival_target
necrosis_H_original_firstorder_Median_mean,necrosis,H,firstorder,Median,mean,0.001626,0.000555,0.001592,0.00166,0.341,235,225.0,76.0,406.0,0.0,0.9,0.1659,0.012317,higher feature -> higher survival_target
adipose_H_original_firstorder_RootMeanSquared_std,adipose,H,firstorder,RootMeanSquared,std,0.001625,0.000751,0.001578,0.001672,0.462,236,237.0,51.0,429.1,0.1,2.5,0.2169,0.001007,higher feature -> higher survival_target
tumor_H_original_firstorder_InterquartileRange_mean,tumor,H,firstorder,InterquartileRange,mean,0.001623,0.000613,0.001585,0.001661,0.378,237,229.0,72.9,405.0,0.2,0.9,0.1353,0.04173,higher feature -> higher survival_target
urothelium_E_original_firstorder_Range_mean,urothelium,E,firstorder,Range,mean,0.001612,0.001118,0.001543,0.001681,0.693,238,273.0,36.0,463.0,0.6,4.4,0.1688,0.010843,higher feature -> higher survival_target
urothelium_E_original_firstorder_Maximum_mean,urothelium,E,firstorder,Maximum,mean,0.001606,0.001114,0.001537,0.001675,0.694,239,284.5,39.0,463.0,0.8,5.2,0.1688,0.010843,higher feature -> higher survival_target
urothelium_E_original_firstorder_Maximum_std,urothelium,E,firstorder,Maximum,std,0.001598,0.001105,0.001529,0.001666,0.691,240,281.0,40.0,464.0,0.7,4.8,-0.1688,0.010843,higher feature -> lower survival_target
urothelium_E_original_firstorder_Range_std,urothelium,E,firstorder,Range,std,0.001596,0.001096,0.001528,0.001664,0.687,241,284.5,40.0,464.0,0.6,4.2,-0.1688,0.010843,higher feature -> lower survival_target
vessels_E_original_firstorder_Variance_std,vessels,E,firstorder,Variance,std,0.001593,0.000655,0.001552,0.001633,0.411,242,239.0,77.0,437.0,0.1,0.7,-0.096,0.149482,higher feature -> lower survival_target
adipose_H_original_firstorder_Variance_std,adipose,H,firstorder,Variance,std,0.001591,0.000718,0.001546,0.001635,0.451,243,245.0,55.0,432.1,0.2,2.2,0.1916,0.003763,higher feature -> higher survival_target
