slide,case,compartment,n_tiles,n_tiles_top1_ge_0.50
TCGA-4Z-AA84-01Z-00-DX1.604B60F3-1E19-4335-9F8D-0D6920B1ACF8_tiles.jsonl,TCGA-4Z-AA84,Inflammatory infiltrates (immune cells),251,220
TCGA-4Z-AA84-01Z-00-DX1.604B60F3-1E19-4335-9F8D-0D6920B1ACF8_tiles.jsonl,TCGA-4Z-AA84,Invasive urothelial carcinoma (tumor),26844,26320
TCGA-4Z-AA84-01Z-00-DX1.604B60F3-1E19-4335-9F8D-0D6920B1ACF8_tiles.jsonl,TCGA-4Z-AA84,Lamina propria (fibrovascular stroma),2373,2073
TCGA-4Z-AA84-01Z-00-DX1.604B60F3-1E19-4335-9F8D-0D6920B1ACF8_tiles.jsonl,TCGA-4Z-AA84,Muscularis propria (detrusor muscle),1355,1089
TCGA-4Z-AA84-01Z-00-DX1.604B60F3-1E19-4335-9F8D-0D6920B1ACF8_tiles.jsonl,TCGA-4Z-AA84,Necrosis,18788,18432
TCGA-4Z-AA84-01Z-00-DX1.604B60F3-1E19-4335-9F8D-0D6920B1ACF8_tiles.jsonl,TCGA-4Z-AA84,Normal urothelium (benign mucosa),967,865
TCGA-4Z-AA84-01Z-00-DX1.604B60F3-1E19-4335-9F8D-0D6920B1ACF8_tiles.jsonl,TCGA-4Z-AA84,Perivesical adipose tissue (extravesical fat),5581,5268
TCGA-4Z-AA86-01Z-00-DX1.C4DC6342-85A3-4F8A-BA6E-B63C554880B4_tiles.jsonl,TCGA-4Z-AA86,Blood vessels (vasculature),7860,7399
TCGA-4Z-AA86-01Z-00-DX1.C4DC6342-85A3-4F8A-BA6E-B63C554880B4_tiles.jsonl,TCGA-4Z-AA86,Inflammatory infiltrates (immune cells),132,99
TCGA-4Z-AA86-01Z-00-DX1.C4DC6342-85A3-4F8A-BA6E-B63C554880B4_tiles.jsonl,TCGA-4Z-AA86,Invasive urothelial carcinoma (tumor),11892,11481
TCGA-4Z-AA86-01Z-00-DX1.C4DC6342-85A3-4F8A-BA6E-B63C554880B4_tiles.jsonl,TCGA-4Z-AA86,Lamina propria (fibrovascular stroma),1705,1402
TCGA-4Z-AA86-01Z-00-DX1.C4DC6342-85A3-4F8A-BA6E-B63C554880B4_tiles.jsonl,TCGA-4Z-AA86,Muscularis propria (detrusor muscle),3954,3381
TCGA-4Z-AA86-01Z-00-DX1.C4DC6342-85A3-4F8A-BA6E-B63C554880B4_tiles.jsonl,TCGA-4Z-AA86,Necrosis,18532,18184
TCGA-4Z-AA86-01Z-00-DX1.C4DC6342-85A3-4F8A-BA6E-B63C554880B4_tiles.jsonl,TCGA-4Z-AA86,Normal urothelium (benign mucosa),1872,1726
TCGA-4Z-AA86-01Z-00-DX1.C4DC6342-85A3-4F8A-BA6E-B63C554880B4_tiles.jsonl,TCGA-4Z-AA86,Perivesical adipose tissue (extravesical fat),5253,5140
TCGA-4Z-AA87-01Z-00-DX1.84170458-631E-49C5-9D7F-70126388ADE3_tiles.jsonl,TCGA-4Z-AA87,Blood vessels (vasculature),3885,3523
TCGA-4Z-AA87-01Z-00-DX1.84170458-631E-49C5-9D7F-70126388ADE3_tiles.jsonl,TCGA-4Z-AA87,Inflammatory infiltrates (immune cells),1478,1194
TCGA-4Z-AA87-01Z-00-DX1.84170458-631E-49C5-9D7F-70126388ADE3_tiles.jsonl,TCGA-4Z-AA87,Invasive urothelial carcinoma (tumor),18008,17492
TCGA-4Z-AA87-01Z-00-DX1.84170458-631E-49C5-9D7F-70126388ADE3_tiles.jsonl,TCGA-4Z-AA87,Lamina propria (fibrovascular stroma),14705,13555
TCGA-4Z-AA87-01Z-00-DX1.84170458-631E-49C5-9D7F-70126388ADE3_tiles.jsonl,TCGA-4Z-AA87,Muscularis propria (detrusor muscle),6619,5844
TCGA-4Z-AA87-01Z-00-DX1.84170458-631E-49C5-9D7F-70126388ADE3_tiles.jsonl,TCGA-4Z-AA87,Necrosis,2420,2261
TCGA-4Z-AA87-01Z-00-DX1.84170458-631E-49C5-9D7F-70126388ADE3_tiles.jsonl,TCGA-4Z-AA87,Normal urothelium (benign mucosa),2070,1825
TCGA-4Z-AA87-01Z-00-DX1.84170458-631E-49C5-9D7F-70126388ADE3_tiles.jsonl,TCGA-4Z-AA87,Perivesical adipose tissue (extravesical fat),2015,1816
TCGA-4Z-AA89-01Z-00-DX1.6DD89FC0-A062-41F1-AED3-FF8975FAADF3_tiles.jsonl,TCGA-4Z-AA89,Blood vessels (vasculature),8497,7705
TCGA-4Z-AA89-01Z-00-DX1.6DD89FC0-A062-41F1-AED3-FF8975FAADF3_tiles.jsonl,TCGA-4Z-AA89,Inflammatory infiltrates (immune cells),132,83
TCGA-4Z-AA89-01Z-00-DX1.6DD89FC0-A062-41F1-AED3-FF8975FAADF3_tiles.jsonl,TCGA-4Z-AA89,Invasive urothelial carcinoma (tumor),36023,35184
TCGA-4Z-AA89-01Z-00-DX1.6DD89FC0-A062-41F1-AED3-FF8975FAADF3_tiles.jsonl,TCGA-4Z-AA89,Lamina propria (fibrovascular stroma),14395,12838
TCGA-4Z-AA89-01Z-00-DX1.6DD89FC0-A062-41F1-AED3-FF8975FAADF3_tiles.jsonl,TCGA-4Z-AA89,Muscularis propria (detrusor muscle),8126,6655
TCGA-4Z-AA89-01Z-00-DX1.6DD89FC0-A062-41F1-AED3-FF8975FAADF3_tiles.jsonl,TCGA-4Z-AA89,Necrosis,8323,8155
TCGA-4Z-AA89-01Z-00-DX1.6DD89FC0-A062-41F1-AED3-FF8975FAADF3_tiles.jsonl,TCGA-4Z-AA89,Normal urothelium (benign mucosa),4594,4251
TCGA-4Z-AA89-01Z-00-DX1.6DD89FC0-A062-41F1-AED3-FF8975FAADF3_tiles.jsonl,TCGA-4Z-AA89,Perivesical adipose tissue (extravesical fat),1830,1580
TCGA-5N-A9KI-01Z-00-DX1.1BAE5EFF-859F-4D0A-8DDC-527E2901F7D4_tiles.jsonl,TCGA-5N-A9KI,Blood vessels (vasculature),20443,18293
TCGA-5N-A9KI-01Z-00-DX1.1BAE5EFF-859F-4D0A-8DDC-527E2901F7D4_tiles.jsonl,TCGA-5N-A9KI,Inflammatory infiltrates (immune cells),620,468
TCGA-5N-A9KI-01Z-00-DX1.1BAE5EFF-859F-4D0A-8DDC-527E2901F7D4_tiles.jsonl,TCGA-5N-A9KI,Invasive urothelial carcinoma (tumor),36961,35429
TCGA-5N-A9KI-01Z-00-DX1.1BAE5EFF-859F-4D0A-8DDC-527E2901F7D4_tiles.jsonl,TCGA-5N-A9KI,Lamina propria (fibrovascular stroma),10816,9220
TCGA-5N-A9KI-01Z-00-DX1.1BAE5EFF-859F-4D0A-8DDC-527E2901F7D4_tiles.jsonl,TCGA-5N-A9KI,Muscularis propria (detrusor muscle),6138,4846
TCGA-5N-A9KI-01Z-00-DX1.1BAE5EFF-859F-4D0A-8DDC-527E2901F7D4_tiles.jsonl,TCGA-5N-A9KI,Necrosis,4707,4007
TCGA-5N-A9KI-01Z-00-DX1.1BAE5EFF-859F-4D0A-8DDC-527E2901F7D4_tiles.jsonl,TCGA-5N-A9KI,Normal urothelium (benign mucosa),3006,2575
TCGA-5N-A9KI-01Z-00-DX1.1BAE5EFF-859F-4D0A-8DDC-527E2901F7D4_tiles.jsonl,TCGA-5N-A9KI,Perivesical adipose tissue (extravesical fat),29949,28426
TCGA-BL-A0C8-01Z-00-DX1.E7FC7156-EF0C-4C79-93D1-1345ADB36A45_tiles.jsonl,TCGA-BL-A0C8,Blood vessels (vasculature),6802,6528
TCGA-BL-A0C8-01Z-00-DX1.E7FC7156-EF0C-4C79-93D1-1345ADB36A45_tiles.jsonl,TCGA-BL-A0C8,Inflammatory infiltrates (immune cells),348,265
TCGA-BL-A0C8-01Z-00-DX1.E7FC7156-EF0C-4C79-93D1-1345ADB36A45_tiles.jsonl,TCGA-BL-A0C8,Invasive urothelial carcinoma (tumor),3663,3575
TCGA-BL-A0C8-01Z-00-DX1.E7FC7156-EF0C-4C79-93D1-1345ADB36A45_tiles.jsonl,TCGA-BL-A0C8,Lamina propria (fibrovascular stroma),189,135
TCGA-BL-A0C8-01Z-00-DX1.E7FC7156-EF0C-4C79-93D1-1345ADB36A45_tiles.jsonl,TCGA-BL-A0C8,Muscularis propria (detrusor muscle),1286,1046
TCGA-BL-A0C8-01Z-00-DX1.E7FC7156-EF0C-4C79-93D1-1345ADB36A45_tiles.jsonl,TCGA-BL-A0C8,Necrosis,1656,1500
TCGA-BL-A0C8-01Z-00-DX1.E7FC7156-EF0C-4C79-93D1-1345ADB36A45_tiles.jsonl,TCGA-BL-A0C8,Normal urothelium (benign mucosa),11594,11070
TCGA-BL-A0C8-01Z-00-DX1.E7FC7156-EF0C-4C79-93D1-1345ADB36A45_tiles.jsonl,TCGA-BL-A0C8,Perivesical adipose tissue (extravesical fat),62,51
TCGA-BL-A13I-01Z-00-DX1.D08284EF-2E42-44FE-A3B9-BEF64076A86E_tiles.jsonl,TCGA-BL-A13I,Blood vessels (vasculature),5039,4743
TCGA-BL-A13I-01Z-00-DX1.D08284EF-2E42-44FE-A3B9-BEF64076A86E_tiles.jsonl,TCGA-BL-A13I,Inflammatory infiltrates (immune cells),645,534
TCGA-BL-A13I-01Z-00-DX1.D08284EF-2E42-44FE-A3B9-BEF64076A86E_tiles.jsonl,TCGA-BL-A13I,Invasive urothelial carcinoma (tumor),9544,9196
TCGA-BL-A13I-01Z-00-DX1.D08284EF-2E42-44FE-A3B9-BEF64076A86E_tiles.jsonl,TCGA-BL-A13I,Lamina propria (fibrovascular stroma),823,694
TCGA-BL-A13I-01Z-00-DX1.D08284EF-2E42-44FE-A3B9-BEF64076A86E_tiles.jsonl,TCGA-BL-A13I,Muscularis propria (detrusor muscle),209,143
TCGA-BL-A13I-01Z-00-DX1.D08284EF-2E42-44FE-A3B9-BEF64076A86E_tiles.jsonl,TCGA-BL-A13I,Necrosis,1459,1358
TCGA-BL-A13I-01Z-00-DX1.D08284EF-2E42-44FE-A3B9-BEF64076A86E_tiles.jsonl,TCGA-BL-A13I,Normal urothelium (benign mucosa),2432,2231
TCGA-BL-A13I-01Z-00-DX1.D08284EF-2E42-44FE-A3B9-BEF64076A86E_tiles.jsonl,TCGA-BL-A13I,Perivesical adipose tissue (extravesical fat),329,287
TCGA-BL-A13J-01Z-00-DX1.F2AFDD81-C88A-45EA-AC10-D9B38E878019_tiles.jsonl,TCGA-BL-A13J,Blood vessels (vasculature),1495,1360
TCGA-BL-A13J-01Z-00-DX1.F2AFDD81-C88A-45EA-AC10-D9B38E878019_tiles.jsonl,TCGA-BL-A13J,Inflammatory infiltrates (immune cells),65,52
TCGA-BL-A13J-01Z-00-DX1.F2AFDD81-C88A-45EA-AC10-D9B38E878019_tiles.jsonl,TCGA-BL-A13J,Invasive urothelial carcinoma (tumor),5278,5101
TCGA-BL-A13J-01Z-00-DX1.F2AFDD81-C88A-45EA-AC10-D9B38E878019_tiles.jsonl,TCGA-BL-A13J,Lamina propria (fibrovascular stroma),1045,906
TCGA-BL-A13J-01Z-00-DX1.F2AFDD81-C88A-45EA-AC10-D9B38E878019_tiles.jsonl,TCGA-BL-A13J,Muscularis propria (detrusor muscle),664,556
TCGA-BL-A13J-01Z-00-DX1.F2AFDD81-C88A-45EA-AC10-D9B38E878019_tiles.jsonl,TCGA-BL-A13J,Necrosis,78,64
TCGA-BL-A13J-01Z-00-DX1.F2AFDD81-C88A-45EA-AC10-D9B38E878019_tiles.jsonl,TCGA-BL-A13J,Normal urothelium (benign mucosa),1252,1151
TCGA-BL-A13J-01Z-00-DX1.F2AFDD81-C88A-45EA-AC10-D9B38E878019_tiles.jsonl,TCGA-BL-A13J,Perivesical adipose tissue (extravesical fat),363,316
TCGA-BL-A3JM-01Z-00-DX1.33E53972-CEA4-4D84-A5D2-7DAD7B0C27F8_tiles.jsonl,TCGA-BL-A3JM,Blood vessels (vasculature),339,280
TCGA-BL-A3JM-01Z-00-DX1.33E53972-CEA4-4D84-A5D2-7DAD7B0C27F8_tiles.jsonl,TCGA-BL-A3JM,Inflammatory infiltrates (immune cells),141,92
TCGA-BL-A3JM-01Z-00-DX1.33E53972-CEA4-4D84-A5D2-7DAD7B0C27F8_tiles.jsonl,TCGA-BL-A3JM,Invasive urothelial carcinoma (tumor),1646,1550
TCGA-BL-A3JM-01Z-00-DX1.33E53972-CEA4-4D84-A5D2-7DAD7B0C27F8_tiles.jsonl,TCGA-BL-A3JM,Lamina propria (fibrovascular stroma),180,131
TCGA-BL-A3JM-01Z-00-DX1.33E53972-CEA4-4D84-A5D2-7DAD7B0C27F8_tiles.jsonl,TCGA-BL-A3JM,Muscularis propria (detrusor muscle),545,418
TCGA-BL-A3JM-01Z-00-DX1.33E53972-CEA4-4D84-A5D2-7DAD7B0C27F8_tiles.jsonl,TCGA-BL-A3JM,Necrosis,75,70
TCGA-BL-A3JM-01Z-00-DX1.33E53972-CEA4-4D84-A5D2-7DAD7B0C27F8_tiles.jsonl,TCGA-BL-A3JM,Normal urothelium (benign mucosa),889,757
TCGA-BL-A3JM-01Z-00-DX1.33E53972-CEA4-4D84-A5D2-7DAD7B0C27F8_tiles.jsonl,TCGA-BL-A3JM,Perivesical adipose tissue (extravesical fat),1106,1078
TCGA-BL-A5ZZ-01Z-00-DX1.4CF32B22-118E-4570-B341-0F35258329E6_tiles.jsonl,TCGA-BL-A5ZZ,Blood vessels (vasculature),5333,4965
TCGA-BL-A5ZZ-01Z-00-DX1.4CF32B22-118E-4570-B341-0F35258329E6_tiles.jsonl,TCGA-BL-A5ZZ,Inflammatory infiltrates (immune cells),310,237
TCGA-BL-A5ZZ-01Z-00-DX1.4CF32B22-118E-4570-B341-0F35258329E6_tiles.jsonl,TCGA-BL-A5ZZ,Invasive urothelial carcinoma (tumor),2685,2553
TCGA-BL-A5ZZ-01Z-00-DX1.4CF32B22-118E-4570-B341-0F35258329E6_tiles.jsonl,TCGA-BL-A5ZZ,Lamina propria (fibrovascular stroma),22,17
TCGA-BL-A5ZZ-01Z-00-DX1.4CF32B22-118E-4570-B341-0F35258329E6_tiles.jsonl,TCGA-BL-A5ZZ,Muscularis propria (detrusor muscle),119,88
TCGA-BL-A5ZZ-01Z-00-DX1.4CF32B22-118E-4570-B341-0F35258329E6_tiles.jsonl,TCGA-BL-A5ZZ,Necrosis,12043,11632
TCGA-BL-A5ZZ-01Z-00-DX1.4CF32B22-118E-4570-B341-0F35258329E6_tiles.jsonl,TCGA-BL-A5ZZ,Normal urothelium (benign mucosa),9582,9024
TCGA-BL-A5ZZ-01Z-00-DX1.4CF32B22-118E-4570-B341-0F35258329E6_tiles.jsonl,TCGA-BL-A5ZZ,Perivesical adipose tissue (extravesical fat),626,527
TCGA-BT-A0S7-01Z-00-DX1.32588823-EE4E-4F55-B586-29E8E9D98EDE_tiles.jsonl,TCGA-BT-A0S7,Blood vessels (vasculature),8378,7719
TCGA-BT-A0S7-01Z-00-DX1.32588823-EE4E-4F55-B586-29E8E9D98EDE_tiles.jsonl,TCGA-BT-A0S7,Inflammatory infiltrates (immune cells),200,153
TCGA-BT-A0S7-01Z-00-DX1.32588823-EE4E-4F55-B586-29E8E9D98EDE_tiles.jsonl,TCGA-BT-A0S7,Invasive urothelial carcinoma (tumor),58035,57098
TCGA-BT-A0S7-01Z-00-DX1.32588823-EE4E-4F55-B586-29E8E9D98EDE_tiles.jsonl,TCGA-BT-A0S7,Lamina propria (fibrovascular stroma),2095,1566
TCGA-BT-A0S7-01Z-00-DX1.32588823-EE4E-4F55-B586-29E8E9D98EDE_tiles.jsonl,TCGA-BT-A0S7,Muscularis propria (detrusor muscle),12661,11385
TCGA-BT-A0S7-01Z-00-DX1.32588823-EE4E-4F55-B586-29E8E9D98EDE_tiles.jsonl,TCGA-BT-A0S7,Necrosis,8911,8708
TCGA-BT-A0S7-01Z-00-DX1.32588823-EE4E-4F55-B586-29E8E9D98EDE_tiles.jsonl,TCGA-BT-A0S7,Normal urothelium (benign mucosa),3179,2786
TCGA-BT-A0S7-01Z-00-DX1.32588823-EE4E-4F55-B586-29E8E9D98EDE_tiles.jsonl,TCGA-BT-A0S7,Perivesical adipose tissue (extravesical fat),3821,3628
TCGA-BT-A0YX-01Z-00-DX1.B28C49EA-BF1C-44D8-B9A0-DC0A6172702E_tiles.jsonl,TCGA-BT-A0YX,Blood vessels (vasculature),6475,6055
TCGA-BT-A0YX-01Z-00-DX1.B28C49EA-BF1C-44D8-B9A0-DC0A6172702E_tiles.jsonl,TCGA-BT-A0YX,Inflammatory infiltrates (immune cells),1019,846
TCGA-BT-A0YX-01Z-00-DX1.B28C49EA-BF1C-44D8-B9A0-DC0A6172702E_tiles.jsonl,TCGA-BT-A0YX,Invasive urothelial carcinoma (tumor),37623,36987
TCGA-BT-A0YX-01Z-00-DX1.B28C49EA-BF1C-44D8-B9A0-DC0A6172702E_tiles.jsonl,TCGA-BT-A0YX,Lamina propria (fibrovascular stroma),11306,10254
TCGA-BT-A0YX-01Z-00-DX1.B28C49EA-BF1C-44D8-B9A0-DC0A6172702E_tiles.jsonl,TCGA-BT-A0YX,Muscularis propria (detrusor muscle),5531,4655
TCGA-BT-A0YX-01Z-00-DX1.B28C49EA-BF1C-44D8-B9A0-DC0A6172702E_tiles.jsonl,TCGA-BT-A0YX,Necrosis,1650,1545
TCGA-BT-A0YX-01Z-00-DX1.B28C49EA-BF1C-44D8-B9A0-DC0A6172702E_tiles.jsonl,TCGA-BT-A0YX,Normal urothelium (benign mucosa),5139,4578
TCGA-BT-A0YX-01Z-00-DX1.B28C49EA-BF1C-44D8-B9A0-DC0A6172702E_tiles.jsonl,TCGA-BT-A0YX,Perivesical adipose tissue (extravesical fat),2937,2848
TCGA-BT-A20J-01Z-00-DX1.EB1BC7DB-9BF1-467D-B897-9BA2130320CB_tiles.jsonl,TCGA-BT-A20J,Blood vessels (vasculature),7892,7339
TCGA-BT-A20J-01Z-00-DX1.EB1BC7DB-9BF1-467D-B897-9BA2130320CB_tiles.jsonl,TCGA-BT-A20J,Inflammatory infiltrates (immune cells),269,218
TCGA-BT-A20J-01Z-00-DX1.EB1BC7DB-9BF1-467D-B897-9BA2130320CB_tiles.jsonl,TCGA-BT-A20J,Invasive urothelial carcinoma (tumor),4148,3978
TCGA-BT-A20J-01Z-00-DX1.EB1BC7DB-9BF1-467D-B897-9BA2130320CB_tiles.jsonl,TCGA-BT-A20J,Lamina propria (fibrovascular stroma),4591,4004
TCGA-BT-A20J-01Z-00-DX1.EB1BC7DB-9BF1-467D-B897-9BA2130320CB_tiles.jsonl,TCGA-BT-A20J,Muscularis propria (detrusor muscle),2424,1937
TCGA-BT-A20J-01Z-00-DX1.EB1BC7DB-9BF1-467D-B897-9BA2130320CB_tiles.jsonl,TCGA-BT-A20J,Necrosis,751,675
TCGA-BT-A20J-01Z-00-DX1.EB1BC7DB-9BF1-467D-B897-9BA2130320CB_tiles.jsonl,TCGA-BT-A20J,Normal urothelium (benign mucosa),3198,2844
TCGA-BT-A20J-01Z-00-DX1.EB1BC7DB-9BF1-467D-B897-9BA2130320CB_tiles.jsonl,TCGA-BT-A20J,Perivesical adipose tissue (extravesical fat),7447,7144
TCGA-BT-A20N-01Z-00-DX1.0FB9D7FF-BDF5-4768-A6F3-D8D16A899772_tiles.jsonl,TCGA-BT-A20N,Blood vessels (vasculature),14906,13869
TCGA-BT-A20N-01Z-00-DX1.0FB9D7FF-BDF5-4768-A6F3-D8D16A899772_tiles.jsonl,TCGA-BT-A20N,Inflammatory infiltrates (immune cells),323,236
TCGA-BT-A20N-01Z-00-DX1.0FB9D7FF-BDF5-4768-A6F3-D8D16A899772_tiles.jsonl,TCGA-BT-A20N,Invasive urothelial carcinoma (tumor),23681,23180
TCGA-BT-A20N-01Z-00-DX1.0FB9D7FF-BDF5-4768-A6F3-D8D16A899772_tiles.jsonl,TCGA-BT-A20N,Lamina propria (fibrovascular stroma),7117,6021
TCGA-BT-A20N-01Z-00-DX1.0FB9D7FF-BDF5-4768-A6F3-D8D16A899772_tiles.jsonl,TCGA-BT-A20N,Muscularis propria (detrusor muscle),5386,4446
TCGA-BT-A20N-01Z-00-DX1.0FB9D7FF-BDF5-4768-A6F3-D8D16A899772_tiles.jsonl,TCGA-BT-A20N,Necrosis,3558,3363
TCGA-BT-A20N-01Z-00-DX1.0FB9D7FF-BDF5-4768-A6F3-D8D16A899772_tiles.jsonl,TCGA-BT-A20N,Normal urothelium (benign mucosa),1237,961
TCGA-BT-A20N-01Z-00-DX1.0FB9D7FF-BDF5-4768-A6F3-D8D16A899772_tiles.jsonl,TCGA-BT-A20N,Perivesical adipose tissue (extravesical fat),5232,4978
TCGA-BT-A20O-01Z-00-DX1.BD64154E-5CB0-4088-94CC-C48C036E3715_tiles.jsonl,TCGA-BT-A20O,Blood vessels (vasculature),1654,1528
TCGA-BT-A20O-01Z-00-DX1.BD64154E-5CB0-4088-94CC-C48C036E3715_tiles.jsonl,TCGA-BT-A20O,Inflammatory infiltrates (immune cells),363,284
TCGA-BT-A20O-01Z-00-DX1.BD64154E-5CB0-4088-94CC-C48C036E3715_tiles.jsonl,TCGA-BT-A20O,Invasive urothelial carcinoma (tumor),17522,17120
TCGA-BT-A20O-01Z-00-DX1.BD64154E-5CB0-4088-94CC-C48C036E3715_tiles.jsonl,TCGA-BT-A20O,Lamina propria (fibrovascular stroma),3776,3366
TCGA-BT-A20O-01Z-00-DX1.BD64154E-5CB0-4088-94CC-C48C036E3715_tiles.jsonl,TCGA-BT-A20O,Muscularis propria (detrusor muscle),8414,7799
TCGA-BT-A20O-01Z-00-DX1.BD64154E-5CB0-4088-94CC-C48C036E3715_tiles.jsonl,TCGA-BT-A20O,Necrosis,3009,2857
TCGA-BT-A20O-01Z-00-DX1.BD64154E-5CB0-4088-94CC-C48C036E3715_tiles.jsonl,TCGA-BT-A20O,Normal urothelium (benign mucosa),1134,1003
TCGA-BT-A20O-01Z-00-DX1.BD64154E-5CB0-4088-94CC-C48C036E3715_tiles.jsonl,TCGA-BT-A20O,Perivesical adipose tissue (extravesical fat),5088,5040
TCGA-BT-A20P-01Z-00-DX1.721A7D6B-C9F3-4A70-8E84-EA2556349AE1_tiles.jsonl,TCGA-BT-A20P,Blood vessels (vasculature),11637,10872
TCGA-BT-A20P-01Z-00-DX1.721A7D6B-C9F3-4A70-8E84-EA2556349AE1_tiles.jsonl,TCGA-BT-A20P,Inflammatory infiltrates (immune cells),777,601
TCGA-BT-A20P-01Z-00-DX1.721A7D6B-C9F3-4A70-8E84-EA2556349AE1_tiles.jsonl,TCGA-BT-A20P,Invasive urothelial carcinoma (tumor),12427,12151
TCGA-BT-A20P-01Z-00-DX1.721A7D6B-C9F3-4A70-8E84-EA2556349AE1_tiles.jsonl,TCGA-BT-A20P,Lamina propria (fibrovascular stroma),15097,13826
TCGA-BT-A20P-01Z-00-DX1.721A7D6B-C9F3-4A70-8E84-EA2556349AE1_tiles.jsonl,TCGA-BT-A20P,Muscularis propria (detrusor muscle),9940,8667
TCGA-BT-A20P-01Z-00-DX1.721A7D6B-C9F3-4A70-8E84-EA2556349AE1_tiles.jsonl,TCGA-BT-A20P,Necrosis,545,516
TCGA-BT-A20P-01Z-00-DX1.721A7D6B-C9F3-4A70-8E84-EA2556349AE1_tiles.jsonl,TCGA-BT-A20P,Normal urothelium (benign mucosa),2884,2442
TCGA-BT-A20P-01Z-00-DX1.721A7D6B-C9F3-4A70-8E84-EA2556349AE1_tiles.jsonl,TCGA-BT-A20P,Perivesical adipose tissue (extravesical fat),3013,2677
TCGA-BT-A20Q-01Z-00-DX1.BFF3D35C-CB0C-49C3-8D35-D5C84E133B49_tiles.jsonl,TCGA-BT-A20Q,Blood vessels (vasculature),6645,5922
TCGA-BT-A20Q-01Z-00-DX1.BFF3D35C-CB0C-49C3-8D35-D5C84E133B49_tiles.jsonl,TCGA-BT-A20Q,Inflammatory infiltrates (immune cells),1115,845
TCGA-BT-A20Q-01Z-00-DX1.BFF3D35C-CB0C-49C3-8D35-D5C84E133B49_tiles.jsonl,TCGA-BT-A20Q,Invasive urothelial carcinoma (tumor),25194,24425
TCGA-BT-A20Q-01Z-00-DX1.BFF3D35C-CB0C-49C3-8D35-D5C84E133B49_tiles.jsonl,TCGA-BT-A20Q,Lamina propria (fibrovascular stroma),10305,8895
TCGA-BT-A20Q-01Z-00-DX1.BFF3D35C-CB0C-49C3-8D35-D5C84E133B49_tiles.jsonl,TCGA-BT-A20Q,Muscularis propria (detrusor muscle),20787,18530
TCGA-BT-A20Q-01Z-00-DX1.BFF3D35C-CB0C-49C3-8D35-D5C84E133B49_tiles.jsonl,TCGA-BT-A20Q,Necrosis,429,371
TCGA-BT-A20Q-01Z-00-DX1.BFF3D35C-CB0C-49C3-8D35-D5C84E133B49_tiles.jsonl,TCGA-BT-A20Q,Normal urothelium (benign mucosa),3083,2510
TCGA-BT-A20Q-01Z-00-DX1.BFF3D35C-CB0C-49C3-8D35-D5C84E133B49_tiles.jsonl,TCGA-BT-A20Q,Perivesical adipose tissue (extravesical fat),4122,3841
TCGA-BT-A20R-01Z-00-DX1.38320FC0-F1E5-401B-9336-D77796456B30_tiles.jsonl,TCGA-BT-A20R,Blood vessels (vasculature),7721,7247
TCGA-BT-A20R-01Z-00-DX1.38320FC0-F1E5-401B-9336-D77796456B30_tiles.jsonl,TCGA-BT-A20R,Inflammatory infiltrates (immune cells),465,351
TCGA-BT-A20R-01Z-00-DX1.38320FC0-F1E5-401B-9336-D77796456B30_tiles.jsonl,TCGA-BT-A20R,Invasive urothelial carcinoma (tumor),25997,25604
TCGA-BT-A20R-01Z-00-DX1.38320FC0-F1E5-401B-9336-D77796456B30_tiles.jsonl,TCGA-BT-A20R,Lamina propria (fibrovascular stroma),8148,7494
TCGA-BT-A20R-01Z-00-DX1.38320FC0-F1E5-401B-9336-D77796456B30_tiles.jsonl,TCGA-BT-A20R,Muscularis propria (detrusor muscle),4642,3932
TCGA-BT-A20R-01Z-00-DX1.38320FC0-F1E5-401B-9336-D77796456B30_tiles.jsonl,TCGA-BT-A20R,Necrosis,53,41
TCGA-BT-A20R-01Z-00-DX1.38320FC0-F1E5-401B-9336-D77796456B30_tiles.jsonl,TCGA-BT-A20R,Normal urothelium (benign mucosa),1309,1078
TCGA-BT-A20R-01Z-00-DX1.38320FC0-F1E5-401B-9336-D77796456B30_tiles.jsonl,TCGA-BT-A20R,Perivesical adipose tissue (extravesical fat),2865,2714
TCGA-BT-A20T-01Z-00-DX1.96460E53-65E0-425F-B079-939D7AA537BE_tiles.jsonl,TCGA-BT-A20T,Blood vessels (vasculature),8509,7946
TCGA-BT-A20T-01Z-00-DX1.96460E53-65E0-425F-B079-939D7AA537BE_tiles.jsonl,TCGA-BT-A20T,Inflammatory infiltrates (immune cells),820,674
TCGA-BT-A20T-01Z-00-DX1.96460E53-65E0-425F-B079-939D7AA537BE_tiles.jsonl,TCGA-BT-A20T,Invasive urothelial carcinoma (tumor),16968,16609
TCGA-BT-A20T-01Z-00-DX1.96460E53-65E0-425F-B079-939D7AA537BE_tiles.jsonl,TCGA-BT-A20T,Lamina propria (fibrovascular stroma),12472,11400
TCGA-BT-A20T-01Z-00-DX1.96460E53-65E0-425F-B079-939D7AA537BE_tiles.jsonl,TCGA-BT-A20T,Muscularis propria (detrusor muscle),5188,4491
TCGA-BT-A20T-01Z-00-DX1.96460E53-65E0-425F-B079-939D7AA537BE_tiles.jsonl,TCGA-BT-A20T,Necrosis,66,58
TCGA-BT-A20T-01Z-00-DX1.96460E53-65E0-425F-B079-939D7AA537BE_tiles.jsonl,TCGA-BT-A20T,Normal urothelium (benign mucosa),1884,1675
