feature,region,coef,hr,p,q
tumor_E_original_firstorder_Entropy_mean,tumor,0.26075837634544885,1.297914020814234,0.0038016136761515277,0.148859583754339
tumor_E_original_glcm_JointEnergy_mean,tumor,-0.28903033323020094,0.7489894857876009,0.003963731655345757,0.148859583754339
tils_H_original_firstorder_90Percentile_std,tils,-0.275566722831649,0.7591417783151138,0.004133353365254687,0.148859583754339
tils_E_original_firstorder_Entropy_mean,tils,0.2402241292619684,1.2715341063875476,0.004185680635475203,0.148859583754339
tils_H_original_firstorder_RootMeanSquared_std,tils,-0.32572649607428683,0.722002630983641,0.004269892498444817,0.148859583754339
tumor_E_original_glcm_JointEntropy_mean,tumor,0.26382579331386913,1.301901376620225,0.004324789845311064,0.148859583754339
tils_E_original_glcm_Correlation_mean,tils,0.2563386427491712,1.2921902447115028,0.004500822129440059,0.148859583754339
tils_E_original_firstorder_Uniformity_mean,tils,-0.24947229428689566,0.7792118691506984,0.00451918108234859,0.148859583754339
stroma_E_original_glcm_Imc2_mean,stroma,0.28021698369700465,1.323416941085737,0.004700883205904138,0.148859583754339
adipose_E_original_firstorder_MeanAbsoluteDeviation_std,adipose,-0.25997812437018897,0.7710684532271146,0.004909068767998179,0.148859583754339
tils_E_original_glcm_JointEntropy_mean,tils,0.24119624584206273,1.2727707867758877,0.005068354299888256,0.148859583754339
tils_H_original_glcm_SumEntropy_std,tils,-0.25481562467036983,0.7750593866179952,0.005217654802777693,0.148859583754339
tils_E_original_glcm_JointEnergy_mean,tils,-0.2510083848573763,0.7780158479796859,0.005304139834229146,0.148859583754339
tils_E_original_glcm_Autocorrelation_mean,tils,0.19036885500028375,1.2096957176896828,0.005444007634444398,0.148859583754339
adipose_E_original_firstorder_RobustMeanAbsoluteDeviation_std,adipose,-0.2534118399691604,0.776148167155392,0.0056726375715522035,0.15041084470024782
tils_E_original_firstorder_TotalEnergy_mean,tils,0.18586344552810816,1.2042578023609234,0.006319993931721559,0.1553486869774514
tils_E_original_firstorder_Energy_mean,tils,0.18586344552810816,1.2042578023609234,0.006319993931721559,0.1553486869774514
tils_E_original_firstorder_10Percentile_mean,tils,0.19042652194526685,1.2097654791575272,0.0063914888356437155,0.1553486869774514
tils_E_original_firstorder_90Percentile_mean,tils,0.20866280532451825,1.2320294946957036,0.006653603504853081,0.15734873153368775
adipose_E_original_firstorder_InterquartileRange_std,adipose,-0.24372740827218087,0.7837012356224704,0.0076339267650322685,0.17578120840534828
stroma_E_original_glcm_Imc1_mean,stroma,-0.23623594624861297,0.7895943501276271,0.00803074269118527,0.1791158802496768
tumor_E_original_firstorder_Median_mean,tumor,0.20877679560519938,1.2321699420882781,0.008188154525699511,0.1791158802496768
tils_H_original_glcm_JointEntropy_std,tils,-0.24074708942535059,0.7860403991804699,0.008488169120091094,0.18103785326188054
tumor_E_original_firstorder_Mean_mean,tumor,0.20783686500601156,1.2310123319781183,0.008689816956570265,0.18103785326188054
tils_H_original_firstorder_MeanAbsoluteDeviation_std,tils,-0.27956783653887723,0.7561104341605337,0.009525881634961717,0.19384061466491864
tumor_E_original_firstorder_RootMeanSquared_mean,tumor,0.2044462323399931,1.2268454894611875,0.010389932184929219,0.20022380673653997
tumor_E_original_glcm_SumAverage_mean,tumor,0.19987221850304757,1.2212466954585255,0.01052605155414953,0.20022380673653997
tumor_E_original_glcm_JointAverage_mean,tumor,0.19987221850304754,1.2212466954585255,0.01052605155414953,0.20022380673653997
adipose_E_original_glcm_MaximumProbability_mean,adipose,-0.23444116693780592,0.7910127702259344,0.011327394220592719,0.21088233921316232
vessels_E_original_glcm_Imc2_mean,vessels,0.2532689270758581,1.2882296700934914,0.011837936191155876,0.21579571181794566
tumor_E_original_firstorder_90Percentile_mean,tumor,0.20334852674448683,1.2254995131805853,0.012345127029775305,0.21649675013434674
tdlu_E_original_glcm_MCC_mean,tdlu,0.23967057009388412,1.2708304318061519,0.012371242864819814,0.21649675013434674
tdlu_E_original_glcm_Imc2_mean,tdlu,0.2431292415574976,1.2752334266227938,0.012786105651971018,0.21936945971518904
stroma_E_original_firstorder_Uniformity_mean,stroma,-0.22767067633433122,0.7963864855712309,0.01331842157493354,0.22065494222193785
vessels_E_original_glcm_MaximumProbability_mean,vessels,-0.23094022064766795,0.7937869166847131,0.013564352587581442,0.22065494222193785
stroma_E_original_glcm_SumEntropy_mean,stroma,0.21622645613953775,1.2413834660799374,0.013867832284438584,0.22065494222193785
tdlu_E_original_glcm_Correlation_mean,tdlu,0.23286580912391494,1.2622120906160608,0.01386973922537895,0.22065494222193785
stroma_E_original_firstorder_Entropy_mean,stroma,0.21209015963766514,1.2362593407482487,0.01419174705900505,0.22136344493619264
vessels_E_original_glcm_SumEntropy_mean,vessels,0.22188903566078563,1.2484328386529748,0.014420247270129121,0.22136344493619264
vessels_E_original_firstorder_Uniformity_mean,vessels,-0.2262308135472319,0.7975339987684764,0.01693500170733583,0.2514735933877527
tdlu_E_original_glcm_MaximumProbability_mean,tdlu,-0.22556649759637282,0.798063989346317,0.017102630068968432,0.2514735933877527
vessels_E_original_firstorder_Entropy_mean,vessels,0.21180848667437197,1.2359111689539337,0.017587866633773125,0.2514735933877527
tumor_E_original_glcm_Imc1_mean,tumor,-0.2089655982341285,0.8114231495524784,0.017809126102511407,0.2514735933877527
stroma_E_original_glcm_JointEnergy_mean,stroma,-0.22245709409317246,0.8005493543093737,0.01781870033147505,0.2514735933877527
tils_E_original_glcm_Imc1_mean,tils,-0.1948193625534394,0.8229833062329005,0.01869159966186489,0.2520809958919945
vessels_E_original_glcm_JointEntropy_mean,vessels,0.21298561410116934,1.2373668504812336,0.018760014538211873,0.2520809958919945
tils_H_original_firstorder_Mean_std,tils,-0.25018513639794193,0.7786566120457766,0.019526054670923082,0.2520809958919945
vessels_E_original_glcm_MCC_mean,vessels,0.2291990039228665,1.2575922799066213,0.019763096936073882,0.2520809958919945
stroma_E_original_glcm_MaximumProbability_mean,stroma,-0.21246053890588323,0.8085922236257383,0.019766032559848566,0.2520809958919945
vessels_E_original_glcm_JointEnergy_mean,vessels,-0.22425907273787307,0.799108080431254,0.019976029028253565,0.2520809958919945
vessels_E_original_glcm_Correlation_mean,vessels,0.22560524975192253,1.253080913631427,0.020010553519097318,0.2520809958919945
tdlu_E_original_firstorder_Uniformity_mean,tdlu,-0.2193979598297097,0.8030020919828745,0.020166479671359563,0.2520809958919945
adipose_H_original_firstorder_Median_mean,adipose,0.18078227655184806,1.198154284610522,0.02151999403809606,0.26521119413146554
tdlu_E_original_glcm_JointEnergy_mean,tdlu,-0.22329938989772494,0.799875338846949,0.022009462808834118,0.26747611052402576
stroma_E_original_glcm_JointEntropy_mean,stroma,0.197662672251375,1.2185512733267503,0.023897883271479212,0.2864472309937577
tils_E_original_glcm_DifferenceEntropy_mean,tils,0.1988903687296518,1.22004820313332,0.02590860159266055,0.30300046565606575
tdlu_E_original_glcm_SumEntropy_mean,tdlu,0.19988144938841104,1.2212579686988028,0.026078420373019138,0.30300046565606575
tdlu_E_original_firstorder_Skewness_mean,tdlu,-0.2963252545352101,0.7435455471245453,0.027163530389613874,0.30300046565606575
stroma_H_original_firstorder_Median_std,stroma,-0.19847905490546827,0.8199769450551734,0.02722092153415415,0.30300046565606575
tdlu_E_original_firstorder_Entropy_mean,tdlu,0.19555903002228806,1.2159905717541795,0.027245757402419125,0.30300046565606575
stroma_E_original_firstorder_MeanAbsoluteDeviation_mean,stroma,0.1744302946470386,1.190567750547284,0.028761047919412044,0.30300046565606575
stroma_H_original_firstorder_Mean_std,stroma,-0.19393696293813345,0.8237098268793523,0.02910769584610192,0.30300046565606575
tils_H_original_glcm_SumAverage_std,tils,-0.24012354885661286,0.7865306800971613,0.02911216605084621,0.30300046565606575
tils_H_original_glcm_JointAverage_std,tils,-0.24012354885661266,0.7865306800971614,0.029112166050846346,0.30300046565606575
adipose_E_original_glcm_JointEnergy_mean,adipose,-0.20967846125816703,0.8108449221152799,0.029573550134246344,0.30300046565606575
tumor_E_original_glcm_DifferenceEntropy_mean,tumor,0.2009188258154696,1.2225255302824678,0.02963664510734386,0.30300046565606575
dcis_H_original_glcm_SumEntropy_std,dcis,-0.19133027865589025,0.8258597792443516,0.029664973529414457,0.30300046565606575
stroma_H_original_firstorder_RootMeanSquared_std,stroma,-0.19669653349207708,0.8214398749828252,0.029780617195910464,0.30300046565606575
tils_E_original_firstorder_MeanAbsoluteDeviation_mean,tils,0.16855899885905565,1.1835980557197945,0.030271397268161568,0.30404361769963767
tils_H_original_firstorder_RobustMeanAbsoluteDeviation_std,tils,-0.23310322526518407,0.7920718074818538,0.031834904441876394,0.30404361769963767
adipose_E_original_firstorder_Variance_std,adipose,-0.1995901636988587,0.8190663674302286,0.03314526376457088,0.30404361769963767
stroma_E_original_glcm_ClusterShade_mean,stroma,0.15603377266313487,1.1688656781300741,0.033164377111236834,0.30404361769963767
tumor_E_original_glcm_Autocorrelation_mean,tumor,0.15767144180761153,1.170781461666807,0.03340021120843091,0.30404361769963767
dcis_H_original_firstorder_Entropy_std,dcis,-0.18937897000967063,0.8274728598694103,0.03383616902203045,0.30404361769963767
tils_H_original_glcm_Autocorrelation_std,tils,-0.3326284379161075,0.7170365682669068,0.03392518847164121,0.30404361769963767
tdlu_E_original_firstorder_Kurtosis_mean,tdlu,-0.39355303461666763,0.674655536530301,0.03423547525283461,0.30404361769963767
