slide,case,compartment,n_tiles,n_tiles_top1_ge_0.50
TCGA-AN-A0AS-01Z-00-DX1.51E551E9-E5F4-4C94-9B25-71DA41109E92_tiles.jsonl,TCGA-AN-A0AS,Normal breast glands and lobules (TDLU),1887,1554
TCGA-AN-A0AS-01Z-00-DX1.51E551E9-E5F4-4C94-9B25-71DA41109E92_tiles.jsonl,TCGA-AN-A0AS,Tumor-infiltrating lymphocytes (immune infiltrates),69,48
TCGA-AN-A0AT-01Z-00-DX1.DFD68CD2-C25E-47BE-BC06-8CE3C657B9FD_tiles.jsonl,TCGA-AN-A0AT,Adipose tissue (fat),5465,5029
TCGA-AN-A0AT-01Z-00-DX1.DFD68CD2-C25E-47BE-BC06-8CE3C657B9FD_tiles.jsonl,TCGA-AN-A0AT,Blood vessels (vasculature),1640,1438
TCGA-AN-A0AT-01Z-00-DX1.DFD68CD2-C25E-47BE-BC06-8CE3C657B9FD_tiles.jsonl,TCGA-AN-A0AT,Ductal carcinoma in situ (DCIS),965,808
TCGA-AN-A0AT-01Z-00-DX1.DFD68CD2-C25E-47BE-BC06-8CE3C657B9FD_tiles.jsonl,TCGA-AN-A0AT,Fibrous desmoplastic stroma,1228,883
TCGA-AN-A0AT-01Z-00-DX1.DFD68CD2-C25E-47BE-BC06-8CE3C657B9FD_tiles.jsonl,TCGA-AN-A0AT,Invasive breast carcinoma (tumor cells),5383,4486
TCGA-AN-A0AT-01Z-00-DX1.DFD68CD2-C25E-47BE-BC06-8CE3C657B9FD_tiles.jsonl,TCGA-AN-A0AT,Muscle tissue (smooth or skeletal muscle),14152,12986
TCGA-AN-A0AT-01Z-00-DX1.DFD68CD2-C25E-47BE-BC06-8CE3C657B9FD_tiles.jsonl,TCGA-AN-A0AT,Necrosis or hemorrhage,4892,4755
TCGA-AN-A0AT-01Z-00-DX1.DFD68CD2-C25E-47BE-BC06-8CE3C657B9FD_tiles.jsonl,TCGA-AN-A0AT,Normal breast glands and lobules (TDLU),6053,5268
TCGA-AN-A0AT-01Z-00-DX1.DFD68CD2-C25E-47BE-BC06-8CE3C657B9FD_tiles.jsonl,TCGA-AN-A0AT,Tumor-infiltrating lymphocytes (immune infiltrates),1505,1074
TCGA-AN-A0FD-01Z-00-DX1.8970DBBA-7D43-4C2E-B14A-6D21F1EF3425_tiles.jsonl,TCGA-AN-A0FD,Adipose tissue (fat),1628,1501
TCGA-AN-A0FD-01Z-00-DX1.8970DBBA-7D43-4C2E-B14A-6D21F1EF3425_tiles.jsonl,TCGA-AN-A0FD,Blood vessels (vasculature),178,162
TCGA-AN-A0FD-01Z-00-DX1.8970DBBA-7D43-4C2E-B14A-6D21F1EF3425_tiles.jsonl,TCGA-AN-A0FD,Ductal carcinoma in situ (DCIS),8,3
TCGA-AN-A0FD-01Z-00-DX1.8970DBBA-7D43-4C2E-B14A-6D21F1EF3425_tiles.jsonl,TCGA-AN-A0FD,Fibrous desmoplastic stroma,1361,1212
TCGA-AN-A0FD-01Z-00-DX1.8970DBBA-7D43-4C2E-B14A-6D21F1EF3425_tiles.jsonl,TCGA-AN-A0FD,Invasive breast carcinoma (tumor cells),1620,1435
TCGA-AN-A0FD-01Z-00-DX1.8970DBBA-7D43-4C2E-B14A-6D21F1EF3425_tiles.jsonl,TCGA-AN-A0FD,Muscle tissue (smooth or skeletal muscle),8837,8483
TCGA-AN-A0FD-01Z-00-DX1.8970DBBA-7D43-4C2E-B14A-6D21F1EF3425_tiles.jsonl,TCGA-AN-A0FD,Normal breast glands and lobules (TDLU),302,245
TCGA-AN-A0FD-01Z-00-DX1.8970DBBA-7D43-4C2E-B14A-6D21F1EF3425_tiles.jsonl,TCGA-AN-A0FD,Tumor-infiltrating lymphocytes (immune infiltrates),233,163
TCGA-AN-A0FF-01Z-00-DX1.A23982C3-E0EB-4DB2-84EE-26E0005E3F66_tiles.jsonl,TCGA-AN-A0FF,Adipose tissue (fat),3989,3556
TCGA-AN-A0FF-01Z-00-DX1.A23982C3-E0EB-4DB2-84EE-26E0005E3F66_tiles.jsonl,TCGA-AN-A0FF,Blood vessels (vasculature),4140,3824
TCGA-AN-A0FF-01Z-00-DX1.A23982C3-E0EB-4DB2-84EE-26E0005E3F66_tiles.jsonl,TCGA-AN-A0FF,Ductal carcinoma in situ (DCIS),165,148
TCGA-AN-A0FF-01Z-00-DX1.A23982C3-E0EB-4DB2-84EE-26E0005E3F66_tiles.jsonl,TCGA-AN-A0FF,Fibrous desmoplastic stroma,5523,4634
TCGA-AN-A0FF-01Z-00-DX1.A23982C3-E0EB-4DB2-84EE-26E0005E3F66_tiles.jsonl,TCGA-AN-A0FF,Invasive breast carcinoma (tumor cells),6365,5666
TCGA-AN-A0FF-01Z-00-DX1.A23982C3-E0EB-4DB2-84EE-26E0005E3F66_tiles.jsonl,TCGA-AN-A0FF,Muscle tissue (smooth or skeletal muscle),11626,10319
TCGA-AN-A0FF-01Z-00-DX1.A23982C3-E0EB-4DB2-84EE-26E0005E3F66_tiles.jsonl,TCGA-AN-A0FF,Necrosis or hemorrhage,1,1
TCGA-AN-A0FF-01Z-00-DX1.A23982C3-E0EB-4DB2-84EE-26E0005E3F66_tiles.jsonl,TCGA-AN-A0FF,Normal breast glands and lobules (TDLU),19753,18314
TCGA-AN-A0FF-01Z-00-DX1.A23982C3-E0EB-4DB2-84EE-26E0005E3F66_tiles.jsonl,TCGA-AN-A0FF,Tumor-infiltrating lymphocytes (immune infiltrates),1474,1018
TCGA-AN-A0FJ-01Z-00-DX1.97B60767-916E-4938-9D0B-E6C0FE1CB3FC_tiles.jsonl,TCGA-AN-A0FJ,Adipose tissue (fat),1230,1058
TCGA-AN-A0FJ-01Z-00-DX1.97B60767-916E-4938-9D0B-E6C0FE1CB3FC_tiles.jsonl,TCGA-AN-A0FJ,Blood vessels (vasculature),10748,9980
TCGA-AN-A0FJ-01Z-00-DX1.97B60767-916E-4938-9D0B-E6C0FE1CB3FC_tiles.jsonl,TCGA-AN-A0FJ,Ductal carcinoma in situ (DCIS),562,405
TCGA-AN-A0FJ-01Z-00-DX1.97B60767-916E-4938-9D0B-E6C0FE1CB3FC_tiles.jsonl,TCGA-AN-A0FJ,Fibrous desmoplastic stroma,2682,2325
TCGA-AN-A0FJ-01Z-00-DX1.97B60767-916E-4938-9D0B-E6C0FE1CB3FC_tiles.jsonl,TCGA-AN-A0FJ,Invasive breast carcinoma (tumor cells),2482,1965
TCGA-AN-A0FJ-01Z-00-DX1.97B60767-916E-4938-9D0B-E6C0FE1CB3FC_tiles.jsonl,TCGA-AN-A0FJ,Muscle tissue (smooth or skeletal muscle),7732,6880
TCGA-AN-A0FJ-01Z-00-DX1.97B60767-916E-4938-9D0B-E6C0FE1CB3FC_tiles.jsonl,TCGA-AN-A0FJ,Necrosis or hemorrhage,1066,1012
TCGA-AN-A0FJ-01Z-00-DX1.97B60767-916E-4938-9D0B-E6C0FE1CB3FC_tiles.jsonl,TCGA-AN-A0FJ,Normal breast glands and lobules (TDLU),4863,4131
TCGA-AN-A0FJ-01Z-00-DX1.97B60767-916E-4938-9D0B-E6C0FE1CB3FC_tiles.jsonl,TCGA-AN-A0FJ,Tumor-infiltrating lymphocytes (immune infiltrates),925,693
TCGA-AN-A0FK-01Z-00-DX1.8966A1D5-CE3A-4B08-A1F6-E613BEB1ABD1_tiles.jsonl,TCGA-AN-A0FK,Adipose tissue (fat),2920,2354
TCGA-AN-A0FK-01Z-00-DX1.8966A1D5-CE3A-4B08-A1F6-E613BEB1ABD1_tiles.jsonl,TCGA-AN-A0FK,Blood vessels (vasculature),2237,2007
TCGA-AN-A0FK-01Z-00-DX1.8966A1D5-CE3A-4B08-A1F6-E613BEB1ABD1_tiles.jsonl,TCGA-AN-A0FK,Ductal carcinoma in situ (DCIS),285,230
TCGA-AN-A0FK-01Z-00-DX1.8966A1D5-CE3A-4B08-A1F6-E613BEB1ABD1_tiles.jsonl,TCGA-AN-A0FK,Fibrous desmoplastic stroma,4606,3819
TCGA-AN-A0FK-01Z-00-DX1.8966A1D5-CE3A-4B08-A1F6-E613BEB1ABD1_tiles.jsonl,TCGA-AN-A0FK,Invasive breast carcinoma (tumor cells),7961,7156
TCGA-AN-A0FK-01Z-00-DX1.8966A1D5-CE3A-4B08-A1F6-E613BEB1ABD1_tiles.jsonl,TCGA-AN-A0FK,Muscle tissue (smooth or skeletal muscle),5835,4857
TCGA-AN-A0FK-01Z-00-DX1.8966A1D5-CE3A-4B08-A1F6-E613BEB1ABD1_tiles.jsonl,TCGA-AN-A0FK,Normal breast glands and lobules (TDLU),24703,23340
TCGA-AN-A0FK-01Z-00-DX1.8966A1D5-CE3A-4B08-A1F6-E613BEB1ABD1_tiles.jsonl,TCGA-AN-A0FK,Tumor-infiltrating lymphocytes (immune infiltrates),106,57
TCGA-AN-A0FL-01Z-00-DX1.20A041C6-A306-4599-A7D1-65032A252AA9_tiles.jsonl,TCGA-AN-A0FL,Adipose tissue (fat),1400,1304
TCGA-AN-A0FL-01Z-00-DX1.20A041C6-A306-4599-A7D1-65032A252AA9_tiles.jsonl,TCGA-AN-A0FL,Blood vessels (vasculature),13799,13556
TCGA-AN-A0FL-01Z-00-DX1.20A041C6-A306-4599-A7D1-65032A252AA9_tiles.jsonl,TCGA-AN-A0FL,Ductal carcinoma in situ (DCIS),28,22
TCGA-AN-A0FL-01Z-00-DX1.20A041C6-A306-4599-A7D1-65032A252AA9_tiles.jsonl,TCGA-AN-A0FL,Fibrous desmoplastic stroma,554,455
TCGA-AN-A0FL-01Z-00-DX1.20A041C6-A306-4599-A7D1-65032A252AA9_tiles.jsonl,TCGA-AN-A0FL,Invasive breast carcinoma (tumor cells),130,82
TCGA-AN-A0FL-01Z-00-DX1.20A041C6-A306-4599-A7D1-65032A252AA9_tiles.jsonl,TCGA-AN-A0FL,Muscle tissue (smooth or skeletal muscle),1407,1227
TCGA-AN-A0FL-01Z-00-DX1.20A041C6-A306-4599-A7D1-65032A252AA9_tiles.jsonl,TCGA-AN-A0FL,Necrosis or hemorrhage,36,32
TCGA-AN-A0FL-01Z-00-DX1.20A041C6-A306-4599-A7D1-65032A252AA9_tiles.jsonl,TCGA-AN-A0FL,Normal breast glands and lobules (TDLU),15675,15372
TCGA-AN-A0FL-01Z-00-DX1.20A041C6-A306-4599-A7D1-65032A252AA9_tiles.jsonl,TCGA-AN-A0FL,Tumor-infiltrating lymphocytes (immune infiltrates),366,298
TCGA-AN-A0FN-01Z-00-DX1.CAA3C2D0-7E74-48E5-ACB7-487434C7AAD2_tiles.jsonl,TCGA-AN-A0FN,Adipose tissue (fat),10009,9553
TCGA-AN-A0FN-01Z-00-DX1.CAA3C2D0-7E74-48E5-ACB7-487434C7AAD2_tiles.jsonl,TCGA-AN-A0FN,Blood vessels (vasculature),1178,1061
TCGA-AN-A0FN-01Z-00-DX1.CAA3C2D0-7E74-48E5-ACB7-487434C7AAD2_tiles.jsonl,TCGA-AN-A0FN,Ductal carcinoma in situ (DCIS),23,21
TCGA-AN-A0FN-01Z-00-DX1.CAA3C2D0-7E74-48E5-ACB7-487434C7AAD2_tiles.jsonl,TCGA-AN-A0FN,Fibrous desmoplastic stroma,8664,8041
TCGA-AN-A0FN-01Z-00-DX1.CAA3C2D0-7E74-48E5-ACB7-487434C7AAD2_tiles.jsonl,TCGA-AN-A0FN,Invasive breast carcinoma (tumor cells),1505,1257
TCGA-AN-A0FN-01Z-00-DX1.CAA3C2D0-7E74-48E5-ACB7-487434C7AAD2_tiles.jsonl,TCGA-AN-A0FN,Muscle tissue (smooth or skeletal muscle),2373,2020
TCGA-AN-A0FN-01Z-00-DX1.CAA3C2D0-7E74-48E5-ACB7-487434C7AAD2_tiles.jsonl,TCGA-AN-A0FN,Normal breast glands and lobules (TDLU),2544,2119
TCGA-AN-A0FN-01Z-00-DX1.CAA3C2D0-7E74-48E5-ACB7-487434C7AAD2_tiles.jsonl,TCGA-AN-A0FN,Tumor-infiltrating lymphocytes (immune infiltrates),192,114
TCGA-AN-A0FS-01Z-00-DX1.104368C2-28DA-4E43-8B27-78336AD5ABC8_tiles.jsonl,TCGA-AN-A0FS,Adipose tissue (fat),11278,11011
TCGA-AN-A0FS-01Z-00-DX1.104368C2-28DA-4E43-8B27-78336AD5ABC8_tiles.jsonl,TCGA-AN-A0FS,Blood vessels (vasculature),312,297
TCGA-AN-A0FS-01Z-00-DX1.104368C2-28DA-4E43-8B27-78336AD5ABC8_tiles.jsonl,TCGA-AN-A0FS,Ductal carcinoma in situ (DCIS),25,20
TCGA-AN-A0FS-01Z-00-DX1.104368C2-28DA-4E43-8B27-78336AD5ABC8_tiles.jsonl,TCGA-AN-A0FS,Fibrous desmoplastic stroma,2739,2471
TCGA-AN-A0FS-01Z-00-DX1.104368C2-28DA-4E43-8B27-78336AD5ABC8_tiles.jsonl,TCGA-AN-A0FS,Invasive breast carcinoma (tumor cells),1695,1521
TCGA-AN-A0FS-01Z-00-DX1.104368C2-28DA-4E43-8B27-78336AD5ABC8_tiles.jsonl,TCGA-AN-A0FS,Muscle tissue (smooth or skeletal muscle),766,643
TCGA-AN-A0FS-01Z-00-DX1.104368C2-28DA-4E43-8B27-78336AD5ABC8_tiles.jsonl,TCGA-AN-A0FS,Normal breast glands and lobules (TDLU),2981,2701
TCGA-AN-A0FS-01Z-00-DX1.104368C2-28DA-4E43-8B27-78336AD5ABC8_tiles.jsonl,TCGA-AN-A0FS,Tumor-infiltrating lymphocytes (immune infiltrates),25,13
TCGA-AN-A0FT-01Z-00-DX1.6F263AB3-FB1D-4056-AEC2-4F163017324F_tiles.jsonl,TCGA-AN-A0FT,Adipose tissue (fat),1502,1228
TCGA-AN-A0FT-01Z-00-DX1.6F263AB3-FB1D-4056-AEC2-4F163017324F_tiles.jsonl,TCGA-AN-A0FT,Blood vessels (vasculature),711,610
TCGA-AN-A0FT-01Z-00-DX1.6F263AB3-FB1D-4056-AEC2-4F163017324F_tiles.jsonl,TCGA-AN-A0FT,Ductal carcinoma in situ (DCIS),5,4
TCGA-AN-A0FT-01Z-00-DX1.6F263AB3-FB1D-4056-AEC2-4F163017324F_tiles.jsonl,TCGA-AN-A0FT,Fibrous desmoplastic stroma,1618,1285
TCGA-AN-A0FT-01Z-00-DX1.6F263AB3-FB1D-4056-AEC2-4F163017324F_tiles.jsonl,TCGA-AN-A0FT,Invasive breast carcinoma (tumor cells),14825,14418
TCGA-AN-A0FT-01Z-00-DX1.6F263AB3-FB1D-4056-AEC2-4F163017324F_tiles.jsonl,TCGA-AN-A0FT,Muscle tissue (smooth or skeletal muscle),3265,2881
TCGA-AN-A0FT-01Z-00-DX1.6F263AB3-FB1D-4056-AEC2-4F163017324F_tiles.jsonl,TCGA-AN-A0FT,Normal breast glands and lobules (TDLU),2230,1899
TCGA-AN-A0FT-01Z-00-DX1.6F263AB3-FB1D-4056-AEC2-4F163017324F_tiles.jsonl,TCGA-AN-A0FT,Tumor-infiltrating lymphocytes (immune infiltrates),52,35
TCGA-AN-A0FV-01Z-00-DX1.C0D02946-FCDA-472D-895D-7ACF5C96B264_tiles.jsonl,TCGA-AN-A0FV,Adipose tissue (fat),10706,10008
TCGA-AN-A0FV-01Z-00-DX1.C0D02946-FCDA-472D-895D-7ACF5C96B264_tiles.jsonl,TCGA-AN-A0FV,Blood vessels (vasculature),1308,1180
TCGA-AN-A0FV-01Z-00-DX1.C0D02946-FCDA-472D-895D-7ACF5C96B264_tiles.jsonl,TCGA-AN-A0FV,Ductal carcinoma in situ (DCIS),14,10
TCGA-AN-A0FV-01Z-00-DX1.C0D02946-FCDA-472D-895D-7ACF5C96B264_tiles.jsonl,TCGA-AN-A0FV,Fibrous desmoplastic stroma,1449,1192
TCGA-AN-A0FV-01Z-00-DX1.C0D02946-FCDA-472D-895D-7ACF5C96B264_tiles.jsonl,TCGA-AN-A0FV,Invasive breast carcinoma (tumor cells),1361,1135
TCGA-AN-A0FV-01Z-00-DX1.C0D02946-FCDA-472D-895D-7ACF5C96B264_tiles.jsonl,TCGA-AN-A0FV,Muscle tissue (smooth or skeletal muscle),8103,7532
TCGA-AN-A0FV-01Z-00-DX1.C0D02946-FCDA-472D-895D-7ACF5C96B264_tiles.jsonl,TCGA-AN-A0FV,Necrosis or hemorrhage,3,3
TCGA-AN-A0FV-01Z-00-DX1.C0D02946-FCDA-472D-895D-7ACF5C96B264_tiles.jsonl,TCGA-AN-A0FV,Normal breast glands and lobules (TDLU),4120,3622
TCGA-AN-A0FV-01Z-00-DX1.C0D02946-FCDA-472D-895D-7ACF5C96B264_tiles.jsonl,TCGA-AN-A0FV,Tumor-infiltrating lymphocytes (immune infiltrates),21,17
TCGA-AN-A0FW-01Z-00-DX1.5EEDFC71-6ABE-4189-8C45-2127403A8F04_tiles.jsonl,TCGA-AN-A0FW,Adipose tissue (fat),8244,7576
TCGA-AN-A0FW-01Z-00-DX1.5EEDFC71-6ABE-4189-8C45-2127403A8F04_tiles.jsonl,TCGA-AN-A0FW,Blood vessels (vasculature),370,341
TCGA-AN-A0FW-01Z-00-DX1.5EEDFC71-6ABE-4189-8C45-2127403A8F04_tiles.jsonl,TCGA-AN-A0FW,Ductal carcinoma in situ (DCIS),29,25
TCGA-AN-A0FW-01Z-00-DX1.5EEDFC71-6ABE-4189-8C45-2127403A8F04_tiles.jsonl,TCGA-AN-A0FW,Fibrous desmoplastic stroma,3385,2910
TCGA-AN-A0FW-01Z-00-DX1.5EEDFC71-6ABE-4189-8C45-2127403A8F04_tiles.jsonl,TCGA-AN-A0FW,Invasive breast carcinoma (tumor cells),3374,2923
TCGA-AN-A0FW-01Z-00-DX1.5EEDFC71-6ABE-4189-8C45-2127403A8F04_tiles.jsonl,TCGA-AN-A0FW,Muscle tissue (smooth or skeletal muscle),4617,4017
TCGA-AN-A0FW-01Z-00-DX1.5EEDFC71-6ABE-4189-8C45-2127403A8F04_tiles.jsonl,TCGA-AN-A0FW,Normal breast glands and lobules (TDLU),308,218
TCGA-AN-A0FW-01Z-00-DX1.5EEDFC71-6ABE-4189-8C45-2127403A8F04_tiles.jsonl,TCGA-AN-A0FW,Tumor-infiltrating lymphocytes (immune infiltrates),601,419
TCGA-AN-A0FX-01Z-00-DX1.C9656600-F823-4044-972B-7059B39FC539_tiles.jsonl,TCGA-AN-A0FX,Adipose tissue (fat),6257,5845
TCGA-AN-A0FX-01Z-00-DX1.C9656600-F823-4044-972B-7059B39FC539_tiles.jsonl,TCGA-AN-A0FX,Blood vessels (vasculature),957,870
TCGA-AN-A0FX-01Z-00-DX1.C9656600-F823-4044-972B-7059B39FC539_tiles.jsonl,TCGA-AN-A0FX,Ductal carcinoma in situ (DCIS),135,112
TCGA-AN-A0FX-01Z-00-DX1.C9656600-F823-4044-972B-7059B39FC539_tiles.jsonl,TCGA-AN-A0FX,Fibrous desmoplastic stroma,3640,3303
TCGA-AN-A0FX-01Z-00-DX1.C9656600-F823-4044-972B-7059B39FC539_tiles.jsonl,TCGA-AN-A0FX,Invasive breast carcinoma (tumor cells),1218,1007
TCGA-AN-A0FX-01Z-00-DX1.C9656600-F823-4044-972B-7059B39FC539_tiles.jsonl,TCGA-AN-A0FX,Muscle tissue (smooth or skeletal muscle),2715,2399
TCGA-AN-A0FX-01Z-00-DX1.C9656600-F823-4044-972B-7059B39FC539_tiles.jsonl,TCGA-AN-A0FX,Necrosis or hemorrhage,60,55
TCGA-AN-A0FX-01Z-00-DX1.C9656600-F823-4044-972B-7059B39FC539_tiles.jsonl,TCGA-AN-A0FX,Normal breast glands and lobules (TDLU),4846,4463
TCGA-AN-A0FX-01Z-00-DX1.C9656600-F823-4044-972B-7059B39FC539_tiles.jsonl,TCGA-AN-A0FX,Tumor-infiltrating lymphocytes (immune infiltrates),72,51
TCGA-AN-A0FY-01Z-00-DX1.25F5E2A1-F92C-4FE1-BD90-0CDDE50DC066_tiles.jsonl,TCGA-AN-A0FY,Adipose tissue (fat),3794,3568
TCGA-AN-A0FY-01Z-00-DX1.25F5E2A1-F92C-4FE1-BD90-0CDDE50DC066_tiles.jsonl,TCGA-AN-A0FY,Blood vessels (vasculature),1335,1219
TCGA-AN-A0FY-01Z-00-DX1.25F5E2A1-F92C-4FE1-BD90-0CDDE50DC066_tiles.jsonl,TCGA-AN-A0FY,Ductal carcinoma in situ (DCIS),26,20
TCGA-AN-A0FY-01Z-00-DX1.25F5E2A1-F92C-4FE1-BD90-0CDDE50DC066_tiles.jsonl,TCGA-AN-A0FY,Fibrous desmoplastic stroma,6113,5649
TCGA-AN-A0FY-01Z-00-DX1.25F5E2A1-F92C-4FE1-BD90-0CDDE50DC066_tiles.jsonl,TCGA-AN-A0FY,Invasive breast carcinoma (tumor cells),1356,1198
TCGA-AN-A0FY-01Z-00-DX1.25F5E2A1-F92C-4FE1-BD90-0CDDE50DC066_tiles.jsonl,TCGA-AN-A0FY,Muscle tissue (smooth or skeletal muscle),4057,3711
TCGA-AN-A0FY-01Z-00-DX1.25F5E2A1-F92C-4FE1-BD90-0CDDE50DC066_tiles.jsonl,TCGA-AN-A0FY,Necrosis or hemorrhage,1,1
TCGA-AN-A0FY-01Z-00-DX1.25F5E2A1-F92C-4FE1-BD90-0CDDE50DC066_tiles.jsonl,TCGA-AN-A0FY,Normal breast glands and lobules (TDLU),3186,2878
TCGA-AN-A0FY-01Z-00-DX1.25F5E2A1-F92C-4FE1-BD90-0CDDE50DC066_tiles.jsonl,TCGA-AN-A0FY,Tumor-infiltrating lymphocytes (immune infiltrates),24,17
TCGA-AN-A0FZ-01Z-00-DX1.9555AF11-3A0D-4FE3-AE91-09DA77B175CA_tiles.jsonl,TCGA-AN-A0FZ,Adipose tissue (fat),2792,2420
TCGA-AN-A0FZ-01Z-00-DX1.9555AF11-3A0D-4FE3-AE91-09DA77B175CA_tiles.jsonl,TCGA-AN-A0FZ,Blood vessels (vasculature),3469,3154
TCGA-AN-A0FZ-01Z-00-DX1.9555AF11-3A0D-4FE3-AE91-09DA77B175CA_tiles.jsonl,TCGA-AN-A0FZ,Ductal carcinoma in situ (DCIS),50,33
TCGA-AN-A0FZ-01Z-00-DX1.9555AF11-3A0D-4FE3-AE91-09DA77B175CA_tiles.jsonl,TCGA-AN-A0FZ,Fibrous desmoplastic stroma,2728,2422
TCGA-AN-A0FZ-01Z-00-DX1.9555AF11-3A0D-4FE3-AE91-09DA77B175CA_tiles.jsonl,TCGA-AN-A0FZ,Invasive breast carcinoma (tumor cells),2395,2059
TCGA-AN-A0FZ-01Z-00-DX1.9555AF11-3A0D-4FE3-AE91-09DA77B175CA_tiles.jsonl,TCGA-AN-A0FZ,Muscle tissue (smooth or skeletal muscle),1989,1706
TCGA-AN-A0FZ-01Z-00-DX1.9555AF11-3A0D-4FE3-AE91-09DA77B175CA_tiles.jsonl,TCGA-AN-A0FZ,Necrosis or hemorrhage,14,13
TCGA-AN-A0FZ-01Z-00-DX1.9555AF11-3A0D-4FE3-AE91-09DA77B175CA_tiles.jsonl,TCGA-AN-A0FZ,Normal breast glands and lobules (TDLU),2612,2227
TCGA-AN-A0FZ-01Z-00-DX1.9555AF11-3A0D-4FE3-AE91-09DA77B175CA_tiles.jsonl,TCGA-AN-A0FZ,Tumor-infiltrating lymphocytes (immune infiltrates),20,14
TCGA-AN-A0G0-01Z-00-DX1.BE0BB5DF-DEDA-48D8-B5D8-2735C767F28F_tiles.jsonl,TCGA-AN-A0G0,Adipose tissue (fat),1920,1752
TCGA-AN-A0G0-01Z-00-DX1.BE0BB5DF-DEDA-48D8-B5D8-2735C767F28F_tiles.jsonl,TCGA-AN-A0G0,Blood vessels (vasculature),1334,1160
TCGA-AN-A0G0-01Z-00-DX1.BE0BB5DF-DEDA-48D8-B5D8-2735C767F28F_tiles.jsonl,TCGA-AN-A0G0,Ductal carcinoma in situ (DCIS),86,58
TCGA-AN-A0G0-01Z-00-DX1.BE0BB5DF-DEDA-48D8-B5D8-2735C767F28F_tiles.jsonl,TCGA-AN-A0G0,Fibrous desmoplastic stroma,672,555
TCGA-AN-A0G0-01Z-00-DX1.BE0BB5DF-DEDA-48D8-B5D8-2735C767F28F_tiles.jsonl,TCGA-AN-A0G0,Invasive breast carcinoma (tumor cells),2400,2061
TCGA-AN-A0G0-01Z-00-DX1.BE0BB5DF-DEDA-48D8-B5D8-2735C767F28F_tiles.jsonl,TCGA-AN-A0G0,Muscle tissue (smooth or skeletal muscle),5938,5416
TCGA-AN-A0G0-01Z-00-DX1.BE0BB5DF-DEDA-48D8-B5D8-2735C767F28F_tiles.jsonl,TCGA-AN-A0G0,Necrosis or hemorrhage,70,65
TCGA-AN-A0G0-01Z-00-DX1.BE0BB5DF-DEDA-48D8-B5D8-2735C767F28F_tiles.jsonl,TCGA-AN-A0G0,Normal breast glands and lobules (TDLU),2385,1990
TCGA-AN-A0G0-01Z-00-DX1.BE0BB5DF-DEDA-48D8-B5D8-2735C767F28F_tiles.jsonl,TCGA-AN-A0G0,Tumor-infiltrating lymphocytes (immune infiltrates),134,85
TCGA-AN-A0XL-01Z-00-DX1.E90AA056-51DC-4A6B-96EB-A0B707496912_tiles.jsonl,TCGA-AN-A0XL,Adipose tissue (fat),2250,1916
TCGA-AN-A0XL-01Z-00-DX1.E90AA056-51DC-4A6B-96EB-A0B707496912_tiles.jsonl,TCGA-AN-A0XL,Blood vessels (vasculature),1493,1374
TCGA-AN-A0XL-01Z-00-DX1.E90AA056-51DC-4A6B-96EB-A0B707496912_tiles.jsonl,TCGA-AN-A0XL,Ductal carcinoma in situ (DCIS),337,324
TCGA-AN-A0XL-01Z-00-DX1.E90AA056-51DC-4A6B-96EB-A0B707496912_tiles.jsonl,TCGA-AN-A0XL,Fibrous desmoplastic stroma,3116,2722
TCGA-AN-A0XL-01Z-00-DX1.E90AA056-51DC-4A6B-96EB-A0B707496912_tiles.jsonl,TCGA-AN-A0XL,Invasive breast carcinoma (tumor cells),1649,1453
TCGA-AN-A0XL-01Z-00-DX1.E90AA056-51DC-4A6B-96EB-A0B707496912_tiles.jsonl,TCGA-AN-A0XL,Muscle tissue (smooth or skeletal muscle),1736,1434
TCGA-AN-A0XL-01Z-00-DX1.E90AA056-51DC-4A6B-96EB-A0B707496912_tiles.jsonl,TCGA-AN-A0XL,Necrosis or hemorrhage,11,10
TCGA-AN-A0XL-01Z-00-DX1.E90AA056-51DC-4A6B-96EB-A0B707496912_tiles.jsonl,TCGA-AN-A0XL,Normal breast glands and lobules (TDLU),12686,12151
TCGA-AN-A0XL-01Z-00-DX1.E90AA056-51DC-4A6B-96EB-A0B707496912_tiles.jsonl,TCGA-AN-A0XL,Tumor-infiltrating lymphocytes (immune infiltrates),110,78
TCGA-AN-A0XN-01Z-00-DX1.A8EB9F62-236E-4C59-A206-DF0C7654AC30_tiles.jsonl,TCGA-AN-A0XN,Adipose tissue (fat),4819,4276
TCGA-AN-A0XN-01Z-00-DX1.A8EB9F62-236E-4C59-A206-DF0C7654AC30_tiles.jsonl,TCGA-AN-A0XN,Blood vessels (vasculature),654,600
TCGA-AN-A0XN-01Z-00-DX1.A8EB9F62-236E-4C59-A206-DF0C7654AC30_tiles.jsonl,TCGA-AN-A0XN,Ductal carcinoma in situ (DCIS),2,2
TCGA-AN-A0XN-01Z-00-DX1.A8EB9F62-236E-4C59-A206-DF0C7654AC30_tiles.jsonl,TCGA-AN-A0XN,Fibrous desmoplastic stroma,2303,1874
TCGA-AN-A0XN-01Z-00-DX1.A8EB9F62-236E-4C59-A206-DF0C7654AC30_tiles.jsonl,TCGA-AN-A0XN,Invasive breast carcinoma (tumor cells),5598,5037
TCGA-AN-A0XN-01Z-00-DX1.A8EB9F62-236E-4C59-A206-DF0C7654AC30_tiles.jsonl,TCGA-AN-A0XN,Muscle tissue (smooth or skeletal muscle),4399,3755
