feature,region,channel,feature_class,metric,stat,mean_importance,std_importance,ci_lo,ci_hi,cv,rank,median_rank,rank_q025,rank_q975,top20_pct,top50_pct,spearman_rho,spearman_p_value,direction
tils_H_original_firstorder_RootMeanSquared_std,tils,H,firstorder,RootMeanSquared,std,0.004255,0.001821,0.004142,0.004368,0.428,32,44.0,8.0,169.0,19.6,56.3,-0.2477,0.0,higher feature -> lower survival_target
tils_E_original_firstorder_Median_mean,tils,E,firstorder,Median,mean,0.004209,0.001257,0.004131,0.004287,0.299,33,40.0,11.0,120.0,15.8,66.8,0.1331,0.000767,higher feature -> higher survival_target
tils_H_original_firstorder_MeanAbsoluteDeviation_std,tils,H,firstorder,MeanAbsoluteDeviation,std,0.004197,0.001708,0.004091,0.004303,0.407,34,45.0,9.0,164.0,18.8,55.7,-0.2479,0.0,higher feature -> lower survival_target
adipose_E_original_firstorder_Entropy_std,adipose,E,firstorder,Entropy,std,0.004112,0.001925,0.003993,0.004231,0.468,35,50.0,8.0,193.0,21.8,50.8,-0.1513,0.000129,higher feature -> lower survival_target
adipose_E_original_firstorder_Variance_mean,adipose,E,firstorder,Variance,mean,0.004097,0.001521,0.004003,0.004192,0.371,36,46.0,9.0,138.0,15.2,56.2,-0.2161,0.0,higher feature -> lower survival_target
tils_H_original_firstorder_RobustMeanAbsoluteDeviation_std,tils,H,firstorder,RobustMeanAbsoluteDeviation,std,0.004091,0.001689,0.003986,0.004196,0.413,37,46.0,9.0,176.3,17.1,53.8,-0.2444,0.0,higher feature -> lower survival_target
tils_H_original_firstorder_InterquartileRange_std,tils,H,firstorder,InterquartileRange,std,0.003979,0.001692,0.003874,0.004084,0.425,38,51.0,9.0,184.1,17.2,49.1,-0.2396,0.0,higher feature -> lower survival_target
stroma_H_original_firstorder_Variance_std,stroma,H,firstorder,Variance,std,0.003943,0.001612,0.003843,0.004043,0.409,39,52.0,10.0,179.0,14.9,48.0,-0.2148,0.0,higher feature -> lower survival_target
adipose_E_original_firstorder_Skewness_std,adipose,E,firstorder,Skewness,std,0.003886,0.002139,0.003754,0.004019,0.55,40,61.0,7.0,280.0,19.1,44.5,-0.1391,0.000435,higher feature -> lower survival_target
tdlu_H_original_firstorder_MeanAbsoluteDeviation_std,tdlu,H,firstorder,MeanAbsoluteDeviation,std,0.003796,0.001641,0.003694,0.003898,0.432,41,55.0,10.0,216.0,14.6,45.6,-0.2542,0.0,higher feature -> lower survival_target
tils_E_original_firstorder_Mean_mean,tils,E,firstorder,Mean,mean,0.003744,0.001059,0.003678,0.00381,0.283,42,51.0,17.0,144.0,5.5,49.9,0.1217,0.002115,higher feature -> higher survival_target
tils_H_original_firstorder_TotalEnergy_std,tils,H,firstorder,TotalEnergy,std,0.003743,0.001424,0.003655,0.003832,0.38,43,55.0,12.0,169.0,9.8,43.1,-0.2247,0.0,higher feature -> lower survival_target
tils_H_original_firstorder_Energy_std,tils,H,firstorder,Energy,std,0.003741,0.001434,0.003652,0.003829,0.383,44,56.0,11.0,166.2,9.8,43.0,-0.2247,0.0,higher feature -> lower survival_target
tdlu_H_original_firstorder_RobustMeanAbsoluteDeviation_std,tdlu,H,firstorder,RobustMeanAbsoluteDeviation,std,0.003603,0.001538,0.003507,0.003698,0.427,45,58.5,11.0,238.0,10.9,42.3,-0.251,0.0,higher feature -> lower survival_target
vessels_H_original_firstorder_MeanAbsoluteDeviation_std,vessels,H,firstorder,MeanAbsoluteDeviation,std,0.00357,0.001736,0.003462,0.003678,0.486,46,64.0,8.0,296.0,13.1,40.0,-0.2055,0.0,higher feature -> lower survival_target
tils_E_original_firstorder_TotalEnergy_mean,tils,E,firstorder,TotalEnergy,mean,0.003552,0.000951,0.003493,0.003611,0.268,47,55.0,18.0,151.0,3.4,43.2,0.0972,0.014231,higher feature -> higher survival_target
tils_E_original_firstorder_Energy_mean,tils,E,firstorder,Energy,mean,0.003551,0.000943,0.003493,0.00361,0.266,48,55.0,20.0,155.2,2.6,43.9,0.0972,0.014231,higher feature -> higher survival_target
tdlu_H_original_firstorder_Skewness_std,tdlu,H,firstorder,Skewness,std,0.003542,0.001579,0.003444,0.00364,0.446,49,63.0,10.0,225.0,10.5,39.8,-0.2107,0.0,higher feature -> lower survival_target
stroma_H_original_firstorder_RootMeanSquared_std,stroma,H,firstorder,RootMeanSquared,std,0.003539,0.00156,0.003442,0.003636,0.441,50,64.0,12.0,228.1,11.3,39.1,-0.2162,0.0,higher feature -> lower survival_target
muscle_E_original_firstorder_Energy_std,muscle,E,firstorder,Energy,std,0.00353,0.001419,0.003442,0.003618,0.402,51,61.0,13.0,227.0,8.7,41.1,-0.2147,0.0,higher feature -> lower survival_target
muscle_E_original_firstorder_TotalEnergy_std,muscle,E,firstorder,TotalEnergy,std,0.003515,0.001404,0.003428,0.003602,0.399,52,61.0,13.0,232.0,9.5,41.9,-0.2147,0.0,higher feature -> lower survival_target
adipose_E_original_firstorder_RobustMeanAbsoluteDeviation_mean,adipose,E,firstorder,RobustMeanAbsoluteDeviation,mean,0.003499,0.001132,0.003429,0.003569,0.324,53,61.0,14.0,158.0,5.3,38.4,-0.1891,2e-06,higher feature -> lower survival_target
muscle_E_original_firstorder_Mean_std,muscle,E,firstorder,Mean,std,0.003474,0.001398,0.003387,0.003561,0.402,54,62.0,14.0,237.1,8.3,40.4,-0.2335,0.0,higher feature -> lower survival_target
dcis_E_original_firstorder_Median_mean,dcis,E,firstorder,Median,mean,0.003458,0.001462,0.003368,0.003549,0.423,55,66.0,10.0,232.0,9.8,36.2,0.1214,0.002159,higher feature -> higher survival_target
tils_E_original_firstorder_RootMeanSquared_mean,tils,E,firstorder,RootMeanSquared,mean,0.003391,0.000972,0.003331,0.003451,0.287,56,60.5,19.0,183.0,3.5,36.4,0.1072,0.006791,higher feature -> higher survival_target
stroma_H_original_firstorder_Energy_std,stroma,H,firstorder,Energy,std,0.003389,0.001197,0.003315,0.003463,0.353,57,65.0,15.0,190.0,5.7,35.6,-0.1937,1e-06,higher feature -> lower survival_target
adipose_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,adipose,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.003388,0.001004,0.003326,0.00345,0.296,58,64.0,20.0,162.0,2.6,36.3,0.2138,0.0,higher feature -> higher survival_target
stroma_H_original_firstorder_Mean_std,stroma,H,firstorder,Mean,std,0.003385,0.001464,0.003295,0.003476,0.432,59,69.0,10.0,245.0,9.0,35.5,-0.2197,0.0,higher feature -> lower survival_target
stroma_H_original_firstorder_TotalEnergy_std,stroma,H,firstorder,TotalEnergy,std,0.003385,0.001196,0.003311,0.003459,0.353,60,66.0,14.0,203.0,5.8,34.8,-0.1937,1e-06,higher feature -> lower survival_target
adipose_H_original_firstorder_10Percentile_mean,adipose,H,firstorder,10Percentile,mean,0.003369,0.001354,0.003285,0.003453,0.402,61,66.5,13.0,231.0,7.5,36.3,0.0897,0.023703,higher feature -> higher survival_target
dcis_E_original_firstorder_10Percentile_std,dcis,E,firstorder,10Percentile,std,0.003334,0.001346,0.003251,0.003418,0.404,62,70.0,13.0,244.2,8.4,33.2,0.0814,0.040202,higher feature -> higher survival_target
tdlu_H_original_firstorder_InterquartileRange_std,tdlu,H,firstorder,InterquartileRange,std,0.003304,0.001472,0.003213,0.003395,0.446,63,71.0,12.0,272.0,7.9,33.6,-0.2454,0.0,higher feature -> lower survival_target
tils_H_original_firstorder_Variance_mean,tils,H,firstorder,Variance,mean,0.003286,0.00119,0.003212,0.003359,0.362,64,69.0,13.0,209.1,6.4,31.8,-0.1452,0.00024,higher feature -> lower survival_target
adipose_E_original_firstorder_MeanAbsoluteDeviation_mean,adipose,E,firstorder,MeanAbsoluteDeviation,mean,0.00322,0.001142,0.003149,0.00329,0.355,65,72.0,17.0,185.0,3.9,28.1,-0.1896,1e-06,higher feature -> lower survival_target
muscle_E_original_firstorder_RootMeanSquared_std,muscle,E,firstorder,RootMeanSquared,std,0.003191,0.001364,0.003106,0.003276,0.428,66,77.5,14.0,282.1,6.7,31.4,-0.2272,0.0,higher feature -> lower survival_target
adipose_E_original_firstorder_InterquartileRange_mean,adipose,E,firstorder,InterquartileRange,mean,0.003174,0.000972,0.003114,0.003234,0.306,67,73.0,20.0,168.0,2.8,26.4,-0.1735,1.1e-05,higher feature -> lower survival_target
adipose_H_original_firstorder_90Percentile_mean,adipose,H,firstorder,90Percentile,mean,0.003155,0.000908,0.003098,0.003211,0.288,68,72.0,23.0,187.0,1.8,27.1,0.2087,0.0,higher feature -> higher survival_target
adipose_H_original_firstorder_Skewness_std,adipose,H,firstorder,Skewness,std,0.003055,0.001309,0.002973,0.003136,0.429,69,85.0,15.0,250.0,5.2,26.7,-0.2234,0.0,higher feature -> lower survival_target
vessels_H_original_firstorder_Variance_std,vessels,H,firstorder,Variance,std,0.003046,0.001444,0.002956,0.003135,0.474,70,87.0,12.0,309.1,6.7,27.1,-0.19,1e-06,higher feature -> lower survival_target
tils_E_original_firstorder_10Percentile_mean,tils,E,firstorder,10Percentile,mean,0.003041,0.001031,0.002977,0.003105,0.339,71,78.5,20.0,217.1,2.8,24.0,0.0841,0.034008,higher feature -> higher survival_target
vessels_E_original_firstorder_MeanAbsoluteDeviation_std,vessels,E,firstorder,MeanAbsoluteDeviation,std,0.003039,0.001305,0.002958,0.00312,0.429,72,81.5,14.0,292.1,7.2,27.2,-0.2397,0.0,higher feature -> lower survival_target
adipose_E_original_firstorder_Median_mean,adipose,E,firstorder,Median,mean,0.002968,0.000866,0.002915,0.003022,0.292,73,77.5,26.0,220.1,1.1,20.8,-0.0085,0.830192,higher feature -> lower survival_target
stroma_H_original_firstorder_Median_std,stroma,H,firstorder,Median,std,0.002939,0.001262,0.002861,0.003018,0.429,74,87.0,16.0,288.0,3.8,23.0,-0.1981,0.0,higher feature -> lower survival_target
dcis_H_original_firstorder_Variance_mean,dcis,H,firstorder,Variance,mean,0.002871,0.001307,0.00279,0.002952,0.455,75,98.0,15.0,306.0,4.8,23.0,-0.114,0.003993,higher feature -> lower survival_target
tdlu_E_original_firstorder_RootMeanSquared_std,tdlu,E,firstorder,RootMeanSquared,std,0.002856,0.001371,0.002771,0.002941,0.48,76,96.0,13.0,344.1,5.4,23.2,-0.2099,0.0,higher feature -> lower survival_target
tils_E_original_firstorder_Uniformity_mean,tils,E,firstorder,Uniformity,mean,0.002837,0.00093,0.002779,0.002894,0.328,77,89.0,23.0,245.0,1.6,16.7,-0.1385,0.000459,higher feature -> lower survival_target
tils_H_original_firstorder_Entropy_std,tils,H,firstorder,Entropy,std,0.002826,0.001292,0.002746,0.002907,0.457,78,102.0,16.0,321.1,4.1,22.0,-0.2191,0.0,higher feature -> lower survival_target
adipose_E_original_firstorder_Skewness_mean,adipose,E,firstorder,Skewness,mean,0.002798,0.001141,0.002727,0.002869,0.408,79,94.0,20.0,290.1,2.8,18.5,-0.0253,0.524055,higher feature -> lower survival_target
adipose_H_original_firstorder_MeanAbsoluteDeviation_mean,adipose,H,firstorder,MeanAbsoluteDeviation,mean,0.002777,0.00082,0.002726,0.002827,0.295,80,94.0,30.0,219.0,0.5,16.1,0.1888,2e-06,higher feature -> higher survival_target
dcis_E_original_firstorder_Mean_mean,dcis,E,firstorder,Mean,mean,0.002767,0.001105,0.002698,0.002835,0.399,81,97.0,20.0,295.0,3.0,17.3,0.086,0.030149,higher feature -> higher survival_target
adipose_H_original_firstorder_RootMeanSquared_mean,adipose,H,firstorder,RootMeanSquared,mean,0.002757,0.00073,0.002711,0.002802,0.265,82,90.0,33.0,201.0,0.5,12.6,0.1777,7e-06,higher feature -> higher survival_target
tils_E_original_firstorder_Entropy_mean,tils,E,firstorder,Entropy,mean,0.002741,0.000847,0.002688,0.002793,0.309,83,93.0,29.0,242.0,0.9,12.9,0.1255,0.001517,higher feature -> higher survival_target
tils_E_original_firstorder_TotalEnergy_std,tils,E,firstorder,TotalEnergy,std,0.002716,0.00081,0.002666,0.002767,0.298,84,91.0,31.0,262.0,0.3,13.6,-0.0023,0.953539,higher feature -> lower survival_target
tils_E_original_firstorder_Energy_std,tils,E,firstorder,Energy,std,0.002716,0.00082,0.002665,0.002767,0.302,85,90.0,33.0,273.1,0.4,13.2,-0.0023,0.953539,higher feature -> lower survival_target
dcis_H_original_firstorder_MeanAbsoluteDeviation_mean,dcis,H,firstorder,MeanAbsoluteDeviation,mean,0.002675,0.001041,0.002611,0.00274,0.389,86,103.0,22.0,291.0,2.4,16.4,-0.1043,0.008483,higher feature -> lower survival_target
adipose_H_original_firstorder_Kurtosis_std,adipose,H,firstorder,Kurtosis,std,0.002673,0.001148,0.002602,0.002744,0.429,87,107.0,19.0,282.0,2.9,16.7,-0.1896,1e-06,higher feature -> lower survival_target
tils_E_original_firstorder_90Percentile_mean,tils,E,firstorder,90Percentile,mean,0.002672,0.000739,0.002626,0.002718,0.276,88,94.5,36.0,241.1,0.1,9.6,0.1009,0.010882,higher feature -> higher survival_target
stroma_H_original_firstorder_RobustMeanAbsoluteDeviation_std,stroma,H,firstorder,RobustMeanAbsoluteDeviation,std,0.002654,0.001152,0.002582,0.002725,0.434,89,110.0,20.0,328.1,2.7,16.5,-0.2032,0.0,higher feature -> lower survival_target
vessels_H_original_firstorder_RobustMeanAbsoluteDeviation_std,vessels,H,firstorder,RobustMeanAbsoluteDeviation,std,0.002649,0.001184,0.002575,0.002722,0.447,90,109.0,20.0,353.0,2.9,16.9,-0.1944,1e-06,higher feature -> lower survival_target
tumor_H_original_firstorder_Variance_mean,tumor,H,firstorder,Variance,mean,0.002599,0.000841,0.002547,0.002652,0.324,91,105.0,29.0,274.1,0.8,12.0,-0.108,0.006414,higher feature -> lower survival_target
adipose_E_original_firstorder_Entropy_mean,adipose,E,firstorder,Entropy,mean,0.002588,0.000836,0.002536,0.002639,0.323,92,102.0,31.0,299.1,0.7,10.9,-0.0259,0.514641,higher feature -> lower survival_target
tdlu_H_original_firstorder_RootMeanSquared_std,tdlu,H,firstorder,RootMeanSquared,std,0.002586,0.001207,0.002511,0.002661,0.467,93,116.0,19.0,345.0,2.9,16.2,-0.2108,0.0,higher feature -> lower survival_target
tils_E_original_firstorder_Median_std,tils,E,firstorder,Median,std,0.002584,0.000986,0.002523,0.002645,0.382,94,109.5,24.0,312.1,1.0,14.8,-0.0214,0.589974,higher feature -> lower survival_target
tdlu_E_original_firstorder_90Percentile_std,tdlu,E,firstorder,90Percentile,std,0.002578,0.00119,0.002504,0.002652,0.462,95,115.0,19.0,344.0,2.9,14.8,-0.1916,1e-06,higher feature -> lower survival_target
tumor_E_original_firstorder_10Percentile_mean,tumor,E,firstorder,10Percentile,mean,0.00256,0.000793,0.002511,0.002609,0.31,96,106.0,30.0,252.0,0.7,9.1,0.0326,0.411605,higher feature -> higher survival_target
adipose_E_original_firstorder_10Percentile_mean,adipose,E,firstorder,10Percentile,mean,0.002549,0.000747,0.002503,0.002595,0.293,97,105.0,34.0,269.0,0.2,8.8,0.0148,0.708583,higher feature -> higher survival_target
stroma_E_original_firstorder_Variance_mean,stroma,E,firstorder,Variance,mean,0.002508,0.000876,0.002453,0.002562,0.35,98,108.5,27.0,308.0,0.5,13.1,0.0514,0.195212,higher feature -> higher survival_target
tdlu_E_original_firstorder_Mean_std,tdlu,E,firstorder,Mean,std,0.002466,0.001145,0.002395,0.002537,0.464,99,125.0,21.0,394.0,2.4,14.1,-0.2097,0.0,higher feature -> lower survival_target
adipose_H_original_firstorder_TotalEnergy_mean,adipose,H,firstorder,TotalEnergy,mean,0.00245,0.000608,0.002412,0.002488,0.248,100,111.0,44.0,250.0,0.0,5.4,0.1506,0.000138,higher feature -> higher survival_target
adipose_H_original_firstorder_Energy_mean,adipose,H,firstorder,Energy,mean,0.002442,0.000601,0.002404,0.002479,0.246,101,110.0,43.0,247.0,0.0,4.1,0.1506,0.000138,higher feature -> higher survival_target
stroma_E_original_firstorder_RootMeanSquared_std,stroma,E,firstorder,RootMeanSquared,std,0.002437,0.001196,0.002363,0.002511,0.491,102,131.5,17.0,390.0,3.4,14.7,-0.2003,0.0,higher feature -> lower survival_target
tils_H_original_firstorder_Median_std,tils,H,firstorder,Median,std,0.002434,0.000906,0.002378,0.00249,0.372,103,118.5,27.0,315.0,1.2,9.3,-0.1662,2.5e-05,higher feature -> lower survival_target
stroma_E_original_firstorder_MeanAbsoluteDeviation_mean,stroma,E,firstorder,MeanAbsoluteDeviation,mean,0.002411,0.000845,0.002358,0.002463,0.35,104,119.0,30.0,324.1,0.5,10.1,0.0593,0.135044,higher feature -> higher survival_target
dcis_E_original_firstorder_Variance_std,dcis,E,firstorder,Variance,std,0.002402,0.001018,0.002339,0.002465,0.424,105,127.0,22.0,336.0,1.8,10.8,-0.1746,1e-05,higher feature -> lower survival_target
tils_E_original_firstorder_Skewness_mean,tils,E,firstorder,Skewness,mean,0.00239,0.000728,0.002345,0.002435,0.304,106,116.5,40.0,288.0,0.1,5.5,-0.1239,0.00175,higher feature -> lower survival_target
muscle_E_original_firstorder_10Percentile_std,muscle,E,firstorder,10Percentile,std,0.002389,0.001062,0.002324,0.002455,0.444,107,131.0,23.0,381.0,1.9,11.0,-0.1749,9e-06,higher feature -> lower survival_target
tils_E_original_firstorder_Mean_std,tils,E,firstorder,Mean,std,0.002385,0.001031,0.002321,0.002449,0.432,108,130.0,24.0,361.1,1.9,10.8,-0.0503,0.205075,higher feature -> lower survival_target
tdlu_H_original_firstorder_Variance_std,tdlu,H,firstorder,Variance,std,0.002331,0.001077,0.002264,0.002397,0.462,109,140.5,22.0,367.1,1.9,10.1,-0.1948,1e-06,higher feature -> lower survival_target
tdlu_E_original_firstorder_Median_std,tdlu,E,firstorder,Median,std,0.0023,0.001041,0.002236,0.002365,0.453,110,143.0,26.0,391.0,1.7,10.2,-0.2066,0.0,higher feature -> lower survival_target
stroma_H_original_firstorder_InterquartileRange_std,stroma,H,firstorder,InterquartileRange,std,0.002295,0.00098,0.002234,0.002355,0.427,111,141.0,30.0,357.0,1.2,9.0,-0.1956,1e-06,higher feature -> lower survival_target
stroma_H_original_firstorder_Variance_mean,stroma,H,firstorder,Variance,mean,0.002293,0.000726,0.002248,0.002338,0.317,112,126.5,41.0,316.0,0.4,4.8,-0.1463,0.000214,higher feature -> lower survival_target
stroma_H_original_firstorder_Kurtosis_mean,stroma,H,firstorder,Kurtosis,mean,0.002288,0.000696,0.002245,0.002331,0.304,113,126.0,39.0,306.0,0.3,5.0,0.0449,0.257824,higher feature -> higher survival_target
vessels_H_original_firstorder_InterquartileRange_std,vessels,H,firstorder,InterquartileRange,std,0.002287,0.000911,0.002231,0.002344,0.398,114,136.0,31.0,369.0,1.3,7.3,-0.1856,2e-06,higher feature -> lower survival_target
vessels_E_original_firstorder_RobustMeanAbsoluteDeviation_std,vessels,E,firstorder,RobustMeanAbsoluteDeviation,std,0.002279,0.00084,0.002226,0.002331,0.369,115,138.0,32.0,349.0,0.4,7.8,-0.227,0.0,higher feature -> lower survival_target
tumor_E_original_firstorder_Mean_mean,tumor,E,firstorder,Mean,mean,0.00227,0.000597,0.002233,0.002307,0.263,116,126.0,48.0,294.0,0.0,2.8,0.0303,0.445972,higher feature -> higher survival_target
dcis_H_original_firstorder_InterquartileRange_std,dcis,H,firstorder,InterquartileRange,std,0.002265,0.001046,0.0022,0.00233,0.462,117,146.0,27.0,378.0,1.9,9.4,-0.1161,0.003377,higher feature -> lower survival_target
tils_E_original_firstorder_10Percentile_std,tils,E,firstorder,10Percentile,std,0.002265,0.000672,0.002224,0.002307,0.297,118,126.0,46.0,343.0,0.0,3.9,0.0374,0.346027,higher feature -> higher survival_target
tumor_E_original_firstorder_RobustMeanAbsoluteDeviation_std,tumor,E,firstorder,RobustMeanAbsoluteDeviation,std,0.002265,0.000952,0.002206,0.002324,0.42,119,141.0,30.0,359.0,1.2,9.1,-0.174,1e-05,higher feature -> lower survival_target
dcis_E_original_firstorder_RobustMeanAbsoluteDeviation_std,dcis,E,firstorder,RobustMeanAbsoluteDeviation,std,0.002261,0.000964,0.002202,0.002321,0.426,120,143.0,32.0,377.0,1.0,9.8,-0.1792,5e-06,higher feature -> lower survival_target
dcis_E_original_firstorder_InterquartileRange_std,dcis,E,firstorder,InterquartileRange,std,0.00225,0.000991,0.002189,0.002311,0.44,121,149.0,28.9,375.0,1.4,8.9,-0.1709,1.5e-05,higher feature -> lower survival_target
dcis_E_original_firstorder_Energy_mean,dcis,E,firstorder,Energy,mean,0.002247,0.000797,0.002197,0.002296,0.355,122,132.0,36.0,375.1,0.4,6.6,0.0345,0.3851,higher feature -> higher survival_target
