feature,region,channel,feature_class,metric,stat,mean_importance,std_importance,ci_lo,ci_hi,cv,rank,median_rank,rank_q025,rank_q975,top20_pct,top50_pct,spearman_rho,spearman_p_value,direction
muscle_E_original_firstorder_Median_std,muscle,E,firstorder,Median,std,0.003537,0.00152,0.003443,0.003631,0.43,45,61.0,11.0,240.0,11.0,41.2,-0.2097,0.0,higher feature -> lower survival_target
tdlu_H_original_firstorder_InterquartileRange_std,tdlu,H,firstorder,InterquartileRange,std,0.003531,0.001525,0.003437,0.003626,0.432,46,63.0,12.0,248.2,10.6,39.7,-0.2168,0.0,higher feature -> lower survival_target
dcis_E_original_firstorder_Median_mean,dcis,E,firstorder,Median,mean,0.003529,0.001559,0.003432,0.003625,0.442,47,62.0,10.0,247.1,10.1,40.7,0.1301,0.00101,higher feature -> higher survival_target
stroma_H_original_firstorder_Mean_std,stroma,H,firstorder,Mean,std,0.003499,0.001497,0.003406,0.003592,0.428,48,63.0,11.0,218.1,8.8,37.4,-0.2057,0.0,higher feature -> lower survival_target
adipose_E_original_firstorder_Uniformity_mean,adipose,E,firstorder,Uniformity,mean,0.003448,0.001169,0.003375,0.00352,0.339,49,61.0,15.0,182.0,5.9,39.1,-0.0641,0.106275,higher feature -> lower survival_target
tumor_E_original_firstorder_Variance_std,tumor,E,firstorder,Variance,std,0.00344,0.001656,0.003337,0.003542,0.482,50,70.0,9.0,281.0,11.3,37.7,-0.1834,3e-06,higher feature -> lower survival_target
tdlu_H_original_firstorder_90Percentile_std,tdlu,H,firstorder,90Percentile,std,0.003401,0.001492,0.003309,0.003494,0.439,51,66.0,14.0,260.1,8.0,35.9,-0.2203,0.0,higher feature -> lower survival_target
adipose_E_original_firstorder_Skewness_std,adipose,E,firstorder,Skewness,std,0.003394,0.001851,0.00328,0.003509,0.545,52,76.0,8.0,317.0,12.4,36.2,-0.1195,0.002533,higher feature -> lower survival_target
dcis_E_original_firstorder_MeanAbsoluteDeviation_std,dcis,E,firstorder,MeanAbsoluteDeviation,std,0.003374,0.001526,0.00328,0.003469,0.452,53,67.0,10.0,272.1,8.7,34.5,-0.1948,1e-06,higher feature -> lower survival_target
dcis_E_original_firstorder_RobustMeanAbsoluteDeviation_std,dcis,E,firstorder,RobustMeanAbsoluteDeviation,std,0.003351,0.001349,0.003268,0.003435,0.402,54,65.0,14.0,213.0,6.8,35.8,-0.1841,3e-06,higher feature -> lower survival_target
adipose_H_original_firstorder_10Percentile_mean,adipose,H,firstorder,10Percentile,mean,0.00334,0.001378,0.003255,0.003426,0.413,55,69.5,13.0,203.0,6.6,32.2,0.0752,0.058079,higher feature -> higher survival_target
tils_E_original_firstorder_Median_mean,tils,E,firstorder,Median,mean,0.003275,0.001111,0.003206,0.003343,0.339,56,65.0,19.0,203.0,3.9,33.1,0.14,0.000399,higher feature -> higher survival_target
stroma_H_original_firstorder_RobustMeanAbsoluteDeviation_std,stroma,H,firstorder,RobustMeanAbsoluteDeviation,std,0.003272,0.001464,0.003181,0.003362,0.448,57,71.0,13.0,270.1,7.2,34.0,-0.2024,0.0,higher feature -> lower survival_target
adipose_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,adipose,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.003259,0.001141,0.003188,0.00333,0.35,58,66.0,18.0,202.0,3.9,33.4,0.1797,5e-06,higher feature -> higher survival_target
tils_E_original_firstorder_Variance_std,tils,E,firstorder,Variance,std,0.003246,0.001394,0.00316,0.003333,0.43,59,72.0,13.0,253.1,5.9,31.2,-0.1309,0.000934,higher feature -> lower survival_target
dcis_E_original_firstorder_Uniformity_mean,dcis,E,firstorder,Uniformity,mean,0.003185,0.00162,0.003085,0.003286,0.509,60,80.0,11.0,334.1,8.6,30.9,-0.0858,0.030568,higher feature -> lower survival_target
tils_E_original_firstorder_InterquartileRange_std,tils,E,firstorder,InterquartileRange,std,0.003179,0.001405,0.003092,0.003267,0.442,61,77.0,14.0,265.0,5.6,28.6,-0.1432,0.000291,higher feature -> lower survival_target
adipose_H_original_firstorder_90Percentile_mean,adipose,H,firstorder,90Percentile,mean,0.003149,0.001032,0.003085,0.003213,0.328,62,69.5,22.0,195.0,1.9,28.4,0.1785,6e-06,higher feature -> higher survival_target
dcis_E_original_firstorder_InterquartileRange_std,dcis,E,firstorder,InterquartileRange,std,0.003143,0.001297,0.003062,0.003223,0.413,63,75.5,16.0,245.0,4.8,28.0,-0.1805,5e-06,higher feature -> lower survival_target
dcis_E_original_firstorder_10Percentile_std,dcis,E,firstorder,10Percentile,std,0.003137,0.001249,0.003059,0.003214,0.398,64,74.0,15.0,253.0,5.7,31.2,0.1159,0.003431,higher feature -> higher survival_target
stroma_H_original_firstorder_TotalEnergy_std,stroma,H,firstorder,TotalEnergy,std,0.003124,0.001199,0.003049,0.003198,0.384,65,75.0,17.0,228.0,4.1,26.8,-0.1853,3e-06,higher feature -> lower survival_target
dcis_E_original_firstorder_Variance_std,dcis,E,firstorder,Variance,std,0.003123,0.001374,0.003038,0.003208,0.44,66,79.0,12.0,262.1,5.6,28.4,-0.1755,9e-06,higher feature -> lower survival_target
stroma_H_original_firstorder_Energy_std,stroma,H,firstorder,Energy,std,0.003121,0.001172,0.003049,0.003194,0.376,67,75.0,18.0,226.1,3.7,25.5,-0.1853,3e-06,higher feature -> lower survival_target
dcis_H_original_firstorder_Variance_std,dcis,H,firstorder,Variance,std,0.003058,0.001492,0.002966,0.00315,0.488,68,80.0,13.0,313.0,5.2,26.1,-0.063,0.112266,higher feature -> lower survival_target
tumor_H_original_firstorder_Variance_std,tumor,H,firstorder,Variance,std,0.003048,0.001631,0.002947,0.003149,0.535,69,90.0,10.0,322.0,8.5,26.4,-0.1509,0.000134,higher feature -> lower survival_target
dcis_H_original_firstorder_Skewness_std,dcis,H,firstorder,Skewness,std,0.003036,0.001162,0.002964,0.003108,0.383,70,79.0,19.0,249.0,3.3,24.4,-0.1169,0.003148,higher feature -> lower survival_target
muscle_E_original_firstorder_Variance_std,muscle,E,firstorder,Variance,std,0.003031,0.001289,0.002951,0.003111,0.425,71,83.0,16.0,271.1,5.3,26.6,-0.1911,1e-06,higher feature -> lower survival_target
tumor_H_original_firstorder_10Percentile_mean,tumor,H,firstorder,10Percentile,mean,0.003022,0.001227,0.002946,0.003098,0.406,72,81.0,14.0,254.0,5.2,26.6,0.0121,0.761521,higher feature -> higher survival_target
adipose_E_original_firstorder_Median_mean,adipose,E,firstorder,Median,mean,0.003011,0.000815,0.002961,0.003062,0.27,73,71.0,25.0,198.0,1.2,23.8,0.0255,0.520542,higher feature -> higher survival_target
adipose_E_original_firstorder_Entropy_std,adipose,E,firstorder,Entropy,std,0.003003,0.001423,0.002914,0.003091,0.474,74,89.5,13.0,288.0,5.7,24.9,-0.1359,0.00059,higher feature -> lower survival_target
dcis_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,dcis,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.002995,0.001059,0.002929,0.00306,0.354,75,79.0,19.0,253.1,2.8,24.0,-0.0655,0.09876,higher feature -> lower survival_target
tumor_H_original_firstorder_InterquartileRange_std,tumor,H,firstorder,InterquartileRange,std,0.002969,0.001635,0.002868,0.003071,0.551,76,90.5,10.0,405.0,6.8,27.0,-0.1605,4.8e-05,higher feature -> lower survival_target
tumor_H_original_firstorder_Entropy_std,tumor,H,firstorder,Entropy,std,0.002967,0.001417,0.002879,0.003054,0.478,77,89.0,14.0,312.0,6.0,25.4,-0.1853,3e-06,higher feature -> lower survival_target
muscle_E_original_firstorder_InterquartileRange_std,muscle,E,firstorder,InterquartileRange,std,0.002924,0.001341,0.002841,0.003007,0.458,78,88.0,13.0,324.0,5.7,24.5,-0.194,1e-06,higher feature -> lower survival_target
dcis_H_original_firstorder_MeanAbsoluteDeviation_std,dcis,H,firstorder,MeanAbsoluteDeviation,std,0.002896,0.001341,0.002813,0.002979,0.463,79,94.0,17.0,306.1,4.3,22.3,-0.0808,0.041717,higher feature -> lower survival_target
muscle_E_original_firstorder_RobustMeanAbsoluteDeviation_std,muscle,E,firstorder,RobustMeanAbsoluteDeviation,std,0.002877,0.001259,0.002799,0.002955,0.438,80,89.0,17.0,340.0,4.6,22.3,-0.1966,1e-06,higher feature -> lower survival_target
dcis_E_original_firstorder_Mean_mean,dcis,E,firstorder,Mean,mean,0.002795,0.001234,0.002719,0.002872,0.442,81,97.0,18.0,328.0,3.3,20.2,0.0983,0.013091,higher feature -> higher survival_target
adipose_H_original_firstorder_Skewness_std,adipose,H,firstorder,Skewness,std,0.002771,0.001096,0.002703,0.002839,0.396,82,97.0,20.0,277.1,2.7,19.7,-0.1798,5e-06,higher feature -> lower survival_target
dcis_E_original_firstorder_Entropy_mean,dcis,E,firstorder,Entropy,mean,0.002739,0.001308,0.002658,0.00282,0.477,83,101.0,17.0,368.0,3.4,19.8,0.0654,0.099469,higher feature -> higher survival_target
adipose_E_original_firstorder_Skewness_mean,adipose,E,firstorder,Skewness,mean,0.002734,0.001266,0.002655,0.002812,0.463,84,104.0,18.0,302.0,3.4,18.3,-0.0635,0.109513,higher feature -> lower survival_target
muscle_E_original_firstorder_Mean_std,muscle,E,firstorder,Mean,std,0.00273,0.001099,0.002662,0.002798,0.403,85,99.0,20.0,295.0,2.6,18.9,-0.1931,1e-06,higher feature -> lower survival_target
adipose_E_original_firstorder_Variance_mean,adipose,E,firstorder,Variance,mean,0.002713,0.001077,0.002647,0.00278,0.397,86,100.0,18.0,278.0,3.1,18.0,-0.1682,2e-05,higher feature -> lower survival_target
stroma_E_original_firstorder_Mean_std,stroma,E,firstorder,Mean,std,0.002701,0.001306,0.00262,0.002782,0.484,87,106.0,15.0,345.1,4.9,19.0,-0.1807,5e-06,higher feature -> lower survival_target
stroma_H_original_firstorder_Median_std,stroma,H,firstorder,Median,std,0.002697,0.001113,0.002628,0.002766,0.413,88,101.5,19.0,314.0,3.1,18.8,-0.1733,1.1e-05,higher feature -> lower survival_target
adipose_H_original_firstorder_RootMeanSquared_mean,adipose,H,firstorder,RootMeanSquared,mean,0.002636,0.000787,0.002587,0.002684,0.298,89,96.0,31.0,248.0,0.2,12.2,0.1552,8.5e-05,higher feature -> higher survival_target
tumor_E_original_firstorder_MeanAbsoluteDeviation_std,tumor,E,firstorder,MeanAbsoluteDeviation,std,0.002614,0.001259,0.002536,0.002692,0.482,90,113.0,18.0,386.1,3.2,17.6,-0.176,8e-06,higher feature -> lower survival_target
tils_H_original_firstorder_Skewness_std,tils,H,firstorder,Skewness,std,0.002609,0.001201,0.002534,0.002683,0.46,91,110.0,21.0,351.0,2.4,17.6,-0.1756,8e-06,higher feature -> lower survival_target
muscle_E_original_firstorder_MeanAbsoluteDeviation_std,muscle,E,firstorder,MeanAbsoluteDeviation,std,0.002608,0.001123,0.002538,0.002677,0.431,92,112.0,19.0,311.0,3.3,16.1,-0.1858,2e-06,higher feature -> lower survival_target
tils_E_original_firstorder_Mean_mean,tils,E,firstorder,Mean,mean,0.002605,0.000802,0.002555,0.002655,0.308,93,97.0,32.0,271.1,0.4,12.8,0.1207,0.002288,higher feature -> higher survival_target
dcis_H_original_firstorder_InterquartileRange_mean,dcis,H,firstorder,InterquartileRange,mean,0.002601,0.000925,0.002544,0.002658,0.355,94,101.0,25.0,299.0,1.5,13.0,-0.0574,0.148221,higher feature -> lower survival_target
adipose_H_original_firstorder_MeanAbsoluteDeviation_mean,adipose,H,firstorder,MeanAbsoluteDeviation,mean,0.00259,0.000812,0.00254,0.00264,0.313,95,103.0,34.0,250.0,0.6,10.9,0.1671,2.3e-05,higher feature -> higher survival_target
stroma_H_original_firstorder_InterquartileRange_std,stroma,H,firstorder,InterquartileRange,std,0.002566,0.001106,0.002498,0.002635,0.431,96,112.0,24.0,323.0,1.8,14.1,-0.1915,1e-06,higher feature -> lower survival_target
tdlu_H_original_firstorder_Variance_std,tdlu,H,firstorder,Variance,std,0.002553,0.001142,0.002482,0.002624,0.447,97,119.0,24.0,364.2,1.4,15.9,-0.1678,2.1e-05,higher feature -> lower survival_target
tils_H_original_firstorder_Variance_mean,tils,H,firstorder,Variance,mean,0.002539,0.000819,0.002488,0.002589,0.323,98,103.0,33.0,265.0,0.7,10.9,-0.106,0.007452,higher feature -> lower survival_target
tumor_H_original_firstorder_10Percentile_std,tumor,H,firstorder,10Percentile,std,0.002518,0.000871,0.002464,0.002572,0.346,99,108.0,28.0,296.0,1.4,11.1,-0.0058,0.883656,higher feature -> lower survival_target
tumor_H_original_firstorder_RobustMeanAbsoluteDeviation_std,tumor,H,firstorder,RobustMeanAbsoluteDeviation,std,0.002469,0.001366,0.002385,0.002554,0.553,100,133.5,19.0,429.0,3.6,16.5,-0.1451,0.00024,higher feature -> lower survival_target
adipose_E_original_firstorder_10Percentile_mean,adipose,E,firstorder,10Percentile,mean,0.002418,0.000668,0.002376,0.002459,0.276,101,109.0,41.0,283.1,0.2,5.5,0.0255,0.521442,higher feature -> higher survival_target
stroma_E_original_firstorder_RootMeanSquared_std,stroma,E,firstorder,RootMeanSquared,std,0.002411,0.001122,0.002341,0.00248,0.465,102,127.5,19.0,369.0,2.9,12.2,-0.18,5e-06,higher feature -> lower survival_target
tumor_H_original_firstorder_MeanAbsoluteDeviation_std,tumor,H,firstorder,MeanAbsoluteDeviation,std,0.002376,0.00117,0.002304,0.002449,0.492,103,140.0,20.0,429.0,2.6,13.2,-0.177,7e-06,higher feature -> lower survival_target
adipose_H_original_firstorder_TotalEnergy_mean,adipose,H,firstorder,TotalEnergy,mean,0.002366,0.000696,0.002323,0.00241,0.294,104,114.5,39.0,288.1,0.1,5.9,0.1372,0.000523,higher feature -> higher survival_target
adipose_H_original_firstorder_Energy_mean,adipose,H,firstorder,Energy,mean,0.002364,0.000701,0.00232,0.002407,0.297,105,116.5,39.0,278.0,0.0,5.9,0.1372,0.000523,higher feature -> higher survival_target
dcis_H_original_firstorder_90Percentile_std,dcis,H,firstorder,90Percentile,std,0.002358,0.001007,0.002295,0.00242,0.427,106,130.0,28.0,369.0,0.7,11.6,-0.1187,0.002708,higher feature -> lower survival_target
tdlu_E_original_firstorder_Median_std,tdlu,E,firstorder,Median,std,0.002348,0.000994,0.002287,0.00241,0.423,107,134.0,25.0,371.1,1.2,10.9,-0.1548,8.9e-05,higher feature -> lower survival_target
vessels_H_original_firstorder_Skewness_std,vessels,H,firstorder,Skewness,std,0.002336,0.00101,0.002273,0.002399,0.432,108,137.0,24.0,350.0,1.7,9.8,-0.0962,0.015216,higher feature -> lower survival_target
tumor_H_original_firstorder_TotalEnergy_std,tumor,H,firstorder,TotalEnergy,std,0.002288,0.00084,0.002236,0.00234,0.367,109,133.0,33.0,339.0,0.6,8.6,-0.0547,0.168255,higher feature -> lower survival_target
tumor_H_original_firstorder_Energy_std,tumor,H,firstorder,Energy,std,0.002283,0.000841,0.00223,0.002335,0.368,110,130.5,32.0,340.0,0.7,8.0,-0.0547,0.168255,higher feature -> lower survival_target
tumor_H_original_firstorder_Skewness_std,tumor,H,firstorder,Skewness,std,0.002277,0.001061,0.002211,0.002343,0.466,111,147.0,25.0,392.0,1.6,9.9,-0.1406,0.000374,higher feature -> lower survival_target
adipose_H_original_firstorder_Kurtosis_std,adipose,H,firstorder,Kurtosis,std,0.002275,0.000952,0.002216,0.002334,0.418,112,140.0,27.0,362.0,1.3,9.3,-0.1451,0.000241,higher feature -> lower survival_target
tumor_H_original_firstorder_Variance_mean,tumor,H,firstorder,Variance,mean,0.002259,0.000714,0.002215,0.002303,0.316,113,129.0,40.0,329.0,0.1,5.3,-0.088,0.026439,higher feature -> lower survival_target
stroma_E_original_firstorder_InterquartileRange_mean,stroma,E,firstorder,InterquartileRange,mean,0.002257,0.000719,0.002213,0.002302,0.319,114,129.0,39.0,340.1,0.1,6.3,0.0551,0.165061,higher feature -> higher survival_target
tdlu_E_original_firstorder_Energy_std,tdlu,E,firstorder,Energy,std,0.002237,0.000857,0.002184,0.00229,0.383,115,140.0,29.0,356.0,1.2,8.0,-0.1346,0.000667,higher feature -> lower survival_target
tdlu_E_original_firstorder_TotalEnergy_std,tdlu,E,firstorder,TotalEnergy,std,0.002232,0.000852,0.002179,0.002285,0.382,116,141.0,30.0,359.1,1.1,7.8,-0.1346,0.000667,higher feature -> lower survival_target
adipose_E_original_firstorder_TotalEnergy_std,adipose,E,firstorder,TotalEnergy,std,0.002228,0.000762,0.002181,0.002276,0.342,117,137.0,35.0,330.0,0.4,6.6,-0.1832,3e-06,higher feature -> lower survival_target
adipose_E_original_firstorder_Energy_std,adipose,E,firstorder,Energy,std,0.002224,0.000753,0.002178,0.002271,0.339,118,137.5,37.9,334.0,0.3,5.8,-0.1832,3e-06,higher feature -> lower survival_target
tumor_E_original_firstorder_Median_mean,tumor,E,firstorder,Median,mean,0.002216,0.000706,0.002172,0.002259,0.319,119,132.0,39.0,359.0,0.1,4.4,0.0611,0.123871,higher feature -> higher survival_target
tumor_E_original_firstorder_Kurtosis_std,tumor,E,firstorder,Kurtosis,std,0.002206,0.000739,0.00216,0.002252,0.335,120,141.0,40.0,340.0,0.5,5.7,0.0652,0.100659,higher feature -> higher survival_target
tils_H_original_firstorder_Kurtosis_mean,tils,H,firstorder,Kurtosis,mean,0.002182,0.00093,0.002124,0.002239,0.426,121,153.0,30.0,374.1,1.1,8.0,-0.0932,0.018717,higher feature -> lower survival_target
tumor_H_original_firstorder_RootMeanSquared_std,tumor,H,firstorder,RootMeanSquared,std,0.002173,0.001059,0.002107,0.002238,0.487,122,163.0,26.0,390.0,1.6,8.8,-0.0972,0.01423,higher feature -> lower survival_target
