feature,region,channel,feature_class,metric,stat,mean_importance,std_importance,ci_lo,ci_hi,cv,rank,median_rank,rank_q025,rank_q975,top20_pct,top50_pct,spearman_rho,spearman_p_value,direction
tumor_E_original_firstorder_InterquartileRange_std,tumor,E,firstorder,InterquartileRange,std,0.002356,0.000864,0.002302,0.002409,0.367,122,138.0,36.0,332.0,0.3,7.1,0.035,0.598978,higher feature -> higher survival_target
muscularis_H_original_firstorder_MeanAbsoluteDeviation_mean,muscularis,H,firstorder,MeanAbsoluteDeviation,mean,0.002334,0.001256,0.002256,0.002411,0.538,123,162.0,24.0,399.1,1.3,10.5,0.3016,4e-06,higher feature -> higher survival_target
necrosis_H_original_firstorder_RootMeanSquared_mean,necrosis,H,firstorder,RootMeanSquared,mean,0.002321,0.001748,0.002212,0.002429,0.753,124,194.0,12.0,443.0,4.5,13.2,0.2181,0.000914,higher feature -> higher survival_target
necrosis_H_original_firstorder_Mean_std,necrosis,H,firstorder,Mean,std,0.002304,0.000753,0.002257,0.002351,0.327,125,138.0,42.0,306.1,0.2,4.7,0.0869,0.191256,higher feature -> higher survival_target
muscularis_H_original_firstorder_Mean_std,muscularis,H,firstorder,Mean,std,0.002283,0.001307,0.002202,0.002364,0.573,126,169.0,22.0,412.0,2.4,10.1,0.2438,0.000202,higher feature -> higher survival_target
necrosis_H_original_firstorder_Median_mean,necrosis,H,firstorder,Median,mean,0.002261,0.001149,0.002189,0.002332,0.508,127,167.5,27.0,380.0,1.4,8.5,0.2169,0.000981,higher feature -> higher survival_target
muscularis_H_original_firstorder_Skewness_mean,muscularis,H,firstorder,Skewness,mean,0.002256,0.001181,0.002183,0.00233,0.524,128,170.0,27.0,409.1,1.3,9.0,-0.2947,6e-06,higher feature -> lower survival_target
vessels_H_original_firstorder_10Percentile_std,vessels,H,firstorder,10Percentile,std,0.002252,0.001053,0.002186,0.002317,0.468,129,158.0,32.0,395.0,0.9,7.9,0.0013,0.984316,higher feature -> higher survival_target
necrosis_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,necrosis,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.002251,0.001588,0.002152,0.002349,0.706,130,194.5,16.0,433.0,3.7,10.8,0.2265,0.00057,higher feature -> higher survival_target
tumor_H_original_firstorder_RobustMeanAbsoluteDeviation_std,tumor,H,firstorder,RobustMeanAbsoluteDeviation,std,0.002248,0.000978,0.002187,0.002308,0.435,131,155.0,31.0,359.1,1.2,5.3,-0.062,0.351545,higher feature -> lower survival_target
adipose_H_original_firstorder_10Percentile_std,adipose,H,firstorder,10Percentile,std,0.002238,0.00133,0.002156,0.002321,0.594,132,173.0,23.0,399.0,2.3,9.6,0.1765,0.007544,higher feature -> higher survival_target
muscularis_H_original_firstorder_Variance_mean,muscularis,H,firstorder,Variance,mean,0.002203,0.001429,0.002114,0.002292,0.649,133,190.0,23.0,438.0,2.3,9.0,0.289,9e-06,higher feature -> higher survival_target
lamina_H_original_firstorder_90Percentile_mean,lamina,H,firstorder,90Percentile,mean,0.002201,0.001388,0.002115,0.002287,0.631,134,192.0,23.0,439.0,1.9,10.0,0.2737,2.8e-05,higher feature -> higher survival_target
lamina_H_original_firstorder_InterquartileRange_mean,lamina,H,firstorder,InterquartileRange,mean,0.002196,0.001326,0.002114,0.002278,0.604,135,189.0,24.0,426.0,1.7,9.8,0.2618,6.3e-05,higher feature -> higher survival_target
necrosis_E_original_firstorder_Uniformity_mean,necrosis,E,firstorder,Uniformity,mean,0.002194,0.001194,0.00212,0.002268,0.544,136,177.0,22.0,415.0,2.5,8.6,-0.1608,0.015049,higher feature -> lower survival_target
tumor_E_original_firstorder_RobustMeanAbsoluteDeviation_std,tumor,E,firstorder,RobustMeanAbsoluteDeviation,std,0.002192,0.000775,0.002144,0.00224,0.354,137,152.0,44.0,356.0,0.1,4.1,0.0212,0.750625,higher feature -> higher survival_target
lamina_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,lamina,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.00219,0.001421,0.002102,0.002278,0.649,138,195.0,22.0,428.0,2.3,9.7,0.2566,8.9e-05,higher feature -> higher survival_target
muscularis_E_original_firstorder_RobustMeanAbsoluteDeviation_mean,muscularis,E,firstorder,RobustMeanAbsoluteDeviation,mean,0.002178,0.000951,0.002119,0.002237,0.437,139,162.0,35.0,385.0,0.4,6.0,-0.0609,0.359676,higher feature -> lower survival_target
lamina_H_original_firstorder_MeanAbsoluteDeviation_std,lamina,H,firstorder,MeanAbsoluteDeviation,std,0.002163,0.001084,0.002096,0.00223,0.501,140,176.0,29.0,396.0,1.1,7.5,-0.0781,0.239921,higher feature -> lower survival_target
vessels_E_original_firstorder_Entropy_std,vessels,E,firstorder,Entropy,std,0.002153,0.001252,0.002076,0.002231,0.581,141,189.0,25.0,432.0,1.8,8.5,-0.1851,0.005051,higher feature -> lower survival_target
urothelium_H_original_firstorder_Variance_mean,urothelium,H,firstorder,Variance,mean,0.00215,0.000707,0.002106,0.002193,0.329,142,154.0,49.0,345.0,0.0,2.9,0.0056,0.932679,higher feature -> higher survival_target
muscularis_E_original_firstorder_InterquartileRange_mean,muscularis,E,firstorder,InterquartileRange,mean,0.002118,0.000888,0.002063,0.002173,0.419,143,168.0,38.0,394.1,0.4,4.9,-0.0545,0.413162,higher feature -> lower survival_target
lamina_H_original_firstorder_RobustMeanAbsoluteDeviation_std,lamina,H,firstorder,RobustMeanAbsoluteDeviation,std,0.002118,0.000858,0.002065,0.002172,0.405,144,167.5,40.0,374.0,0.4,5.0,-0.0457,0.49185,higher feature -> lower survival_target
necrosis_H_original_firstorder_Median_std,necrosis,H,firstorder,Median,std,0.002118,0.000828,0.002067,0.002169,0.391,145,169.0,39.0,366.2,0.1,4.7,0.1476,0.025855,higher feature -> higher survival_target
necrosis_H_original_firstorder_RootMeanSquared_std,necrosis,H,firstorder,RootMeanSquared,std,0.002116,0.000787,0.002067,0.002164,0.372,146,167.0,45.0,348.0,0.6,3.6,-0.0139,0.834712,higher feature -> lower survival_target
vessels_H_original_firstorder_10Percentile_mean,vessels,H,firstorder,10Percentile,mean,0.002113,0.000965,0.002053,0.002173,0.457,147,178.0,33.0,392.0,0.5,7.2,0.0807,0.224735,higher feature -> higher survival_target
necrosis_E_original_firstorder_10Percentile_std,necrosis,E,firstorder,10Percentile,std,0.002107,0.001057,0.002042,0.002173,0.502,148,176.5,35.0,401.1,1.2,5.7,0.0936,0.158836,higher feature -> higher survival_target
lamina_H_original_firstorder_InterquartileRange_std,lamina,H,firstorder,InterquartileRange,std,0.002104,0.000879,0.00205,0.002158,0.418,149,173.0,38.0,375.0,0.9,4.9,-0.0474,0.476393,higher feature -> lower survival_target
vessels_E_original_firstorder_MeanAbsoluteDeviation_std,vessels,E,firstorder,MeanAbsoluteDeviation,std,0.002093,0.001402,0.002006,0.00218,0.67,150,205.0,22.0,425.0,2.4,7.9,-0.1694,0.010406,higher feature -> lower survival_target
muscularis_H_original_firstorder_90Percentile_mean,muscularis,H,firstorder,90Percentile,mean,0.002087,0.001063,0.002021,0.002153,0.509,151,190.5,31.0,431.0,0.6,6.4,0.3024,3e-06,higher feature -> higher survival_target
tumor_H_original_firstorder_Energy_mean,tumor,H,firstorder,Energy,mean,0.002083,0.001486,0.001991,0.002175,0.713,152,230.0,17.0,451.0,3.0,10.0,0.2096,0.001459,higher feature -> higher survival_target
urothelium_E_original_firstorder_Kurtosis_std,urothelium,E,firstorder,Kurtosis,std,0.002081,0.00091,0.002025,0.002138,0.437,153,175.0,42.0,408.0,0.5,4.3,-0.1776,0.00717,higher feature -> lower survival_target
tumor_H_original_firstorder_TotalEnergy_mean,tumor,H,firstorder,TotalEnergy,mean,0.00208,0.001479,0.001988,0.002171,0.711,154,233.0,17.0,446.0,3.2,9.3,0.2096,0.001459,higher feature -> higher survival_target
tumor_H_original_firstorder_RootMeanSquared_mean,tumor,H,firstorder,RootMeanSquared,mean,0.002079,0.001527,0.001984,0.002174,0.734,155,235.0,16.0,453.0,3.8,10.7,0.2255,0.000603,higher feature -> higher survival_target
necrosis_E_original_firstorder_Entropy_mean,necrosis,E,firstorder,Entropy,mean,0.002078,0.001082,0.002011,0.002145,0.521,156,190.5,26.0,424.0,1.7,7.3,0.1422,0.031884,higher feature -> higher survival_target
urothelium_E_original_firstorder_InterquartileRange_std,urothelium,E,firstorder,InterquartileRange,std,0.002076,0.001166,0.002004,0.002148,0.561,157,195.5,26.0,400.0,1.7,5.7,-0.0864,0.193651,higher feature -> lower survival_target
necrosis_H_original_firstorder_Mean_mean,necrosis,H,firstorder,Mean,mean,0.002043,0.001265,0.001965,0.002122,0.619,158,221.0,24.0,434.1,2.0,8.2,0.218,0.000923,higher feature -> higher survival_target
tumor_E_original_firstorder_90Percentile_std,tumor,E,firstorder,90Percentile,std,0.002035,0.000792,0.001986,0.002084,0.389,159,176.0,49.0,400.0,0.3,2.9,0.0212,0.750475,higher feature -> higher survival_target
tumor_H_original_firstorder_10Percentile_mean,tumor,H,firstorder,10Percentile,mean,0.002034,0.000997,0.001973,0.002096,0.49,160,191.5,32.0,380.0,1.0,4.6,0.1134,0.087668,higher feature -> higher survival_target
tumor_E_original_firstorder_Entropy_std,tumor,E,firstorder,Entropy,std,0.002034,0.00077,0.001987,0.002082,0.378,161,180.0,47.0,401.0,0.1,3.5,-0.0353,0.595978,higher feature -> lower survival_target
tumor_H_original_firstorder_90Percentile_std,tumor,H,firstorder,90Percentile,std,0.002034,0.000711,0.00199,0.002078,0.35,162,171.0,52.0,377.1,0.2,2.3,-0.0122,0.855094,higher feature -> lower survival_target
immune_H_original_firstorder_Skewness_std,immune,H,firstorder,Skewness,std,0.002031,0.00117,0.001958,0.002103,0.576,163,212.5,27.0,417.0,1.4,7.9,-0.2412,0.000236,higher feature -> lower survival_target
muscularis_E_original_firstorder_Mean_std,muscularis,E,firstorder,Mean,std,0.002029,0.000939,0.001971,0.002088,0.463,164,188.0,35.0,411.0,0.8,4.8,-0.1232,0.06332,higher feature -> lower survival_target
necrosis_E_original_firstorder_Mean_std,necrosis,E,firstorder,Mean,std,0.002028,0.000672,0.001987,0.00207,0.332,165,176.0,54.0,357.0,0.2,2.3,0.0335,0.615072,higher feature -> higher survival_target
tumor_H_original_firstorder_Entropy_std,tumor,H,firstorder,Entropy,std,0.002028,0.001047,0.001963,0.002093,0.516,166,202.0,29.0,406.0,1.6,5.8,-0.1345,0.042401,higher feature -> lower survival_target
muscularis_H_original_firstorder_TotalEnergy_std,muscularis,H,firstorder,TotalEnergy,std,0.002021,0.00117,0.001949,0.002094,0.579,167,208.0,30.0,433.0,1.1,7.3,0.2611,6.6e-05,higher feature -> higher survival_target
tumor_E_original_firstorder_TotalEnergy_mean,tumor,E,firstorder,TotalEnergy,mean,0.002019,0.001128,0.001949,0.002089,0.559,168,203.5,28.0,431.0,1.7,6.5,0.1158,0.08111,higher feature -> higher survival_target
muscularis_H_original_firstorder_Energy_std,muscularis,H,firstorder,Energy,std,0.002012,0.001167,0.00194,0.002084,0.58,169,208.5,30.0,444.0,1.4,6.8,0.2611,6.6e-05,higher feature -> higher survival_target
tumor_E_original_firstorder_Energy_mean,tumor,E,firstorder,Energy,mean,0.002009,0.001139,0.001939,0.00208,0.567,170,202.5,27.0,442.0,1.8,6.6,0.1158,0.08111,higher feature -> higher survival_target
necrosis_E_original_firstorder_Mean_mean,necrosis,E,firstorder,Mean,mean,0.001961,0.001153,0.001889,0.002032,0.588,171,226.5,30.0,441.0,1.4,7.3,0.1534,0.020496,higher feature -> higher survival_target
vessels_H_original_firstorder_Skewness_std,vessels,H,firstorder,Skewness,std,0.001961,0.001127,0.001891,0.002031,0.575,172,218.0,33.0,432.0,1.3,5.6,-0.228,0.00052,higher feature -> lower survival_target
urothelium_H_original_firstorder_Median_mean,urothelium,H,firstorder,Median,mean,0.001954,0.000815,0.001904,0.002005,0.417,173,199.0,47.0,405.0,0.4,3.6,0.0202,0.761564,higher feature -> higher survival_target
adipose_H_original_firstorder_RobustMeanAbsoluteDeviation_std,adipose,H,firstorder,RobustMeanAbsoluteDeviation,std,0.001947,0.001065,0.001881,0.002013,0.547,174,217.0,32.0,425.0,0.9,5.9,0.2153,0.001072,higher feature -> higher survival_target
urothelium_H_original_firstorder_Mean_mean,urothelium,H,firstorder,Mean,mean,0.001945,0.000693,0.001903,0.001988,0.356,175,188.0,60.9,391.0,0.1,1.5,0.0221,0.740172,higher feature -> higher survival_target
necrosis_E_original_firstorder_Skewness_mean,necrosis,E,firstorder,Skewness,mean,0.001943,0.00094,0.001884,0.002001,0.484,176,205.0,42.0,423.0,0.7,4.8,-0.1035,0.119123,higher feature -> lower survival_target
urothelium_H_original_firstorder_Skewness_mean,urothelium,H,firstorder,Skewness,mean,0.001942,0.000796,0.001892,0.001991,0.41,177,198.0,49.0,406.0,0.5,3.0,-0.0863,0.194397,higher feature -> lower survival_target
immune_H_original_firstorder_Variance_std,immune,H,firstorder,Variance,std,0.001942,0.001161,0.00187,0.002014,0.598,178,221.0,27.0,444.0,1.5,6.9,0.1496,0.02383,higher feature -> higher survival_target
vessels_E_original_firstorder_RobustMeanAbsoluteDeviation_std,vessels,E,firstorder,RobustMeanAbsoluteDeviation,std,0.001933,0.001262,0.001855,0.002011,0.653,179,237.0,25.0,440.0,1.8,7.5,-0.126,0.05752,higher feature -> lower survival_target
immune_E_original_firstorder_Kurtosis_std,immune,E,firstorder,Kurtosis,std,0.001926,0.000891,0.001871,0.001981,0.463,180,203.5,41.0,432.0,0.6,4.8,0.0074,0.91135,higher feature -> higher survival_target
vessels_E_original_firstorder_10Percentile_mean,vessels,E,firstorder,10Percentile,mean,0.001919,0.001023,0.001855,0.001982,0.533,181,215.0,31.0,434.0,1.0,6.2,0.1216,0.066773,higher feature -> higher survival_target
urothelium_H_original_firstorder_MeanAbsoluteDeviation_mean,urothelium,H,firstorder,MeanAbsoluteDeviation,mean,0.001913,0.000631,0.001874,0.001952,0.33,182,188.5,61.0,383.0,0.0,1.4,0.0426,0.522568,higher feature -> higher survival_target
necrosis_H_original_firstorder_Kurtosis_std,necrosis,H,firstorder,Kurtosis,std,0.001913,0.000752,0.001866,0.001959,0.393,183,200.5,51.0,387.1,0.3,2.4,-0.0957,0.149873,higher feature -> lower survival_target
tumor_H_original_firstorder_Entropy_mean,tumor,H,firstorder,Entropy,mean,0.001893,0.001418,0.001805,0.001981,0.749,184,273.0,23.0,449.0,2.3,7.4,0.2201,0.000819,higher feature -> higher survival_target
necrosis_H_original_firstorder_TotalEnergy_mean,necrosis,H,firstorder,TotalEnergy,mean,0.001888,0.001206,0.001813,0.001963,0.639,185,245.0,31.0,437.0,1.1,6.3,0.2089,0.00151,higher feature -> higher survival_target
tumor_E_original_firstorder_Variance_mean,tumor,E,firstorder,Variance,mean,0.001886,0.0009,0.001831,0.001942,0.477,186,217.0,40.0,428.0,0.8,3.7,0.1336,0.043944,higher feature -> higher survival_target
necrosis_H_original_firstorder_Energy_mean,necrosis,H,firstorder,Energy,mean,0.001886,0.001197,0.001811,0.00196,0.635,187,242.5,31.0,442.0,1.0,6.5,0.2089,0.00151,higher feature -> higher survival_target
lamina_H_original_firstorder_10Percentile_mean,lamina,H,firstorder,10Percentile,mean,0.001884,0.001027,0.00182,0.001947,0.545,188,237.0,35.0,434.0,0.8,5.4,0.1893,0.004116,higher feature -> higher survival_target
muscularis_E_original_firstorder_90Percentile_std,muscularis,E,firstorder,90Percentile,std,0.00188,0.000763,0.001833,0.001927,0.406,189,205.5,48.0,419.1,0.2,3.1,-0.1159,0.080714,higher feature -> lower survival_target
urothelium_H_original_firstorder_RootMeanSquared_mean,urothelium,H,firstorder,RootMeanSquared,mean,0.001875,0.000596,0.001838,0.001912,0.318,190,197.5,61.0,382.0,0.0,0.5,0.0114,0.863885,higher feature -> higher survival_target
tumor_H_original_firstorder_Mean_mean,tumor,H,firstorder,Mean,mean,0.001872,0.001328,0.001789,0.001954,0.71,191,277.0,19.0,448.0,2.7,7.8,0.2047,0.001886,higher feature -> higher survival_target
tumor_H_original_firstorder_90Percentile_mean,tumor,H,firstorder,90Percentile,mean,0.001871,0.001376,0.001786,0.001957,0.735,192,269.5,22.0,449.0,2.3,7.2,0.1961,0.002936,higher feature -> higher survival_target
vessels_H_original_firstorder_Median_mean,vessels,H,firstorder,Median,mean,0.001861,0.000831,0.001809,0.001912,0.446,193,212.5,46.0,427.0,0.4,3.0,0.2087,0.001527,higher feature -> higher survival_target
tumor_H_original_firstorder_MeanAbsoluteDeviation_mean,tumor,H,firstorder,MeanAbsoluteDeviation,mean,0.001852,0.00133,0.001769,0.001934,0.718,194,261.0,25.0,447.0,1.8,7.2,0.1853,0.00501,higher feature -> higher survival_target
lamina_H_original_firstorder_MeanAbsoluteDeviation_mean,lamina,H,firstorder,MeanAbsoluteDeviation,mean,0.00185,0.001131,0.00178,0.00192,0.611,195,254.0,26.0,440.0,1.4,6.6,0.2409,0.000241,higher feature -> higher survival_target
urothelium_H_original_firstorder_InterquartileRange_mean,urothelium,H,firstorder,InterquartileRange,mean,0.001848,0.000625,0.001809,0.001887,0.338,196,207.0,63.0,386.0,0.1,1.5,0.0493,0.459261,higher feature -> higher survival_target
tumor_H_original_firstorder_Median_mean,tumor,H,firstorder,Median,mean,0.001848,0.001039,0.001784,0.001912,0.562,197,238.5,33.0,422.0,0.8,4.9,0.2116,0.00131,higher feature -> higher survival_target
muscularis_H_original_firstorder_InterquartileRange_std,muscularis,H,firstorder,InterquartileRange,std,0.001845,0.000923,0.001788,0.001903,0.5,198,231.0,40.0,427.0,0.7,4.6,0.1582,0.016805,higher feature -> higher survival_target
necrosis_E_original_firstorder_Median_std,necrosis,E,firstorder,Median,std,0.001845,0.00062,0.001807,0.001883,0.336,199,205.0,67.9,391.0,0.1,1.3,0.0144,0.828917,higher feature -> higher survival_target
immune_H_original_firstorder_10Percentile_std,immune,H,firstorder,10Percentile,std,0.001834,0.000799,0.001784,0.001883,0.435,200,220.0,43.0,417.0,0.3,3.5,0.1439,0.029838,higher feature -> higher survival_target
lamina_H_original_firstorder_90Percentile_std,lamina,H,firstorder,90Percentile,std,0.001829,0.000758,0.001782,0.001876,0.415,201,217.5,49.0,411.0,0.2,2.6,-0.0388,0.560207,higher feature -> lower survival_target
vessels_H_original_firstorder_Energy_std,vessels,H,firstorder,Energy,std,0.001828,0.000754,0.001781,0.001875,0.413,202,216.0,56.0,416.0,0.1,1.9,-0.01,0.881071,higher feature -> lower survival_target
vessels_H_original_firstorder_TotalEnergy_std,vessels,H,firstorder,TotalEnergy,std,0.001828,0.000766,0.00178,0.001875,0.419,203,213.0,53.0,420.0,0.2,2.3,-0.01,0.881071,higher feature -> lower survival_target
tumor_E_original_firstorder_Median_mean,tumor,E,firstorder,Median,mean,0.001826,0.001044,0.001761,0.001891,0.572,204,235.5,34.9,442.0,1.4,4.7,0.1105,0.096089,higher feature -> higher survival_target
urothelium_E_original_firstorder_Mean_std,urothelium,E,firstorder,Mean,std,0.001823,0.000858,0.00177,0.001876,0.471,205,227.0,42.0,430.0,0.7,3.3,-0.1571,0.017624,higher feature -> lower survival_target
tumor_E_original_firstorder_10Percentile_mean,tumor,E,firstorder,10Percentile,mean,0.001815,0.000833,0.001763,0.001867,0.459,206,227.0,48.0,423.0,0.6,3.0,0.0966,0.145743,higher feature -> higher survival_target
muscularis_E_original_firstorder_RootMeanSquared_std,muscularis,E,firstorder,RootMeanSquared,std,0.001815,0.000843,0.001762,0.001867,0.465,207,230.0,40.0,434.0,0.3,3.7,-0.127,0.055535,higher feature -> lower survival_target
vessels_H_original_firstorder_Skewness_mean,vessels,H,firstorder,Skewness,mean,0.001812,0.001115,0.001743,0.001882,0.615,208,256.0,32.0,453.0,0.9,5.8,-0.2662,4.7e-05,higher feature -> lower survival_target
adipose_H_original_firstorder_Energy_std,adipose,H,firstorder,Energy,std,0.001811,0.000973,0.001751,0.001871,0.537,209,238.5,34.0,431.0,1.0,4.6,0.1699,0.01019,higher feature -> higher survival_target
muscularis_E_original_firstorder_Variance_mean,muscularis,E,firstorder,Variance,mean,0.001809,0.000583,0.001773,0.001845,0.322,210,205.5,67.0,395.0,0.0,0.5,-0.0466,0.483683,higher feature -> lower survival_target
adipose_H_original_firstorder_TotalEnergy_std,adipose,H,firstorder,TotalEnergy,std,0.001808,0.00097,0.001748,0.001868,0.536,211,239.0,35.0,434.0,1.1,4.1,0.1699,0.01019,higher feature -> higher survival_target
adipose_H_original_firstorder_Variance_std,adipose,H,firstorder,Variance,std,0.001805,0.00091,0.001748,0.001861,0.504,212,233.0,43.0,434.0,0.6,3.4,0.1692,0.010465,higher feature -> higher survival_target
urothelium_E_original_firstorder_Variance_std,urothelium,E,firstorder,Variance,std,0.001801,0.000758,0.001754,0.001848,0.421,213,222.5,48.0,414.0,0.5,2.7,-0.0575,0.387839,higher feature -> lower survival_target
lamina_H_original_firstorder_Energy_mean,lamina,H,firstorder,Energy,mean,0.001799,0.001101,0.00173,0.001867,0.612,214,263.0,33.0,456.0,0.8,5.4,0.2661,4.7e-05,higher feature -> higher survival_target
lamina_H_original_firstorder_TotalEnergy_mean,lamina,H,firstorder,TotalEnergy,mean,0.001799,0.001096,0.001731,0.001866,0.609,215,256.5,31.0,458.0,0.7,5.2,0.2661,4.7e-05,higher feature -> higher survival_target
lamina_E_original_firstorder_Entropy_std,lamina,E,firstorder,Entropy,std,0.001798,0.000868,0.001744,0.001852,0.483,216,227.0,44.0,448.0,0.2,3.7,-0.1712,0.009613,higher feature -> lower survival_target
urothelium_E_original_firstorder_Median_std,urothelium,E,firstorder,Median,std,0.001792,0.000876,0.001738,0.001846,0.489,217,236.0,41.0,434.0,0.6,3.9,-0.1129,0.088995,higher feature -> lower survival_target
lamina_H_original_firstorder_Skewness_mean,lamina,H,firstorder,Skewness,mean,0.001789,0.000843,0.001737,0.001841,0.471,218,232.0,47.0,428.0,0.3,2.8,-0.2303,0.000455,higher feature -> lower survival_target
necrosis_H_original_firstorder_Variance_std,necrosis,H,firstorder,Variance,std,0.001786,0.000704,0.001743,0.00183,0.394,219,218.5,55.0,409.1,0.2,1.7,0.037,0.578062,higher feature -> higher survival_target
vessels_E_original_firstorder_Skewness_std,vessels,E,firstorder,Skewness,std,0.001785,0.000991,0.001724,0.001847,0.555,220,252.0,34.0,448.0,0.6,4.7,-0.1729,0.008903,higher feature -> lower survival_target
muscularis_E_original_firstorder_MeanAbsoluteDeviation_mean,muscularis,E,firstorder,MeanAbsoluteDeviation,mean,0.00178,0.000592,0.001744,0.001817,0.332,221,210.0,70.0,407.0,0.0,0.8,-0.0334,0.615724,higher feature -> lower survival_target
tumor_E_original_firstorder_InterquartileRange_mean,tumor,E,firstorder,InterquartileRange,mean,0.001777,0.000782,0.001729,0.001826,0.44,222,225.0,51.9,431.0,0.2,2.5,0.1293,0.051254,higher feature -> higher survival_target
urothelium_H_original_firstorder_90Percentile_mean,urothelium,H,firstorder,90Percentile,mean,0.001768,0.000575,0.001733,0.001804,0.325,223,213.0,69.0,396.0,0.0,0.7,0.0346,0.603193,higher feature -> higher survival_target
tumor_E_original_firstorder_Mean_mean,tumor,E,firstorder,Mean,mean,0.001766,0.000959,0.001707,0.001826,0.543,224,249.0,40.0,448.0,0.8,3.9,0.118,0.075434,higher feature -> higher survival_target
tumor_H_original_firstorder_Variance_std,tumor,H,firstorder,Variance,std,0.001761,0.000648,0.00172,0.001801,0.368,225,223.0,69.0,409.0,0.2,1.1,0.0316,0.634677,higher feature -> higher survival_target
tumor_E_original_firstorder_MeanAbsoluteDeviation_mean,tumor,E,firstorder,MeanAbsoluteDeviation,mean,0.00176,0.000782,0.001711,0.001808,0.445,226,233.5,45.0,430.1,0.2,3.1,0.1328,0.045132,higher feature -> higher survival_target
necrosis_H_original_firstorder_MeanAbsoluteDeviation_mean,necrosis,H,firstorder,MeanAbsoluteDeviation,mean,0.001759,0.001155,0.001687,0.001831,0.657,227,276.0,35.0,449.0,1.3,5.0,0.2046,0.001898,higher feature -> higher survival_target
tumor_H_original_firstorder_RootMeanSquared_std,tumor,H,firstorder,RootMeanSquared,std,0.001755,0.000641,0.001715,0.001795,0.365,228,222.5,59.0,423.0,0.0,1.2,-0.0192,0.773191,higher feature -> lower survival_target
tumor_H_original_firstorder_Kurtosis_mean,tumor,H,firstorder,Kurtosis,mean,0.001753,0.000757,0.001706,0.0018,0.432,229,236.0,59.0,407.1,0.3,1.8,-0.1771,0.007349,higher feature -> lower survival_target
vessels_E_original_firstorder_90Percentile_std,vessels,E,firstorder,90Percentile,std,0.001752,0.000883,0.001697,0.001807,0.504,230,242.0,49.0,439.0,0.3,2.9,-0.1364,0.039548,higher feature -> lower survival_target
necrosis_E_original_firstorder_MeanAbsoluteDeviation_mean,necrosis,E,firstorder,MeanAbsoluteDeviation,mean,0.001749,0.000678,0.001707,0.001791,0.388,231,228.0,61.0,414.0,0.1,1.1,0.0804,0.226596,higher feature -> higher survival_target
muscularis_H_original_firstorder_RobustMeanAbsoluteDeviation_std,muscularis,H,firstorder,RobustMeanAbsoluteDeviation,std,0.001748,0.000829,0.001697,0.0018,0.474,232,241.0,48.0,432.0,0.5,3.1,0.1484,0.025036,higher feature -> higher survival_target
immune_H_original_firstorder_Mean_std,immune,H,firstorder,Mean,std,0.001748,0.000846,0.001696,0.0018,0.484,233,236.0,52.0,422.0,0.7,2.3,0.1426,0.031385,higher feature -> higher survival_target
immune_H_original_firstorder_Energy_std,immune,H,firstorder,Energy,std,0.001734,0.000897,0.001679,0.00179,0.518,234,248.5,46.0,437.0,0.7,3.0,0.1623,0.014139,higher feature -> higher survival_target
immune_H_original_firstorder_TotalEnergy_std,immune,H,firstorder,TotalEnergy,std,0.001733,0.000898,0.001678,0.001789,0.518,235,254.0,47.0,428.0,0.7,2.8,0.1623,0.014139,higher feature -> higher survival_target
immune_H_original_firstorder_90Percentile_std,immune,H,firstorder,90Percentile,std,0.001728,0.000686,0.001686,0.001771,0.397,236,228.0,60.0,428.0,0.0,1.7,0.0904,0.173605,higher feature -> higher survival_target
necrosis_H_original_firstorder_Kurtosis_mean,necrosis,H,firstorder,Kurtosis,mean,0.001727,0.000861,0.001674,0.00178,0.499,237,240.0,53.0,430.0,0.9,2.2,-0.1496,0.023894,higher feature -> lower survival_target
tumor_E_original_firstorder_Entropy_mean,tumor,E,firstorder,Entropy,mean,0.001727,0.000842,0.001675,0.001779,0.488,238,248.0,44.9,441.0,0.5,3.0,0.1413,0.032973,higher feature -> higher survival_target
urothelium_H_original_firstorder_Skewness_std,urothelium,H,firstorder,Skewness,std,0.001719,0.00077,0.001671,0.001767,0.448,239,235.5,54.0,414.0,0.3,1.7,-0.1889,0.004214,higher feature -> lower survival_target
necrosis_E_original_firstorder_InterquartileRange_mean,necrosis,E,firstorder,InterquartileRange,mean,0.001717,0.000647,0.001676,0.001757,0.377,240,235.0,66.0,412.0,0.0,1.2,0.0864,0.193557,higher feature -> higher survival_target
vessels_H_original_firstorder_MeanAbsoluteDeviation_mean,vessels,H,firstorder,MeanAbsoluteDeviation,mean,0.001716,0.001238,0.00164,0.001793,0.722,241,289.5,28.0,456.0,1.7,5.1,0.2365,0.000314,higher feature -> higher survival_target
tumor_H_original_firstorder_Skewness_std,tumor,H,firstorder,Skewness,std,0.001713,0.000669,0.001672,0.001755,0.391,242,234.5,64.0,419.0,0.1,1.7,-0.071,0.285519,higher feature -> lower survival_target
necrosis_E_original_firstorder_RobustMeanAbsoluteDeviation_mean,necrosis,E,firstorder,RobustMeanAbsoluteDeviation,mean,0.001713,0.000641,0.001673,0.001753,0.374,243,236.0,63.0,413.1,0.1,1.0,0.0767,0.248666,higher feature -> higher survival_target
