feature,region,channel,feature_class,metric,stat,mean_importance,std_importance,ci_lo,ci_hi,cv,rank,median_rank,rank_q025,rank_q975,top20_pct,top50_pct,spearman_rho,spearman_p_value,direction
immune_H_original_firstorder_InterquartileRange_mean,immune,H,firstorder,InterquartileRange,mean,0.005887,0.003094,0.005696,0.006079,0.526,11,27.0,2.0,220.0,40.8,70.5,0.3362,0.0,higher feature -> higher survival_target
immune_H_original_firstorder_Uniformity_mean,immune,H,firstorder,Uniformity,mean,0.005764,0.00307,0.005574,0.005954,0.533,12,29.0,2.0,237.1,38.1,68.5,-0.3436,0.0,higher feature -> lower survival_target
immune_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,immune,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.005758,0.003152,0.005563,0.005954,0.547,13,30.0,2.0,266.1,39.0,68.0,0.3317,0.0,higher feature -> higher survival_target
adipose_H_original_firstorder_Variance_mean,adipose,H,firstorder,Variance,mean,0.005568,0.002572,0.005408,0.005727,0.462,14,29.0,3.0,197.0,34.2,72.7,0.3329,0.0,higher feature -> higher survival_target
immune_H_original_firstorder_Entropy_mean,immune,H,firstorder,Entropy,mean,0.005535,0.002902,0.005355,0.005715,0.524,15,32.0,3.0,253.0,35.6,67.8,0.3369,0.0,higher feature -> higher survival_target
adipose_H_original_firstorder_Median_mean,adipose,H,firstorder,Median,mean,0.005507,0.003173,0.00531,0.005703,0.576,16,34.0,2.0,247.4,36.0,63.5,0.3379,0.0,higher feature -> higher survival_target
immune_H_original_firstorder_Skewness_mean,immune,H,firstorder,Skewness,mean,0.005503,0.002959,0.00532,0.005687,0.538,17,33.0,2.0,228.0,34.6,67.5,-0.3295,0.0,higher feature -> lower survival_target
lamina_H_original_firstorder_Kurtosis_std,lamina,H,firstorder,Kurtosis,std,0.00543,0.003187,0.005232,0.005627,0.587,18,34.0,1.0,246.1,34.0,63.2,-0.2585,7.9e-05,higher feature -> lower survival_target
immune_H_original_firstorder_Mean_mean,immune,H,firstorder,Mean,mean,0.005316,0.003077,0.005125,0.005507,0.579,19,37.0,2.0,280.2,31.7,61.4,0.3251,1e-06,higher feature -> higher survival_target
urothelium_E_original_firstorder_Entropy_std,urothelium,E,firstorder,Entropy,std,0.00506,0.00312,0.004867,0.005253,0.617,20,45.0,1.0,285.0,29.1,54.5,-0.2185,0.000898,higher feature -> lower survival_target
immune_H_original_firstorder_Kurtosis_mean,immune,H,firstorder,Kurtosis,mean,0.005022,0.002822,0.004847,0.005197,0.562,21,40.0,2.0,281.1,30.2,59.2,-0.3262,0.0,higher feature -> lower survival_target
adipose_H_original_firstorder_RootMeanSquared_mean,adipose,H,firstorder,RootMeanSquared,mean,0.004987,0.002226,0.004849,0.005125,0.446,22,36.0,7.0,224.1,25.1,64.3,0.3488,0.0,higher feature -> higher survival_target
adipose_H_original_firstorder_Skewness_std,adipose,H,firstorder,Skewness,std,0.004798,0.002875,0.00462,0.004976,0.599,23,45.0,2.0,270.0,26.3,53.0,-0.3024,3e-06,higher feature -> lower survival_target
adipose_H_original_firstorder_Energy_mean,adipose,H,firstorder,Energy,mean,0.004773,0.002262,0.004633,0.004914,0.474,24,39.0,7.0,251.0,23.7,60.1,0.3401,0.0,higher feature -> higher survival_target
adipose_H_original_firstorder_TotalEnergy_mean,adipose,H,firstorder,TotalEnergy,mean,0.004768,0.002275,0.004627,0.004909,0.477,25,39.5,7.0,248.0,24.1,59.0,0.3401,0.0,higher feature -> higher survival_target
lamina_E_original_firstorder_RobustMeanAbsoluteDeviation_std,lamina,E,firstorder,RobustMeanAbsoluteDeviation,std,0.004649,0.002682,0.004482,0.004815,0.577,26,47.5,2.0,265.1,25.3,51.8,-0.2679,4.2e-05,higher feature -> lower survival_target
immune_H_original_firstorder_90Percentile_mean,immune,H,firstorder,90Percentile,mean,0.004615,0.002573,0.004456,0.004775,0.558,27,45.0,5.0,307.0,22.0,54.1,0.3206,1e-06,higher feature -> higher survival_target
lamina_H_original_firstorder_Entropy_mean,lamina,H,firstorder,Entropy,mean,0.004339,0.002405,0.00419,0.004489,0.554,28,49.0,4.0,309.1,20.0,50.9,0.3068,2e-06,higher feature -> higher survival_target
muscularis_H_original_firstorder_Kurtosis_std,muscularis,H,firstorder,Kurtosis,std,0.004308,0.002946,0.004126,0.004491,0.684,29,61.5,2.0,332.1,20.8,43.6,-0.2616,6.4e-05,higher feature -> lower survival_target
urothelium_H_original_firstorder_RootMeanSquared_std,urothelium,H,firstorder,RootMeanSquared,std,0.004266,0.001866,0.00415,0.004381,0.438,30,48.0,7.0,200.1,16.9,52.5,-0.1813,0.006048,higher feature -> lower survival_target
urothelium_H_original_firstorder_Mean_std,urothelium,H,firstorder,Mean,std,0.004232,0.001932,0.004112,0.004352,0.457,31,50.0,6.0,205.1,16.0,50.5,-0.1686,0.010792,higher feature -> lower survival_target
lamina_E_original_firstorder_InterquartileRange_std,lamina,E,firstorder,InterquartileRange,std,0.00423,0.002429,0.00408,0.004381,0.574,32,57.0,4.0,290.0,19.8,44.5,-0.257,8.7e-05,higher feature -> lower survival_target
urothelium_H_original_firstorder_Median_std,urothelium,H,firstorder,Median,std,0.004217,0.002012,0.004092,0.004342,0.477,33,52.0,4.0,225.0,16.6,48.8,-0.1416,0.032639,higher feature -> lower survival_target
immune_H_original_firstorder_TotalEnergy_mean,immune,H,firstorder,TotalEnergy,mean,0.004177,0.002575,0.004018,0.004337,0.616,34,61.0,4.0,350.1,18.8,45.2,0.2918,7e-06,higher feature -> higher survival_target
immune_H_original_firstorder_Energy_mean,immune,H,firstorder,Energy,mean,0.004175,0.002546,0.004017,0.004333,0.61,35,59.0,5.0,353.1,18.4,44.6,0.2918,7e-06,higher feature -> higher survival_target
necrosis_E_original_firstorder_RobustMeanAbsoluteDeviation_std,necrosis,E,firstorder,RobustMeanAbsoluteDeviation,std,0.004033,0.001737,0.003925,0.00414,0.431,36,54.0,8.0,212.0,13.7,46.4,-0.116,0.080464,higher feature -> lower survival_target
muscularis_E_original_firstorder_InterquartileRange_std,muscularis,E,firstorder,InterquartileRange,std,0.004017,0.002313,0.003873,0.00416,0.576,37,63.0,4.0,298.0,17.4,42.4,-0.2487,0.000148,higher feature -> lower survival_target
necrosis_E_original_firstorder_InterquartileRange_std,necrosis,E,firstorder,InterquartileRange,std,0.003921,0.001733,0.003814,0.004029,0.442,38,57.0,9.0,227.0,13.4,44.4,-0.1099,0.09789,higher feature -> lower survival_target
urothelium_E_original_firstorder_Kurtosis_mean,urothelium,E,firstorder,Kurtosis,mean,0.003903,0.00227,0.003762,0.004043,0.582,39,65.0,4.0,343.1,16.4,40.5,-0.2206,0.000797,higher feature -> lower survival_target
immune_H_original_firstorder_MeanAbsoluteDeviation_mean,immune,H,firstorder,MeanAbsoluteDeviation,mean,0.003863,0.00242,0.003713,0.004013,0.626,40,71.0,6.0,367.0,15.7,39.0,0.3001,4e-06,higher feature -> higher survival_target
urothelium_H_original_firstorder_10Percentile_std,urothelium,H,firstorder,10Percentile,std,0.003858,0.001686,0.003753,0.003962,0.437,41,60.0,8.0,217.0,10.8,41.4,-0.1597,0.015773,higher feature -> lower survival_target
muscularis_H_original_firstorder_Entropy_mean,muscularis,H,firstorder,Entropy,mean,0.003852,0.002322,0.003708,0.003996,0.603,42,67.5,5.0,324.2,13.6,38.7,0.3169,1e-06,higher feature -> higher survival_target
necrosis_E_original_firstorder_MeanAbsoluteDeviation_std,necrosis,E,firstorder,MeanAbsoluteDeviation,std,0.003834,0.001629,0.003733,0.003935,0.425,43,58.0,11.0,239.1,9.6,42.6,-0.1283,0.052948,higher feature -> lower survival_target
lamina_H_original_firstorder_Uniformity_mean,lamina,H,firstorder,Uniformity,mean,0.003809,0.002112,0.003678,0.00394,0.554,44,66.0,8.0,342.0,13.0,41.2,-0.3086,2e-06,higher feature -> lower survival_target
lamina_H_original_firstorder_Skewness_std,lamina,H,firstorder,Skewness,std,0.003787,0.002232,0.003648,0.003925,0.589,45,70.0,5.0,306.1,13.0,38.6,-0.2879,1e-05,higher feature -> lower survival_target
lamina_H_original_firstorder_Mean_mean,lamina,H,firstorder,Mean,mean,0.003784,0.002172,0.003649,0.003919,0.574,46,69.0,6.0,353.0,13.2,38.7,0.3022,3e-06,higher feature -> higher survival_target
urothelium_E_original_firstorder_90Percentile_std,urothelium,E,firstorder,90Percentile,std,0.003747,0.002423,0.003597,0.003898,0.647,47,79.0,3.0,341.1,13.7,35.3,-0.2334,0.000378,higher feature -> lower survival_target
urothelium_H_original_firstorder_90Percentile_std,urothelium,H,firstorder,90Percentile,std,0.00372,0.001518,0.003626,0.003814,0.408,48,60.5,11.0,274.1,7.9,41.2,-0.1845,0.005207,higher feature -> lower survival_target
urothelium_H_original_firstorder_TotalEnergy_std,urothelium,H,firstorder,TotalEnergy,std,0.003695,0.001831,0.003581,0.003808,0.496,49,67.0,8.0,269.0,10.5,36.7,-0.1622,0.014221,higher feature -> lower survival_target
immune_H_original_firstorder_RootMeanSquared_mean,immune,H,firstorder,RootMeanSquared,mean,0.003693,0.002052,0.003566,0.00382,0.556,50,71.0,9.0,347.1,11.2,37.6,0.3065,2e-06,higher feature -> higher survival_target
urothelium_H_original_firstorder_Energy_std,urothelium,H,firstorder,Energy,std,0.003689,0.001817,0.003577,0.003802,0.493,51,67.0,8.0,263.2,10.4,35.4,-0.1622,0.014221,higher feature -> lower survival_target
immune_H_original_firstorder_Median_mean,immune,H,firstorder,Median,mean,0.003682,0.002455,0.00353,0.003834,0.667,52,80.0,6.0,396.0,14.4,34.8,0.2962,5e-06,higher feature -> higher survival_target
immune_H_original_firstorder_Kurtosis_std,immune,H,firstorder,Kurtosis,std,0.003624,0.00254,0.003466,0.003781,0.701,53,88.0,4.0,381.0,13.9,34.4,-0.2458,0.000178,higher feature -> lower survival_target
muscularis_E_original_firstorder_RobustMeanAbsoluteDeviation_std,muscularis,E,firstorder,RobustMeanAbsoluteDeviation,std,0.003525,0.001909,0.003407,0.003643,0.542,54,79.0,8.0,313.1,9.6,34.0,-0.254,0.000105,higher feature -> lower survival_target
lamina_H_original_firstorder_Median_mean,lamina,H,firstorder,Median,mean,0.003375,0.002167,0.00324,0.003509,0.642,55,90.5,6.0,401.0,10.7,32.2,0.2917,8e-06,higher feature -> higher survival_target
muscularis_H_original_firstorder_Median_mean,muscularis,H,firstorder,Median,mean,0.003304,0.002134,0.003172,0.003436,0.646,56,98.5,8.0,401.0,10.0,29.5,0.2868,1.1e-05,higher feature -> higher survival_target
immune_H_original_firstorder_Median_std,immune,H,firstorder,Median,std,0.003225,0.002069,0.003097,0.003354,0.642,57,100.0,5.0,342.0,9.3,26.9,0.1933,0.003382,higher feature -> higher survival_target
immune_H_original_firstorder_InterquartileRange_std,immune,H,firstorder,InterquartileRange,std,0.003219,0.002223,0.003082,0.003357,0.691,58,104.0,5.0,383.0,10.0,25.4,0.181,0.00612,higher feature -> higher survival_target
necrosis_E_original_firstorder_10Percentile_mean,necrosis,E,firstorder,10Percentile,mean,0.003178,0.001762,0.003069,0.003287,0.554,59,100.5,8.0,317.1,8.8,26.4,0.1542,0.019855,higher feature -> higher survival_target
muscularis_H_original_firstorder_Uniformity_mean,muscularis,H,firstorder,Uniformity,mean,0.003152,0.001763,0.003043,0.003261,0.559,60,96.0,12.0,367.0,5.4,27.0,-0.3129,1e-06,higher feature -> lower survival_target
vessels_H_original_firstorder_Kurtosis_std,vessels,H,firstorder,Kurtosis,std,0.003131,0.002055,0.003004,0.003258,0.656,61,105.0,7.0,363.0,8.7,24.9,-0.2449,0.000189,higher feature -> lower survival_target
muscularis_H_original_firstorder_InterquartileRange_mean,muscularis,H,firstorder,InterquartileRange,mean,0.003125,0.00179,0.003014,0.003236,0.573,62,97.0,12.0,359.0,5.8,25.5,0.3086,2e-06,higher feature -> higher survival_target
muscularis_E_original_firstorder_10Percentile_mean,muscularis,E,firstorder,10Percentile,mean,0.003114,0.001774,0.003004,0.003224,0.57,63,96.5,10.0,349.1,7.0,26.2,0.1762,0.007663,higher feature -> higher survival_target
immune_H_original_firstorder_RobustMeanAbsoluteDeviation_std,immune,H,firstorder,RobustMeanAbsoluteDeviation,std,0.003113,0.00197,0.002991,0.003235,0.633,64,106.0,7.0,365.0,9.1,25.1,0.1748,0.008177,higher feature -> higher survival_target
urothelium_E_original_firstorder_Skewness_mean,urothelium,E,firstorder,Skewness,mean,0.003072,0.001786,0.002962,0.003183,0.581,65,99.0,9.0,354.0,7.0,24.1,-0.1878,0.004441,higher feature -> lower survival_target
muscularis_E_original_firstorder_Variance_std,muscularis,E,firstorder,Variance,std,0.003044,0.001734,0.002937,0.003152,0.57,66,106.5,10.0,342.1,6.2,21.4,-0.209,0.001509,higher feature -> lower survival_target
necrosis_H_original_firstorder_RobustMeanAbsoluteDeviation_std,necrosis,H,firstorder,RobustMeanAbsoluteDeviation,std,0.00304,0.001516,0.002946,0.003134,0.499,67,95.0,9.0,292.0,5.8,21.7,-0.038,0.568312,higher feature -> lower survival_target
urothelium_E_original_firstorder_MeanAbsoluteDeviation_std,urothelium,E,firstorder,MeanAbsoluteDeviation,std,0.003034,0.001941,0.002913,0.003154,0.64,68,108.0,8.0,364.1,7.3,21.6,-0.1803,0.006348,higher feature -> lower survival_target
urothelium_E_original_firstorder_Skewness_std,urothelium,E,firstorder,Skewness,std,0.002981,0.00151,0.002887,0.003074,0.506,69,97.5,14.0,370.1,4.3,22.0,-0.209,0.001505,higher feature -> lower survival_target
muscularis_E_original_firstorder_MeanAbsoluteDeviation_std,muscularis,E,firstorder,MeanAbsoluteDeviation,std,0.002973,0.001448,0.002883,0.003063,0.487,70,98.0,15.0,356.0,4.0,22.0,-0.2459,0.000176,higher feature -> lower survival_target
tumor_H_original_firstorder_Kurtosis_std,tumor,H,firstorder,Kurtosis,std,0.002934,0.001675,0.00283,0.003038,0.571,71,107.0,10.0,321.0,6.5,19.2,-0.1896,0.004057,higher feature -> lower survival_target
immune_H_original_firstorder_Variance_mean,immune,H,firstorder,Variance,mean,0.002926,0.002072,0.002798,0.003054,0.708,72,123.5,8.0,438.0,8.7,23.8,0.2677,4.2e-05,higher feature -> higher survival_target
urothelium_H_original_firstorder_Entropy_std,urothelium,H,firstorder,Entropy,std,0.002898,0.001328,0.002815,0.00298,0.458,73,104.5,18.0,327.0,3.6,20.0,-0.1713,0.00956,higher feature -> lower survival_target
muscularis_E_original_firstorder_Median_std,muscularis,E,firstorder,Median,std,0.002894,0.001561,0.002797,0.00299,0.539,74,110.5,12.0,339.1,5.2,19.1,-0.1905,0.003895,higher feature -> lower survival_target
lamina_H_original_firstorder_Kurtosis_mean,lamina,H,firstorder,Kurtosis,mean,0.002876,0.001882,0.002759,0.002992,0.654,75,129.0,10.0,401.1,6.8,22.0,-0.2716,3.2e-05,higher feature -> lower survival_target
necrosis_H_original_firstorder_90Percentile_std,necrosis,H,firstorder,90Percentile,std,0.002836,0.001219,0.002761,0.002912,0.43,76,104.0,19.0,275.0,3.3,16.5,-0.0666,0.316364,higher feature -> lower survival_target
muscularis_H_original_firstorder_Kurtosis_mean,muscularis,H,firstorder,Kurtosis,mean,0.002797,0.001728,0.00269,0.002904,0.618,77,126.0,14.0,407.3,4.9,20.2,-0.3006,4e-06,higher feature -> lower survival_target
adipose_H_original_firstorder_InterquartileRange_std,adipose,H,firstorder,InterquartileRange,std,0.00279,0.001853,0.002675,0.002905,0.664,78,132.5,10.0,378.0,6.5,17.9,0.2478,0.000156,higher feature -> higher survival_target
urothelium_H_original_firstorder_Variance_std,urothelium,H,firstorder,Variance,std,0.002789,0.001136,0.002719,0.002859,0.407,79,101.0,26.0,330.0,1.2,15.2,-0.1274,0.054681,higher feature -> lower survival_target
muscularis_H_original_firstorder_RootMeanSquared_mean,muscularis,H,firstorder,RootMeanSquared,mean,0.002783,0.001501,0.00269,0.002876,0.539,80,119.0,20.0,406.0,2.6,19.8,0.3105,2e-06,higher feature -> higher survival_target
adipose_H_original_firstorder_Median_std,adipose,H,firstorder,Median,std,0.002762,0.001734,0.002654,0.002869,0.628,81,126.0,11.0,393.0,5.3,18.4,0.2461,0.000174,higher feature -> higher survival_target
necrosis_H_original_firstorder_MeanAbsoluteDeviation_std,necrosis,H,firstorder,MeanAbsoluteDeviation,std,0.002707,0.001338,0.002624,0.00279,0.494,82,117.0,16.0,329.0,3.4,15.2,-0.114,0.085871,higher feature -> lower survival_target
lamina_E_original_firstorder_MeanAbsoluteDeviation_std,lamina,E,firstorder,MeanAbsoluteDeviation,std,0.002702,0.001637,0.0026,0.002803,0.606,83,131.0,14.0,422.1,4.5,19.4,-0.2363,0.000318,higher feature -> lower survival_target
necrosis_E_original_firstorder_90Percentile_std,necrosis,E,firstorder,90Percentile,std,0.002696,0.000977,0.002635,0.002756,0.362,84,107.0,30.0,291.0,1.1,12.2,-0.0277,0.677403,higher feature -> lower survival_target
urothelium_H_original_firstorder_10Percentile_mean,urothelium,H,firstorder,10Percentile,mean,0.002687,0.001031,0.002623,0.002751,0.384,85,109.0,29.0,311.1,0.7,13.0,-0.0856,0.197819,higher feature -> lower survival_target
lamina_E_original_firstorder_Variance_std,lamina,E,firstorder,Variance,std,0.00268,0.001404,0.002593,0.002767,0.524,86,125.5,17.0,350.0,3.2,14.8,-0.1904,0.003906,higher feature -> lower survival_target
urothelium_H_original_firstorder_MeanAbsoluteDeviation_std,urothelium,H,firstorder,MeanAbsoluteDeviation,std,0.002654,0.001101,0.002585,0.002722,0.415,87,112.5,25.0,361.0,1.6,13.1,-0.1585,0.016585,higher feature -> lower survival_target
muscularis_E_original_firstorder_Entropy_std,muscularis,E,firstorder,Entropy,std,0.00265,0.001395,0.002563,0.002736,0.526,88,124.0,19.0,388.0,3.2,15.5,-0.1274,0.054791,higher feature -> lower survival_target
necrosis_H_original_firstorder_InterquartileRange_mean,necrosis,H,firstorder,InterquartileRange,mean,0.002643,0.001811,0.002531,0.002755,0.685,89,146.0,12.0,412.0,6.1,17.2,0.2403,0.00025,higher feature -> higher survival_target
urothelium_H_original_firstorder_RobustMeanAbsoluteDeviation_std,urothelium,H,firstorder,RobustMeanAbsoluteDeviation,std,0.002635,0.001008,0.002572,0.002697,0.383,90,109.0,29.0,344.0,0.8,11.1,-0.1429,0.030962,higher feature -> lower survival_target
muscularis_H_original_firstorder_Mean_mean,muscularis,H,firstorder,Mean,mean,0.002619,0.001563,0.002522,0.002716,0.597,91,143.0,19.0,417.0,2.7,16.7,0.3,4e-06,higher feature -> higher survival_target
urothelium_H_original_firstorder_InterquartileRange_std,urothelium,H,firstorder,InterquartileRange,std,0.002617,0.001031,0.002553,0.002681,0.394,92,112.0,28.0,357.1,0.8,10.7,-0.1312,0.047912,higher feature -> lower survival_target
necrosis_H_original_firstorder_InterquartileRange_std,necrosis,H,firstorder,InterquartileRange,std,0.002606,0.001159,0.002534,0.002677,0.445,93,120.0,22.0,316.0,2.3,13.5,-0.0251,0.705904,higher feature -> lower survival_target
muscularis_H_original_firstorder_RobustMeanAbsoluteDeviation_mean,muscularis,H,firstorder,RobustMeanAbsoluteDeviation,mean,0.002598,0.001394,0.002512,0.002685,0.537,94,131.0,19.0,391.0,3.0,14.8,0.3029,3e-06,higher feature -> higher survival_target
necrosis_H_original_firstorder_Energy_std,necrosis,H,firstorder,Energy,std,0.002556,0.001087,0.002489,0.002623,0.425,95,123.5,25.0,327.0,1.8,9.9,0.1586,0.016556,higher feature -> higher survival_target
necrosis_H_original_firstorder_TotalEnergy_std,necrosis,H,firstorder,TotalEnergy,std,0.002554,0.001082,0.002487,0.002621,0.424,96,124.0,25.0,320.0,2.1,10.1,0.1586,0.016556,higher feature -> higher survival_target
muscularis_H_original_firstorder_Energy_mean,muscularis,H,firstorder,Energy,mean,0.002545,0.001409,0.002458,0.002632,0.554,97,141.0,22.0,427.1,1.8,15.3,0.3051,3e-06,higher feature -> higher survival_target
muscularis_H_original_firstorder_TotalEnergy_mean,muscularis,H,firstorder,TotalEnergy,mean,0.00254,0.001401,0.002453,0.002627,0.552,98,142.0,23.0,419.0,1.8,15.6,0.3051,3e-06,higher feature -> higher survival_target
lamina_H_original_firstorder_RootMeanSquared_mean,lamina,H,firstorder,RootMeanSquared,mean,0.002534,0.001579,0.002436,0.002632,0.623,99,148.0,15.0,431.0,4.2,14.6,0.2841,1.3e-05,higher feature -> higher survival_target
tumor_H_original_firstorder_MeanAbsoluteDeviation_std,tumor,H,firstorder,MeanAbsoluteDeviation,std,0.002533,0.001091,0.002465,0.0026,0.431,100,128.5,28.0,310.0,1.3,9.9,-0.084,0.206349,higher feature -> lower survival_target
adipose_H_original_firstorder_Mean_std,adipose,H,firstorder,Mean,std,0.002529,0.001519,0.002435,0.002623,0.601,101,149.0,17.0,390.0,3.7,15.7,0.2279,0.000523,higher feature -> higher survival_target
lamina_E_original_firstorder_10Percentile_mean,lamina,E,firstorder,10Percentile,mean,0.002515,0.001413,0.002428,0.002603,0.562,102,139.0,19.0,403.0,2.8,12.9,0.1437,0.030036,higher feature -> higher survival_target
necrosis_E_original_firstorder_Entropy_std,necrosis,E,firstorder,Entropy,std,0.002511,0.000881,0.002457,0.002566,0.351,103,115.5,35.0,333.1,0.2,8.5,-0.0373,0.575054,higher feature -> lower survival_target
tumor_H_original_firstorder_Variance_mean,tumor,H,firstorder,Variance,mean,0.00251,0.001769,0.002401,0.00262,0.705,104,164.5,9.0,416.0,6.2,14.9,0.2064,0.001725,higher feature -> higher survival_target
necrosis_E_original_firstorder_RootMeanSquared_std,necrosis,E,firstorder,RootMeanSquared,std,0.002506,0.000933,0.002449,0.002564,0.372,105,125.0,31.0,303.0,0.9,9.5,-0.001,0.988088,higher feature -> lower survival_target
muscularis_H_original_firstorder_Median_std,muscularis,H,firstorder,Median,std,0.002506,0.001481,0.002414,0.002598,0.591,106,150.0,17.0,402.0,3.8,14.8,0.2721,3.1e-05,higher feature -> higher survival_target
necrosis_H_original_firstorder_Uniformity_mean,necrosis,H,firstorder,Uniformity,mean,0.002495,0.001615,0.002394,0.002595,0.647,107,162.0,14.0,412.0,4.3,14.1,-0.2319,0.000415,higher feature -> lower survival_target
adipose_H_original_firstorder_10Percentile_mean,adipose,H,firstorder,10Percentile,mean,0.002485,0.001436,0.002396,0.002574,0.578,108,142.0,19.0,398.0,3.1,11.9,0.2182,0.000911,higher feature -> higher survival_target
vessels_H_original_firstorder_Kurtosis_mean,vessels,H,firstorder,Kurtosis,mean,0.002481,0.001641,0.00238,0.002583,0.661,109,157.5,18.0,444.0,3.6,15.7,-0.2797,1.8e-05,higher feature -> lower survival_target
necrosis_E_original_firstorder_Median_mean,necrosis,E,firstorder,Median,mean,0.002455,0.001405,0.002368,0.002542,0.572,110,154.0,16.0,417.1,3.8,14.6,0.1745,0.008263,higher feature -> higher survival_target
muscularis_H_original_firstorder_Skewness_std,muscularis,H,firstorder,Skewness,std,0.002424,0.001243,0.002347,0.002501,0.513,111,149.0,23.0,363.1,2.1,9.9,-0.2373,0.0003,higher feature -> lower survival_target
urothelium_E_original_firstorder_RootMeanSquared_std,urothelium,E,firstorder,RootMeanSquared,std,0.002419,0.001411,0.002331,0.002506,0.583,112,153.5,18.0,411.0,3.0,13.0,-0.208,0.001592,higher feature -> lower survival_target
urothelium_E_original_firstorder_RobustMeanAbsoluteDeviation_std,urothelium,E,firstorder,RobustMeanAbsoluteDeviation,std,0.002408,0.001392,0.002322,0.002495,0.578,113,151.0,18.0,390.0,3.0,10.0,-0.1308,0.04859,higher feature -> lower survival_target
tumor_H_original_firstorder_InterquartileRange_std,tumor,H,firstorder,InterquartileRange,std,0.002403,0.001103,0.002334,0.002471,0.459,114,136.0,27.0,355.0,1.7,7.9,-0.0653,0.326266,higher feature -> lower survival_target
tumor_E_original_firstorder_MeanAbsoluteDeviation_std,tumor,E,firstorder,MeanAbsoluteDeviation,std,0.002393,0.00092,0.002336,0.00245,0.384,115,135.0,29.0,362.0,0.7,7.5,0.0242,0.716034,higher feature -> higher survival_target
necrosis_E_original_firstorder_Variance_std,necrosis,E,firstorder,Variance,std,0.002387,0.001079,0.002321,0.002454,0.452,116,144.5,28.0,364.0,1.3,10.0,-0.0492,0.45951,higher feature -> lower survival_target
urothelium_H_original_firstorder_TotalEnergy_mean,urothelium,H,firstorder,TotalEnergy,mean,0.002387,0.000784,0.002338,0.002435,0.329,117,126.0,42.0,329.1,0.0,4.1,-0.053,0.426056,higher feature -> lower survival_target
urothelium_H_original_firstorder_Energy_mean,urothelium,H,firstorder,Energy,mean,0.002381,0.000787,0.002332,0.00243,0.331,118,128.0,44.0,323.0,0.1,4.4,-0.053,0.426056,higher feature -> lower survival_target
urothelium_H_original_firstorder_Kurtosis_std,urothelium,H,firstorder,Kurtosis,std,0.002369,0.001478,0.002277,0.00246,0.624,119,179.5,15.0,396.0,3.9,11.8,-0.1994,0.002488,higher feature -> lower survival_target
tumor_H_original_firstorder_10Percentile_std,tumor,H,firstorder,10Percentile,std,0.002364,0.001395,0.002278,0.002451,0.59,120,160.5,18.0,388.0,3.3,10.3,0.1052,0.113032,higher feature -> higher survival_target
necrosis_H_original_firstorder_Entropy_mean,necrosis,H,firstorder,Entropy,mean,0.002361,0.001535,0.002266,0.002456,0.65,121,173.0,16.0,413.0,3.6,12.0,0.2287,0.0005,higher feature -> higher survival_target
